origId,d,T,d_nm,Points:0,Points:1,Points:2,iceLabel
3736,2e-08,695.21,20.0,-1.8651,0.8397,-4.2959e-09,0
3739,2e-08,695.27,20.0,-1.9173,0.88487,2.3711e-09,0
3742,2e-08,695.16,20.0,-1.8632,0.77372,4.9905e-09,0
3743,2e-08,695.04,20.0,-1.8256,0.6390399999999999,9.030000000000001e-10,0
3744,2e-08,695.06,20.0,-1.8378,0.67411,4.8687e-11,0
3745,2e-08,695.26,20.0,-1.9012,0.8612299999999999,-3.1312e-09,0
3746,2e-08,695.3,20.0,-1.9233,0.9152899999999999,-1.9796e-09,0
3747,2e-08,695.26,20.0,-1.9078,0.8589700000000001,-1.8134999999999997e-10,0
3748,2e-08,694.98,20.0,-1.824,0.57255,-2.7662e-09,0
3749,2e-08,695.14,20.0,-1.8738,0.7300300000000001,-1.2612000000000002e-09,0
3750,2e-08,695.04,20.0,-1.8589,0.65073,2.9151e-09,0
3751,2e-08,695.32,20.0,-1.9454,0.9180799999999999,-3.5458999999999996e-10,0
3754,2e-08,694.97,20.0,-1.8353,0.5390199999999999,-2.3469000000000002e-09,0
3756,2e-08,695.09,20.0,-1.8837,0.66937,-2.2444e-09,0
3757,2e-08,695.09,20.0,-1.8863,0.66169,-4.442100000000001e-09,0
3758,2e-08,694.93,20.0,-1.8491,0.5006,4.674e-09,0
3759,2e-08,695.04,20.0,-1.8732,0.5768300000000001,2.5876e-09,0
3760,2e-08,695.38,20.0,-1.975,0.9328,-6.5054e-09,0
3762,2e-08,695.26,20.0,-1.9523,0.82635,-1.6193e-10,0
3763,2e-08,695.15,20.0,-1.9122,0.6723100000000001,-8.915199999999999e-10,0
3764,2e-08,694.98,20.0,-1.8682,0.45113000000000003,-1.8160000000000001e-09,0
3765,2e-08,695.03,20.0,-1.8843,0.5341199999999999,-1.6310999999999997e-09,0
3766,2e-08,695.42,20.0,-2.0081,0.9562,-3.3715e-09,0
3767,2e-08,695.32,20.0,-1.9724,0.8496600000000001,-3.0275e-09,0
3768,2e-08,695.15,20.0,-1.9316,0.68142,-1.9111e-09,0
3769,2e-08,694.95,20.0,-1.8722,0.39647,1.7637e-10,0
3770,2e-08,695.2,20.0,-1.9503,0.71638,-1.2312999999999999e-09,0
3771,2e-08,695.12,20.0,-1.9355,0.6262,-2.6788e-09,0
3772,2e-08,694.81,20.0,-1.8625,0.20112,-6.4349e-10,0
3773,2e-08,694.92,20.0,-1.8855,0.36196999999999996,2.3462e-10,0
3774,2e-08,695.38,20.0,-2.0207,0.92737,5.2381999999999996e-09,0
3775,2e-08,695.32,20.0,-2.0019,0.86103,5.0489e-09,0
3776,2e-08,695.2,20.0,-1.972,0.71727,2.4839e-09,0
3777,2e-08,695.25,20.0,-1.9847,0.7477,2.0612e-09,0
3778,2e-08,695.13,20.0,-1.9457,0.57245,3.7492000000000004e-10,0
3779,2e-08,694.96,20.0,-1.9073,0.2893,1.5977e-09,0
3780,2e-08,694.86,20.0,-1.8982,0.095881,-6.6804e-11,0
3781,2e-08,695.1,20.0,-1.9509,0.5161,-8.2202e-10,0
3782,2e-08,695.22,20.0,-1.9918,0.69252,-2.0398e-10,0
3783,2e-08,695.12,20.0,-1.9678,0.5585600000000001,1.4232999999999998e-09,0
3784,2e-08,694.98,20.0,-1.9323,0.33314,-1.7504e-09,0
3785,2e-08,695.07,20.0,-1.9553,0.45948,-1.1217e-09,0
3786,2e-08,695.3,20.0,-2.0228,0.78475,-4.4133e-09,0
3787,2e-08,694.93,20.0,-1.9346,0.16875,-5.444600000000001e-11,0
3788,2e-08,695.19,20.0,-1.9978,0.62297,1.1954e-09,0
3789,2e-08,694.98,20.0,-1.9422,0.17162,-1.3195e-09,0
3790,2e-08,695.12,20.0,-1.9803,0.47808,8.4035e-10,0
3791,2e-08,695.3,20.0,-2.0476,0.80608,-5.077200000000001e-10,0
3792,2e-08,695.37,20.0,-2.0581,0.8533700000000001,4.1516000000000004e-09,0
3793,2e-08,695.4,20.0,-2.0788,0.91435,-5.028699999999999e-10,0
3794,2e-08,695.32,20.0,-2.0526,0.77996,-4.609899999999999e-09,0
3795,2e-08,695.21,20.0,-2.0224,0.59851,-2.8299000000000003e-09,0
3796,2e-08,695.04,20.0,-1.9876,0.25843,3.5023000000000005e-11,0
3797,2e-08,695.21,20.0,-2.0345,0.62033,2.1772e-09,0
3798,2e-08,695.1,20.0,-2.0118,0.42506000000000005,1.3517000000000002e-09,0
3799,2e-08,695.42,20.0,-2.1034,0.9356200000000001,8.4872e-10,0
3800,2e-08,695.21,20.0,-2.0423,0.61774,-3.9001999999999994e-09,0
3801,2e-08,695.43,20.0,-2.1095,0.9452799999999999,5.731e-09,0
3802,2e-08,695.3,20.0,-2.0747,0.72218,-8.165800000000001e-10,0
3803,2e-08,695.37,20.0,-2.0935,0.82388,-8.0855e-09,0
3804,2e-08,695.17,20.0,-2.0482,0.51851,-1.2145e-09,0
3805,2e-08,695.16,20.0,-2.0526,0.50815,-1.6479000000000003e-09,0
3806,2e-08,695.39,20.0,-2.1155,0.8801700000000001,2.1839e-09,0
3807,2e-08,695.22,20.0,-2.0674,0.55437,-2.568e-09,0
3808,2e-08,695.1,20.0,-2.0389,0.27278,-8.367399999999999e-10,0
3809,2e-08,695.47,20.0,-2.1411,0.97911,-1.1572e-10,0
3810,2e-08,695.17,20.0,-2.0628,0.43165,2.7760999999999995e-09,0
3811,2e-08,695.07,20.0,-2.0416,0.10652,6.912500000000001e-10,0
3812,2e-08,695.07,20.0,-2.0531,0.16184,4.2044e-10,0
3813,2e-08,695.43,20.0,-2.1401,0.89954,1.1707e-10,0
3814,2e-08,695.43,20.0,-2.1441,0.89569,-2.2325e-10,0
3815,2e-08,695.33,20.0,-2.1278,0.76232,5.6857e-10,0
3816,2e-08,695.17,20.0,-2.0831,0.42699,-3.1779000000000004e-09,0
3817,2e-08,695.28,20.0,-2.1163,0.66506,2.6875e-09,0
3818,2e-08,695.52,20.0,-2.1782,1.0014,-5.773199999999999e-09,0
3819,2e-08,695.38,20.0,-2.1458,0.81011,-5.6547e-10,0
3820,2e-08,695.62,20.0,-2.3486,1.046,1.8894e-09,0
3821,2e-08,695.37,20.0,-2.1475,0.79361,-1.4902e-10,0
3822,2e-08,695.46,20.0,-2.1796,0.95039,-2.5235000000000002e-09,0
3823,2e-08,695.41,20.0,-2.1656,0.85387,2.0104e-09,0
3824,2e-08,695.23,20.0,-2.1188,0.49662,2.0281e-09,0
3825,2e-08,695.32,20.0,-2.1446,0.65978,1.775e-09,0
3826,2e-08,695.21,20.0,-2.1208,0.42123,-5.932100000000001e-10,0
3827,2e-08,695.47,20.0,-2.1959,0.97993,8.2582e-10,0
3828,2e-08,695.44,20.0,-2.193,0.9282,3.3308000000000005e-09,0
3829,2e-08,695.32,20.0,-2.1601,0.68484,4.3309e-09,0
3830,2e-08,695.41,20.0,-2.1893,0.8529899999999999,-4.3758000000000005e-09,0
3831,2e-08,695.22,20.0,-2.1388,0.38409,1.2460999999999999e-09,0
3832,2e-08,695.32,20.0,-2.1717,0.6573399999999999,2.1498e-09,0
3833,2e-08,695.47,20.0,-2.2115,0.93953,5.7082e-09,0
3834,2e-08,695.34,20.0,-2.1831,0.6899,2.7168000000000004e-09,0
3835,2e-08,695.46,20.0,-2.2071,0.91519,-3.3838000000000002e-09,0
3836,2e-08,695.19,20.0,-2.15,0.24609,-8.025700000000001e-10,0
3837,2e-08,695.2,20.0,-2.1576,0.28967,1.9338e-09,0
3838,2e-08,695.38,20.0,-2.2039,0.78822,-4.0504e-09,0
3839,2e-08,695.47,20.0,-2.2234,0.9289200000000001,-6.0075e-10,0
3840,2e-08,695.34,20.0,-2.1974,0.70501,-3.859599999999999e-09,0
3841,2e-08,695.3,20.0,-2.1894,0.5638,1.8702e-09,0
3842,2e-08,695.42,20.0,-2.2226,0.83386,6.9842999999999995e-09,0
3843,2e-08,695.45,20.0,-2.235,0.8836299999999999,-1.4212e-09,0
3844,2e-08,695.38,20.0,-2.2212,0.73159,5.5073e-10,0
3845,2e-08,695.37,20.0,-2.2217,0.71609,-1.095e-09,0
3846,2e-08,695.55,20.0,-2.2622,1.0184,-3.6235e-09,0
3847,2e-08,695.46,20.0,-2.2507,0.90555,-5.619899999999999e-10,0
3848,2e-08,695.24,20.0,-2.2053,0.39349,-3.1471999999999997e-10,0
