"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2275,4448,0,1.071,0.044782,6.0477e-08
2278,4467,0,1.0465,0.043785,1.2855e-07
2282,4463,0,1.0076,0.044571,5.8804e-08
2304,4471,0,0.9819,0.048431,-1.4666e-07
1805,4405,0,0.78132,0.090636,-1.2427e-07
1009,4416,0,0.66752,0.12246,6.7835e-08
869,4398,0,0.65161,0.12754,3.9677e-08
1534,4417,0,0.72976,0.10378,-5.8878e-08
2653,4420,0,1.0517,0.035976,-3.0131e-07
2633,4466,0,1.064,0.034777,-1.2987e-07
2675,4473,0,1.0232,0.038268,-1.2739e-07
1463,4445,0,0.72104,0.10515,-3.2516e-08
2206,4365,0,0.85615,0.057286,-5.3308e-08
2677,4472,0,1.011,0.037825,1.1624e-07
2617,4474,0,1.0325,0.032385,-9.7228e-08
1838,4468,0,0.78531,0.087119,4.6353e-08
414,4457,0,0.59834,0.14376,3.9672e-08
2639,4470,0,1.012,0.034944,-3.919e-07
2724,4475,0,0.96219,0.046189,-1.834e-07
1288,4454,0,0.7021,0.11111,8.4405e-08
2147,4479,0,0.84091,0.072129,2.3969e-07
2389,4481,0,0.90762,0.057901,5.9388e-08
1734,4478,0,0.76811,0.090751,-3.2069e-08
2666,4477,0,0.94028,0.036468,1.1448e-07
2209,4485,0,0.85525,0.062711,-2.2217e-07
2367,4486,0,0.90319,0.04959,5.2693e-07
834,4438,0,0.64855,0.12834,-1.5227e-07
1324,4476,0,0.70556,0.11104,-8.6473e-09
1355,4484,0,0.71213,0.10608,4.4572e-07
1392,4488,0,0.71582,0.10645,4.1829e-08
1529,4489,0,0.73075,0.099645,-1.2532e-07
2178,4490,0,0.851,0.06486,-9.2964e-07
1458,4487,0,0.72354,0.10115,-2.5972e-07
1665,4492,0,0.7557,0.092904,-7.0091e-08
1551,4461,0,0.73342,0.090581,7.2807e-08
1830,4493,0,0.78688,0.077359,-1.5762e-07
1866,4495,0,0.79134,0.078525,-1.0988e-07
1865,4499,0,0.78999,0.077622,-1.1377e-07
831,4482,0,0.64788,0.12432,-6.7391e-08
1762,4491,0,0.77267,0.083413,6.2092e-08
1895,4494,0,0.79971,0.067769,-2.1755e-07
1830,4501,0,0.78756,0.07767,-1.1149e-07
901,4483,0,0.65679,0.12266,-4.0659e-08
1286,4497,0,0.70309,0.1094,3.6488e-07
1789,4496,0,0.77812,0.072598,-8.1596e-08
1588,4500,0,0.74344,0.08923,3.5132e-08
1619,4502,0,0.7463,0.085676,1.6846e-07
1413,4503,0,0.71925,0.096,-1.0549e-07
1175,4504,0,0.68827,0.10862,-1.2143e-07
1105,4506,0,0.6812,0.11019,1.7965e-08
1170,4508,0,0.68861,0.10428,-5.1543e-07
1404,4505,0,0.71858,0.089457,1.0318e-07
1340,4509,0,0.71051,0.095364,7.9511e-10
239,4480,0,0.58041,0.14885,8.0223e-08
1338,4511,0,0.711,0.093602,2.5886e-07
1025,4513,0,0.67448,0.10283,-5.0711e-07
899,4512,0,0.65529,0.12083,1.7031e-07
992,4514,0,0.67085,0.10567,9.8799e-08
582,4516,0,0.62211,0.12696,-1.1969e-06
410,4498,0,0.59772,0.13753,-1.0811e-06
582,4517,0,0.61939,0.12648,8.5466e-09
718,4522,0,0.63882,0.11704,-6.6871e-07
647,4519,0,0.62741,0.11797,-5.058e-07
