"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2284,4002,0,1.0772,0.046626,-3.2942e-07
2280,4036,0,1.031,0.043906,7.1742e-07
2304,4047,0,0.98644,0.048992,7.0895e-08
2212,3961,0,0.88996,0.067364,-1.724e-07
2319,4025,0,0.96434,0.052473,1.5979e-07
2082,3923,0,0.82896,0.079837,-2.51e-07
904,3893,0,0.65789,0.12564,7.6849e-08
2748,4023,0,0.94501,0.053419,2.5891e-07
1219,4018,0,0.69313,0.11487,-2.3235e-07
659,3964,0,0.62878,0.13452,7.6341e-08
2747,4030,0,0.94871,0.053866,1.0609e-07
2639,4010,0,1.0073,0.033558,-9.7672e-08
2674,4034,0,1.0359,0.037958,3.9312e-08
2389,4049,0,0.90912,0.057605,1.644e-09
2616,4045,0,1.0434,0.032275,1.1539e-06
1769,4040,0,0.77278,0.090682,-5.3085e-08
1804,4028,0,0.77976,0.089831,-2.0069e-07
1873,4048,0,0.79213,0.086726,-1.0154e-07
2563,4035,0,1.0117,0.024068,3.3339e-07
2619,4044,0,1.0208,0.031177,-1.2285e-07
1666,4042,0,0.75496,0.094294,-1.298e-07
2602,4046,0,1.0011,0.029483,1.358e-07
2745,4055,0,0.91156,0.051329,-2.0821e-07
2705,4054,0,0.93637,0.042344,5.9416e-08
2606,4043,0,0.96457,0.028861,1.0791e-07
2309,4053,0,0.88219,0.060071,1.2217e-07
2704,4051,0,0.94601,0.040188,-2.3655e-07
2330,4059,0,0.88848,0.056191,1.7051e-07
1734,4056,0,0.76725,0.091114,1.4401e-07
2041,4057,0,0.82144,0.072182,3.0612e-07
2069,4039,0,0.83332,0.057737,2.7736e-07
2206,4061,0,0.85591,0.057527,4.2343e-07
2111,4065,0,0.84,0.068229,8.0916e-08
2304,4060,0,0.88277,0.048566,1.2429e-07
2144,4064,0,0.84462,0.066278,-6.8771e-07
2236,4063,0,0.8657,0.053856,-1.0631e-06
1696,4058,0,0.75831,0.089567,7.231e-08
2235,4062,0,0.85991,0.052921,9.9318e-08
1422,4069,0,0.72014,0.10169,1.8072e-07
1694,4068,0,0.76065,0.087478,1.4978e-07
1557,4070,0,0.73422,0.094324,6.9654e-08
1422,4076,0,0.71886,0.10193,-5.9012e-08
946,4052,0,0.66655,0.096282,3.0381e-08
1588,4077,0,0.73963,0.090139,9.5111e-08
725,4072,0,0.63678,0.1269,-1.4563e-07
657,4066,0,0.62968,0.131,-2.0128e-07
1174,4079,0,0.69055,0.1073,-4.1787e-07
1374,4078,0,0.71376,0.094167,-1.6118e-07
1342,4083,0,0.71122,0.096569,-1.0126e-07
1190,4067,0,0.69286,0.091081,-5.4397e-08
625,3994,0,0.62847,0.08872,-8.344e-08
1510,4074,0,0.73139,0.086961,-6.1294e-08
929,4075,0,0.66087,0.11446,1.3697e-07
724,4087,0,0.63839,0.12492,-6.0232e-08
1300,4081,0,0.70471,0.093247,-9.8616e-08
1164,4086,0,0.68987,0.098848,1.1664e-07
1090,4082,0,0.68029,0.097378,1.2957e-07
1159,4085,0,0.68968,0.094785,2.1045e-08
792,4089,0,0.64447,0.12092,-1.4835e-07
1088,4090,0,0.68012,0.096211,-8.9562e-07
1159,4080,0,0.68941,0.094788,3.9577e-08
480,4073,0,0.60584,0.13419,-2.9521e-07
824,4092,0,0.65025,0.11646,9.4289e-07
204,4050,0,0.57553,0.14888,6.3256e-08
765,4071,0,0.64435,0.089484,4.4631e-08
509,4099,0,0.61186,0.12472,-5.6308e-08
580,4097,0,0.62172,0.12366,6.6013e-08
615,4095,0,0.62298,0.12355,1.1549e-07
808,4091,0,0.64949,0.097779,2.592e-07
703,4093,0,0.6389,0.098986,-1.736e-07
637,4098,0,0.63041,0.10539,1.4457e-07
702,4096,0,0.6354,0.098256,-4.8135e-07
304,4094,0,0.58726,0.13765,-4.4229e-07
437,4102,0,0.60383,0.1235,4.9914e-07
336,4104,0,0.59148,0.13184,-3.1203e-07
268,4105,0,0.58221,0.13811,2.899e-07
