"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2288,6171,0,1.0377,0.047475,-1.6389e-07
2290,6175,0,1.0149,0.047149,-3.6645e-07
2301,6172,0,1.0081,0.048364,2.4695e-07
2318,6150,0,0.97881,0.051976,5.9469e-07
2318,6112,0,0.97804,0.051642,3.7839e-08
1114,6101,0,0.68173,0.11826,-7.9593e-08
2736,6177,0,0.93067,0.050233,5.9097e-07
2266,6170,0,0.8683,0.064566,-2.8572e-07
2655,6181,0,1.0386,0.037337,-1.4879e-07
2655,6179,0,1.0336,0.035729,3.0244e-07
2370,6185,0,0.90167,0.059371,-6.1685e-07
2598,6180,0,1.0383,0.028905,7.0481e-09
2371,6182,0,0.90309,0.059928,5.6296e-07
1253,6169,0,0.69994,0.11154,-1.0065e-07
2601,6183,0,1.008,0.029862,2.8649e-08
2389,6186,0,0.90936,0.056351,-2.9611e-07
2602,6176,0,1.0041,0.027498,1.9663e-07
2713,6188,0,0.95526,0.044162,-7.0001e-07
1905,6178,0,0.7977,0.082513,-5.1208e-07
2042,6184,0,0.82371,0.073836,-4.4034e-07
1184,6174,0,0.69164,0.1154,-3.7403e-08
2209,6194,0,0.85565,0.06414,4.9576e-07
2708,6189,0,0.91098,0.042211,-8.8705e-10
1938,6193,0,0.80427,0.078301,-7.2874e-08
1972,6196,0,0.81413,0.074787,-4.4006e-07
2076,6200,0,0.82895,0.070079,7.6024e-08
2140,6197,0,0.84295,0.058344,-1.2093e-07
1285,6203,0,0.70029,0.10916,-3.0789e-07
728,6190,0,0.6349,0.13063,5.6663e-08
2003,6199,0,0.81595,0.069118,-8.9794e-08
1929,6198,0,0.80503,0.066119,-5.358e-07
554,6153,0,0.61427,0.13837,-8.7776e-08
1316,6202,0,0.70739,0.10464,4.0659e-07
1969,6201,0,0.81424,0.071099,1.3152e-07
797,6191,0,0.64535,0.127,1.2255e-07
1489,6208,0,0.72534,0.098434,1.1379e-07
1690,6207,0,0.75764,0.083764,-6.696e-08
1381,6210,0,0.71396,0.098944,3.0746e-07
1690,6205,0,0.76053,0.082959,2.4065e-07
1550,6195,0,0.73714,0.088526,2.4949e-08
1294,6192,0,0.70611,0.088502,-4.4857e-08
1412,6218,0,0.71735,0.095146,-6.4085e-08
1373,6212,0,0.71547,0.093154,3.0427e-07
1104,6216,0,0.68257,0.10875,1.2717e-08
792,6215,0,0.64428,0.12102,-3.0956e-08
947,6126,0,0.66435,0.097883,9.649e-08
725,6209,0,0.63749,0.12609,-3.1171e-07
829,6214,0,0.64806,0.12274,2.2955e-07
1163,6220,0,0.69148,0.098005,-1.8997e-07
962,6221,0,0.66669,0.11145,-2.0273e-07
1229,6213,0,0.69688,0.093762,-2.1059e-07
916,6219,0,0.66297,0.10208,1.6138e-08
887,6225,0,0.65826,0.10882,2.2871e-07
754,6224,0,0.64155,0.11756,3.3181e-07
755,6226,0,0.64202,0.11867,4.7646e-07
943,6217,0,0.66466,0.094084,-2.2364e-07
803,6187,0,0.64948,0.092256,-4.2626e-07
946,6222,0,0.66693,0.096511,3.5943e-07
913,6223,0,0.66227,0.099274,-9.5191e-07
708,6230,0,0.6372,0.10551,-1.4566e-07
811,6227,0,0.64994,0.10194,-8.8444e-08
574,6234,0,0.6204,0.11623,2.9502e-07
572,6236,0,0.62121,0.11291,-1.7928e-09
337,6229,0,0.59165,0.13424,6.2721e-07
450,6109,0,0.60582,0.089728,2.4268e-08
631,6228,0,0.6268,0.096922,3.2615e-08
368,6238,0,0.59694,0.1252,2.1463e-07
168,6206,0,0.56867,0.14888,-2.515e-06
530,6231,0,0.61673,0.10339,2.1977e-07
561,6239,0,0.61865,0.09768,1.521e-07
397,6240,0,0.59805,0.11674,1.2572e-07
365,6244,0,0.59718,0.12056,-1.218e-07
391,6247,0,0.5977,0.10607,-8.8482e-08
260,6249,0,0.58367,0.12391,4.3449e-08
223,6243,0,0.57909,0.12064,-1.1076e-07
161,6250,0,0.56994,0.13656,-1.1995e-06
351,6242,0,0.59716,0.098752,-2.0496e-07
352,6245,0,0.59647,0.10092,1.9116e-09
314,6241,0,0.59101,0.096553,3.0744e-07
92,6246,0,0.56053,0.13915,2.6419e-07
314,6233,0,0.58917,0.096502,-5.8154e-08
188,6253,0,0.5762,0.12035,6.8473e-08
69,6248,0,0.5568,0.14511,6.5614e-07
123,6256,0,0.56548,0.13073,-8.3367e-07
84,6259,0,0.56244,0.12445,-2.7281e-07
2753,6161,0,0.94799,0.056162,-2.7291e-08
2755,6166,0,0.93385,0.05738,8.5282e-09
141,6252,0,0.56871,0.10099,8.652e-07
15,6260,0,0.55072,0.13129,-2.2434e-07
1,6261,0,0.54503,0.1371,-2.8185e-07
13,6262,0,0.54943,0.12759,9.7523e-08
106,6258,0,0.56677,0.10096,-1.267e-08
3,6257,0,0.5441,0.14098,8.5875e-07
107,6255,0,0.56633,0.10187,-8.4376e-08
5,6232,0,0.5424,0.14566,3.8717e-07
2761,6009,0,0.5602,0.088559,8.3749e-08
