"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2346,5720,0,0.99106,0.057803,2.984e-07
2318,5745,0,0.97712,0.051862,-7.0731e-07
1872,5724,0,0.79056,0.086031,3.2421e-07
2633,5748,0,1.0649,0.033207,4.1545e-07
2741,5754,0,0.94079,0.052477,-2.3381e-07
2578,5751,0,1.0434,0.027062,-2.5216e-08
2558,5752,0,1.0583,0.022449,2.6522e-07
2579,5750,0,1.0326,0.02672,5.8648e-07
2660,5758,0,0.98997,0.037565,3.8447e-07
2681,5760,0,0.97352,0.039834,4.2959e-07
2369,5759,0,0.90286,0.054651,1.0947e-07
2387,5708,0,0.90672,0.051268,1.1638e-07
2602,5731,0,0.99962,0.029774,-9.1772e-08
2682,5763,0,0.96381,0.038365,-3.8499e-08
2704,5765,0,0.93992,0.042083,1.583e-07
2752,5764,0,0.91522,0.054202,-1.8235e-07
2684,5769,0,0.95106,0.039421,-4.9173e-08
1463,5756,0,0.72426,0.10438,2.1863e-08
2705,5768,0,0.93613,0.042005,-8.4379e-08
1008,5753,0,0.67081,0.12062,-5.6085e-08
2684,5757,0,0.94882,0.038856,-4.4261e-07
2077,5771,0,0.83277,0.071601,1.9631e-07
2077,5773,0,0.83359,0.07085,8.9458e-08
1530,5762,0,0.73144,0.10008,-9.9714e-08
1600,5766,0,0.74093,0.09816,1.2618e-07
2260,5767,0,0.86792,0.052851,1.6511e-07
1870,5775,0,0.78918,0.08294,-2.8464e-07
1732,5772,0,0.76592,0.089103,1.526e-07
1733,5774,0,0.76382,0.090281,2.1912e-07
1078,5761,0,0.67594,0.11917,1.9726e-07
1865,5770,0,0.79191,0.076487,-6.507e-07
2004,5782,0,0.8151,0.070891,-3.6659e-08
1834,5777,0,0.78425,0.082764,-3.159e-08
1524,5780,0,0.73088,0.096291,4.956e-07
1385,5776,0,0.71468,0.10143,-1.5447e-07
1691,5783,0,0.75887,0.084374,1.7308e-08
1691,5785,0,0.75985,0.084337,-2.7407e-07
1556,5787,0,0.73715,0.092218,-3.0555e-08
1518,5781,0,0.73049,0.092256,-1.0837e-07
1278,5790,0,0.7023,0.10303,-4.4075e-08
1345,5789,0,0.70957,0.099615,5.7004e-07
1099,5794,0,0.68059,0.10514,3.5538e-07
1072,5793,0,0.67673,0.11319,2.1483e-09
1071,5791,0,0.67945,0.11127,-1.3937e-07
587,5788,0,0.62099,0.13404,-6.9568e-07
966,5795,0,0.6653,0.11574,1.6489e-07
759,5784,0,0.63949,0.12456,-6.2561e-08
587,5755,0,0.62068,0.13396,2.2461e-07
921,5798,0,0.66175,0.10682,-2.935e-07
378,5779,0,0.59389,0.14227,9.737e-08
790,5796,0,0.64576,0.11867,-1.3221e-07
585,5799,0,0.61882,0.13114,1.4031e-06
1014,5792,0,0.67448,0.092995,1.2498e-07
814,5800,0,0.65088,0.10543,9.1599e-08
907,5797,0,0.65926,0.093392,-2.7106e-07
169,5742,0,0.57212,0.14899,-2.1273e-08
946,5803,0,0.66568,0.096224,-1.4092e-07
410,5805,0,0.59907,0.13728,4.5045e-07
375,5801,0,0.59518,0.13783,3.283e-07
546,5814,0,0.61617,0.12691,4.2141e-07
739,5804,0,0.64055,0.099426,-3.3185e-07
443,5811,0,0.60541,0.13156,2.189e-07
707,5808,0,0.63619,0.10354,1.11e-07
540,5815,0,0.61474,0.11803,2.5988e-07
371,5807,0,0.59606,0.13148,-5.8099e-07
502,5809,0,0.61058,0.11427,-6.1763e-08
337,5820,0,0.59004,0.13366,2.4154e-08
131,5778,0,0.56433,0.14559,-4.6253e-07
562,5813,0,0.62035,0.098783,6.9324e-07
132,5786,0,0.56533,0.14674,-4.6157e-07
457,5806,0,0.60947,0.099591,-4.0048e-08
392,5817,0,0.60111,0.10869,1.0181e-06
73,5812,0,0.55767,0.15314,1.3183e-07
298,5821,0,0.58587,0.12833,-4.5961e-07
389,5816,0,0.60049,0.10344,3.2275e-08
390,5819,0,0.59884,0.10437,2.4895e-08
161,5825,0,0.56897,0.13633,5.9972e-07
292,5822,0,0.58777,0.11799,-2.7536e-07
194,5826,0,0.57561,0.13138,9.6716e-08
192,5831,0,0.57433,0.12776,1.1653e-07
282,5823,0,0.58851,0.10067,2.1315e-07
157,5830,0,0.56926,0.12848,-5.6147e-09
151,5832,0,0.56942,0.11848,-2.2278e-08
213,5827,0,0.57832,0.10297,-3.3048e-07
58,5835,0,0.55774,0.12525,3.1106e-08
175,5824,0,0.57395,0.098277,2.1945e-09
7,5810,0,0.54632,0.14803,1.0433e-07
112,5839,0,0.56619,0.11124,1.0484e-06
4,5829,0,0.54527,0.14377,8.3193e-08
5,5828,0,0.54503,0.14538,1.6528e-07
2,5818,0,0.54446,0.13952,-2.788e-07
2695,5746,0,1.0185,0.0423,2.0964e-07
2626,5802,0,0.53305,0.092042,3.468e-07
1855,5833,0,0.43029,0.089336,3.2144e-07
2759,5834,0,0.55643,0.10558,-2.3477e-07
2724,5836,0,0.55072,0.098522,3.6936e-07
2640,5837,0,0.53658,0.11897,-3.4749e-07
2580,5838,0,0.52574,0.14074,-2.4007e-07
2749,5840,0,0.55425,0.11216,6.849e-07
2727,5841,0,0.54915,0.10551,-2.4652e-08
2677,5842,0,0.54165,0.12233,3.5949e-08
2705,5843,0,0.54547,0.10853,-1.9084e-07
2678,5844,0,0.53895,0.12531,1.4853e-06
2669,5845,0,0.53884,0.10693,5.7124e-08
2568,5846,0,0.52711,0.11534,-9.9227e-07
1960,5847,0,0.4455,0.09019,-8.4723e-08
2509,5848,0,0.51711,0.13948,1.7553e-08
1610,5849,0,0.39694,0.089422,1.5004e-07
2541,5850,0,0.52222,0.13208,2.1999e-07
2526,5851,0,0.52274,0.10257,-1.0254e-09
2534,5852,0,0.52123,0.11884,-3.8352e-08
2429,5853,0,0.50863,0.11853,4.1801e-07
2437,5854,0,0.50855,0.13574,3.727e-08
2608,5855,0,0.52792,0.12537,-5.206e-07
2464,5856,0,0.51203,0.11918,6.16e-10
2402,5857,0,0.50152,0.13703,3.0423e-08
2208,5858,0,0.47758,0.09566,8.4307e-07
2313,5859,0,0.49117,0.096025,-3.4388e-07
2397,5860,0,0.50046,0.12506,-2.412e-08
1646,5861,0,0.40121,0.091125,3.724e-07
2325,5862,0,0.49314,0.12129,-5.7433e-08
2357,5863,0,0.49735,0.11443,-1.4762e-07
2330,5864,0,0.49086,0.13364,5.1322e-07
2160,5865,0,0.46673,0.14346,7.7135e-07
2294,5866,0,0.48537,0.13092,5.983e-07
2260,5867,0,0.48401,0.13232,2.7262e-07
2193,5868,0,0.47237,0.13905,-3.1583e-07
2245,5869,0,0.48124,0.099779,-4.8568e-07
1915,5870,0,0.43636,0.13892,3.0757e-07
2184,5871,0,0.47299,0.11999,-6.2612e-07
2190,5872,0,0.47197,0.13391,6.9378e-08
2215,5873,0,0.47945,0.11209,1.7548e-07
2150,5874,0,0.47019,0.12261,-3.1463e-08
2112,5875,0,0.46577,0.11479,5.7237e-09
2111,5876,0,0.46242,0.11278,-5.3452e-07
2084,5877,0,0.45694,0.13051,2.1824e-07
2018,5878,0,0.45135,0.13747,-5.6887e-08
2044,5879,0,0.45504,0.11912,-2.0455e-07
2013,5880,0,0.44818,0.12716,-1.0788e-07
1981,5881,0,0.44596,0.13234,-4.356e-08
1973,5882,0,0.44634,0.11559,9.1053e-09
1972,5883,0,0.44331,0.114,1.3489e-08
1938,5884,0,0.44055,0.11584,-1.3793e-08
1906,5885,0,0.43661,0.12128,-4.1474e-08
1879,5886,0,0.43233,0.13661,2.1359e-07
1880,5887,0,0.42947,0.13736,1.85e-07
1872,5888,0,0.42945,0.12184,-1.0482e-06
1717,5889,0,0.41075,0.093426,-7.7982e-07
1807,5890,0,0.42329,0.12931,-4.9891e-07
1801,5891,0,0.42055,0.11912,2.9439e-08
1762,5892,0,0.41763,0.11078,1.2411e-08
1719,5893,0,0.41349,0.096667,-1.8396e-07
1726,5894,0,0.41178,0.10771,4.4692e-07
1700,5895,0,0.40905,0.12249,-2.3691e-07
1700,5896,0,0.40623,0.12295,1.5872e-07
1664,5897,0,0.4023,0.11953,3.4957e-07
1625,5898,0,0.39994,0.11377,-2.0099e-07
1589,5899,0,0.39604,0.11164,4.1327e-07
1591,5900,0,0.39305,0.11352,1.963e-07
1555,5901,0,0.38958,0.11173,1.0653e-07
1519,5902,0,0.38692,0.1103,9.9701e-08
1520,5903,0,0.38365,0.11177,6.2412e-11
1497,5904,0,0.38039,0.12757,2.0408e-07
1462,5905,0,0.37767,0.12722,-4.6147e-07
1459,5906,0,0.37586,0.12354,2.6866e-07
1454,5907,0,0.37346,0.11604,2.1373e-10
1392,5908,0,0.3684,0.12556,2.484e-07
1375,5909,0,0.36572,0.10206,1.1594e-08
1344,5910,0,0.36205,0.10783,2.7053e-10
1304,5911,0,0.35846,0.10055,9.3476e-11
1324,5912,0,0.35601,0.12689,-3.3163e-07
1272,5913,0,0.35133,0.10467,1.3576e-10
1191,5914,0,0.34184,0.090716,1.6751e-07
1201,5915,0,0.34334,0.10245,6.5584e-11
1161,5916,0,0.33964,0.096019,-7.3461e-08
1181,5917,0,0.33616,0.12075,-1.0344e-10
1142,5918,0,0.33294,0.11618,-9.7849e-11
875,5919,0,0.29823,0.089245,1.1305e-07
1079,5920,0,0.3246,0.12396,3.0543e-07
1024,5921,0,0.3203,0.099373,-1.1057e-09
1033,5922,0,0.31688,0.11046,-1.549e-10
996,5923,0,0.31285,0.10755,1.8973e-10
947,5924,0,0.30685,0.091343,-5.8895e-08
936,5925,0,0.30549,0.1192,-2.954e-10
896,5926,0,0.30146,0.11284,-6.9647e-10
937,5927,0,0.30351,0.11994,8.9893e-07
864,5928,0,0.297,0.11665,2.2847e-10
848,5929,0,0.29386,0.097896,-8.5292e-10
820,5930,0,0.28998,0.10647,5.7598e-20
777,5931,0,0.28586,0.096733,2.7105e-20
766,5932,0,0.281,0.12446,-1.7158e-07
727,5933,0,0.27757,0.12008,-1.1872e-10
696,5934,0,0.27327,0.12488,1.4257e-07
682,5935,0,0.26972,0.10835,4.7205e-10
655,5936,0,0.26486,0.11837,1.4562e-10
597,5937,0,0.26085,0.091417,-2.4629e-07
590,5938,0,0.25678,0.12405,4.7802e-08
541,5939,0,0.2527,0.10778,2.768e-10
497,5940,0,0.24872,0.097532,-5.5001e-10
470,5941,0,0.24347,0.10642,-3.0595e-11
448,5942,0,0.23869,0.12147,-4.5984e-07
389,5943,0,0.23402,0.093672,-5.6634e-07
367,5944,0,0.22926,0.10867,5.6685e-10
337,5945,0,0.22362,0.11492,4.0195e-10
332,5946,0,0.22404,0.10912,2.7105e-20
304,5947,0,0.21778,0.11635,0
277,5948,0,0.2116,0.12567,-4.6801e-08
207,5949,0,0.20511,0.12654,-1.0188e-07
144,5950,0,0.19685,0.09413,-3.6314e-09
74,5951,0,0.1878,0.093901,-1.3569e-10
2728,5335,1,4.8013,0.10077,-1.7999e-08
1946,5303,1,4.5406,0.062441,9.7305e-07
2564,5374,1,4.6428,0.0919,4.1585e-06
2046,5363,1,4.5491,0.067148,-8.2705e-09
435,5393,0,4.2841,0.12286,2.018e-06
1895,5333,1,4.5095,0.059536,-2.9223e-06
2675,5392,1,4.6328,0.096965,9.9997e-08
2200,5408,1,4.2577,0.074041,-2.0361e-06
1946,5403,1,4.5027,0.062272,2.568e-06
1895,5405,0,4.5094,0.058858,2.2892e-06
1008,5409,1,4.3541,0.0079737,1.3018e-06
2046,5412,1,4.4994,0.067221,-2.2742e-09
2248,5407,1,4.5576,0.078387,4.2968e-06
1085,5384,0,4.4527,0.012613,-3.2552e-07
1697,5391,1,4.2315,0.050393,9.5867e-08
