origId,d,T,d_nm,Points:0,Points:1,Points:2,iceLabel,cluster
1305,2.903e-08,500.0,29.03,4.4438,0.82934,-3.2063000000000004e-09,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.8167404624399127,0.14401337650870288,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.7793246792192045,0.2836509826527736,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.7182295099777363,0.4146699972232627,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.6353113005172631,0.5330894737612661,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.5330894786736028,0.6353112963953232,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.4146700027767373,0.7182295067714364,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.28365098867864663,0.7793246770259659,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.14401338282388118,0.8167404613263763,1,0
1305,2.903e-08,500.0,29.03,4.4438,3.206300050782429e-09,0.82934,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.14401337650870286,0.8167404624399127,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.2836509826527736,0.7793246792192045,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.4146699972232626,0.7182295099777363,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.5330894737612663,0.6353113005172631,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.6353112963953231,0.5330894786736029,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.7182295067714364,0.4146700027767372,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.7793246770259659,0.2836509886786467,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.8167404613263763,0.14401338282388104,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.82934,3.2063001015648586e-09,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.8167404624399127,-0.144013376508703,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.7793246792192045,-0.28365098265277355,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.7182295099777363,-0.4146699972232629,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.6353113005172631,-0.5330894737612661,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.5330894786736029,-0.6353112963953231,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.4146700027767376,-0.7182295067714363,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.2836509886786464,-0.7793246770259659,1,0
1305,2.903e-08,500.0,29.03,4.4438,-0.1440133828238811,-0.8167404613263763,1,0
1305,2.903e-08,500.0,29.03,4.4438,-3.206300152347287e-09,-0.82934,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.14401337650870258,-0.8167404624399128,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.28365098265277383,-0.7793246792192045,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.4146699972232629,-0.7182295099777363,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.5330894737612661,-0.6353113005172633,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.635311296395323,-0.5330894786736029,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.7182295067714362,-0.4146700027767376,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.7793246770259659,-0.2836509886786465,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.8167404613263763,-0.14401338282388115,1,0
1305,2.903e-08,500.0,29.03,4.4438,0.82934,-3.2063002031297156e-09,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.99416,4.5618000000000005e-09,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.9790564749424684,0.17263407680185147,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.9342048143202912,0.3400227499753366,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.8609678131454376,0.4970800039506347,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.7615707406388946,0.6390337335405114,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.6390337265514284,0.7615707465034317,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.4970799960493654,0.8609678177072375,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.34002274140195715,0.934204817440746,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.17263406781685953,0.9790564765267651,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-4.561799939125257e-09,0.99416,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.17263407680185144,0.9790564749424684,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.3400227499753366,0.9342048143202912,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.4970800039506345,0.8609678131454376,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.6390337335405115,0.7615707406388946,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.7615707465034316,0.6390337265514285,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.8609678177072376,0.4970799960493653,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.934204817440746,0.3400227414019572,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.9790564765267651,0.1726340678168594,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.99416,-4.561799878250515e-09,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.9790564749424684,-0.1726340768018516,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.9342048143202912,-0.3400227499753365,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.8609678131454375,-0.4970800039506349,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.7615707406388946,-0.6390337335405114,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.6390337265514285,-0.7615707465034316,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.4970799960493658,-0.8609678177072374,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.3400227414019569,-0.9342048174407462,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,-0.17263406781685944,-0.9790564765267651,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,4.561799817375771e-09,-0.99416,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.1726340768018511,-0.9790564749424686,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.3400227499753369,-0.9342048143202912,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.4970800039506349,-0.8609678131454375,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.6390337335405114,-0.7615707406388947,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.7615707465034315,-0.6390337265514286,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.8609678177072373,-0.4970799960493658,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.9342048174407462,-0.3400227414019569,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.9790564765267651,-0.1726340678168595,1,0
3309,1.1517999999999999e-07,500.0,115.18,5.8176,0.99416,4.561799756501028e-09,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.9554,-2.9169e-09,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.940885327734378,0.16590346607039952,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.8977823308964955,0.3267660421923545,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.8274006722341027,0.4776999974738905,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.7318788628308188,0.6141192800600446,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.6141192845289948,0.7318788590809244,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.4777000025261096,0.8274006693172027,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.32676604767433337,0.8977823289012183,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.16590347181557105,0.9408853267213492,1,0
3197,9.5709e-08,500.0,95.709,5.7401,2.9169000585013783e-09,0.9554,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.1659034660703995,0.940885327734378,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.3267660421923545,0.8977823308964955,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.4776999974738903,0.8274006722341027,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.6141192800600447,0.7318788628308188,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.7318788590809243,0.6141192845289949,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.8274006693172027,0.4777000025261095,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.8977823289012183,0.3267660476743334,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.9408853267213492,0.1659034718155709,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.9554,2.916900117002755e-09,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.940885327734378,-0.16590346607039966,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.8977823308964955,-0.32676604219235444,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.8274006722341027,-0.4776999974738906,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.7318788628308188,-0.6141192800600446,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.6141192845289949,-0.7318788590809243,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.47770000252611,-0.8274006693172026,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.3267660476743331,-0.8977823289012185,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-0.16590347181557094,-0.9408853267213492,1,0
3197,9.5709e-08,500.0,95.709,5.7401,-2.9169001755041333e-09,-0.9554,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.1659034660703992,-0.9408853277343779,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.3267660421923548,-0.8977823308964954,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.4776999974738906,-0.8274006722341027,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.6141192800600446,-0.7318788628308189,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.7318788590809242,-0.614119284528995,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.8274006693172025,-0.47770000252611,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.8977823289012185,-0.32676604767433315,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.9408853267213492,-0.16590347181557102,1,0
3197,9.5709e-08,500.0,95.709,5.7401,0.9554,-2.9169002340055106e-09,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.80562,3.8064000000000004e-09,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.7933808213207206,0.13989444864060466,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.757035167855678,0.27553827144287124,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.6976873838936195,0.4028100032964391,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.6171407218188043,0.5178425570315413,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.5178425511997983,0.6171407267122178,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.40280999670356105,0.6976873877000195,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.2755382642891793,0.7570351704594089,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.13989444114346025,0.7933808226426694,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-3.806399950670002e-09,0.80562,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.13989444864060466,0.7933808213207206,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.27553827144287124,0.757035167855678,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.40281000329643896,0.6976873838936195,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.5178425570315414,0.6171407218188043,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.6171407267122178,0.5178425511997984,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.6976873877000196,0.4028099967035608,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.7570351704594089,0.2755382642891794,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.7933808226426694,0.13989444114346014,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.80562,-3.806399901340004e-09,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.7933808213207206,-0.13989444864060474,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.757035167855678,-0.2755382714428712,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.6976873838936194,-0.4028100032964392,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.6171407218188043,-0.5178425570315413,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.5178425511997984,-0.6171407267122178,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.4028099967035612,-0.6976873877000194,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.2755382642891791,-0.757035170459409,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,-0.1398944411434602,-0.7933808226426694,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,3.8063998520100054e-09,-0.80562,1,0
3327,2.6046999999999998e-08,500.0,26.046999999999997,5.2408,0.13989444864060435,-0.7933808213207207,1,0
