cluster,temperature,ice_particles,ice_mass,ice_length
1,219.102,357,0.0001791539433386677,6.01
2,235.546,54363,0.031480634492659164,13.101
3,339.9,38,1.8426548361932305e-05,0.136
all,235.511,54758,0.031678214984359715,13.473
