cluster,temperature,ice_particles,ice_mass,ice_length
1,219.81,2390,0.0012984301110525289,13.374
2,235.429,48948,0.028640952967852455,11.521
3,299.843,532,0.0003008006203092409,0.361
4,300.825,494,0.000268991800949951,0.403
5,298.173,152,7.603695791221238e-05,0.238
6,331.14,76,3.811137101658222e-05,0.143
all,236.305,52592,0.030623323829092986,13.631
