cluster,temperature,ice_particles,ice_mass,ice_length
1,219.081,1498,0.0007787945270364776,7.299
2,234.086,53640,0.031262942825578434,12.078
3,321.928,418,0.0002139964372227054,0.544
4,316.39,114,5.807046929109164e-05,0.161
all,234.51,55670,0.03231380425912902,13.179
