,origId,iceLabel,d,T,Points:0,Points:1,Points:2
0,509,0,1e-05,558.98,1.0606,0.051410000000000004,-1.0607999999999998e-07
1,509,0,1e-05,558.98,1.0606,0.0506289850029563,0.008927148345450449
2,509,0,1e-05,558.98,1.0606,0.04830963391610036,0.017583155885779415
3,509,0,1e-05,558.98,1.0606,0.044522419048558,0.025704908132025164
4,509,0,1e-05,558.98,1.0606,0.0393824130076563,0.033045629751990456
5,509,0,1e-05,558.98,1.0606,0.03304579227597952,0.03938227663383703
6,509,0,1e-05,558.98,1.0606,0.025705091867974844,0.04452231296855799
7,509,0,1e-05,558.98,1.0606,0.01758335525096585,0.048309561353106746
8,509,0,1e-05,558.98,1.0606,0.008927357282263333,0.05062894816175893
9,509,0,1e-05,558.98,1.0606,1.0608000000314794e-07,0.051410000000000004
10,509,0,1e-05,558.98,1.0606,-0.008927148345450449,0.0506289850029563
11,509,0,1e-05,558.98,1.0606,-0.017583155885779415,0.04830963391610036
12,509,0,1e-05,558.98,1.0606,-0.025704908132025157,0.044522419048558
13,509,0,1e-05,558.98,1.0606,-0.03304562975199046,0.0393824130076563
14,509,0,1e-05,558.98,1.0606,-0.039382276633837025,0.03304579227597953
15,509,0,1e-05,558.98,1.0606,-0.04452231296855799,0.025705091867974834
16,509,0,1e-05,558.98,1.0606,-0.048309561353106746,0.017583355250965854
17,509,0,1e-05,558.98,1.0606,-0.05062894816175893,0.008927357282263326
18,509,0,1e-05,558.98,1.0606,-0.051410000000000004,1.0608000000629588e-07
19,509,0,1e-05,558.98,1.0606,-0.0506289850029563,-0.008927148345450458
20,509,0,1e-05,558.98,1.0606,-0.04830963391610036,-0.01758315588577941
21,509,0,1e-05,558.98,1.0606,-0.044522419048558,-0.025704908132025174
22,509,0,1e-05,558.98,1.0606,-0.0393824130076563,-0.033045629751990456
23,509,0,1e-05,558.98,1.0606,-0.03304579227597953,-0.039382276633837025
24,509,0,1e-05,558.98,1.0606,-0.02570509186797486,-0.044522312968557985
25,509,0,1e-05,558.98,1.0606,-0.017583355250965837,-0.048309561353106746
26,509,0,1e-05,558.98,1.0606,-0.008927357282263328,-0.05062894816175893
27,509,0,1e-05,558.98,1.0606,-1.0608000000944384e-07,-0.051410000000000004
28,509,0,1e-05,558.98,1.0606,0.008927148345450431,-0.05062898500295631
29,509,0,1e-05,558.98,1.0606,0.01758315588577943,-0.04830963391610036
30,509,0,1e-05,558.98,1.0606,0.025704908132025174,-0.044522419048558
31,509,0,1e-05,558.98,1.0606,0.033045629751990456,-0.039382413007656304
32,509,0,1e-05,558.98,1.0606,0.03938227663383702,-0.033045792275979535
33,509,0,1e-05,558.98,1.0606,0.04452231296855798,-0.02570509186797486
34,509,0,1e-05,558.98,1.0606,0.048309561353106746,-0.01758335525096584
35,509,0,1e-05,558.98,1.0606,0.05062894816175893,-0.008927357282263331
36,509,0,1e-05,558.98,1.0606,0.051410000000000004,-1.060800000125918e-07
37,507,0,1e-05,563.06,1.0541,0.050698,1.7145e-07
38,507,0,1e-05,563.06,1.0541,0.04992775369023286,0.008803784156647287
39,507,0,1e-05,563.06,1.0541,0.047640477849250414,0.017339898336624585
40,507,0,1e-05,563.06,1.0541,0.04390567019606347,0.025349148480055476
41,507,0,1e-05,563.06,1.0541,0.03883681097131027,0.03258817757420794
42,507,0,1e-05,563.06,1.0541,0.0325879148975684,0.03883703138318163
43,507,0,1e-05,563.06,1.0541,0.025348851519944527,0.04390584164606347
44,507,0,1e-05,563.06,1.0541,0.017339576116024925,0.047640595127957555
45,507,0,1e-05,563.06,1.0541,0.008803446466068784,0.049927813234192986
46,507,0,1e-05,563.06,1.0541,-1.7144999999689564e-07,0.050698
47,507,0,1e-05,563.06,1.0541,-0.008803784156647286,0.04992775369023286
