"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
3932,0,2e-08,592.84,-0.94738,0.34813,-8.6444e-10
3933,0,2e-08,593.86,-0.96398,0.40509,2.0694e-07
3934,0,2e-08,592.19,-0.97544,0.29071,-1.7623e-09
3935,0,2e-08,591.53,-0.99286,0.060766,-2.7305e-10
3936,0,2e-08,591.84,-1.0018,0.28731,2.2776e-09
3937,0,2e-08,592.48,-1.0106,0.37903,-1.9023e-09
3938,0,2e-08,591.4,-1.0308,0.26382,2.2717e-09
3939,0,2e-08,591.22,-1.0439,0.26427,-5.3374e-10
3940,0,2e-08,591.44,-1.05,0.37291,2.225e-09
3941,0,2e-08,590.81,-1.0746,0.17279,5.3579e-10
3942,0,2e-08,590.61,-1.0812,0.30884,5.3167e-10
3943,0,2e-08,590.38,-1.1067,0.13917,4.2568e-10
3944,0,2e-08,590.26,-1.1208,0.1192,-2.6144e-10
3945,0,2e-08,589.59,-1.1248,0.31194,-5.2062e-11
3946,0,2e-08,589.82,-1.1485,0.20885,-1.3373e-10
3947,0,2e-08,588.78,-1.1538,0.35873,-4.9971e-10
3948,0,2e-08,588.91,-1.1714,0.31101,-1.2848e-09
3949,0,2e-08,588.3,-1.1841,0.35059,-2.4366e-09
3950,0,2e-08,588.04,-1.1986,0.36693,-8.9822e-10
3951,0,2e-08,589.21,-1.2262,0.16901,-1.5083e-10
3952,0,2e-08,587.73,-1.2342,0.36137,1.9424e-10
3953,0,2e-08,588.1,-1.2529,0.32046,-5.5153e-10
3954,0,2e-08,587.73,-1.2656,0.3563,-2.0191e-09
3955,0,2e-08,588.87,-1.2891,0.18066,7.4601e-10
3956,0,2e-08,590.01,-1.3912,0.38721,8.82e-07
3957,0,2e-08,588.08,-1.3172,0.3347,-1.64e-09
3958,0,2e-08,588.32,-1.3343,0.28799,-1.1877e-09
3959,0,2e-08,588.11,-1.3477,0.3567,-4.4726e-10
3960,0,2e-08,588.26,-1.3672,0.30812,9.7578e-19
3961,0,2e-08,588.7,-1.3852,0.10147,8.9453e-10
3962,0,2e-08,588.29,-1.3971,0.3118,-2.7333e-10
3963,0,2e-08,588.38,-1.4154,0.2748,-7.1562e-10
3964,0,2e-08,588.43,-1.433,0.25003,-1.0842e-19
