"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
3946,0,2e-08,591.63,-1.1366,0.39764,-2.0566e-09
3947,0,2e-08,590.7,-1.0778,0.14394,2.6789e-11
3948,0,2e-08,590.46,-1.0857,0.25949,9.5701e-10
3949,0,2e-08,590.48,-1.0927,0.37488,-1.6159e-09
3950,0,2e-08,589.76,-1.1085,0.36929,-7.278e-10
3951,0,2e-08,590.07,-1.1345,0.1852,4.8351e-10
3952,0,2e-08,589.51,-1.1439,0.38492,1.1635e-09
3953,0,2e-08,589.55,-1.2307,0.38711,-8.9712e-10
3954,0,2e-08,589.58,-1.1812,0.16555,-4.0721e-10
3955,0,2e-08,589.45,-1.1971,0.17365,1.6659e-10
3956,0,2e-08,588.12,-1.2029,0.35621,-2.2203e-09
3957,0,2e-08,588.09,-1.2201,0.33418,-3.0402e-09
3958,0,2e-08,589.02,-1.2416,0.21178,7.5618e-10
3959,0,2e-08,588.98,-1.2586,0.19463,-2.02e-10
3960,0,2e-08,590,-1.4193,0.38306,-1.7891e-09
3961,0,2e-08,588.4,-1.286,0.28665,-2.3872e-10
3962,0,2e-08,589.03,-1.305,0.086767,4.5727e-10
3963,0,2e-08,588.97,-1.3209,0.095806,2.9818e-10
3964,0,2e-08,588.74,-1.3351,0.16519,-8.6471e-10
3965,0,2e-08,588.71,-1.3558,0.37926,1.7394e-09
3966,0,2e-08,588.23,-1.3676,0.33227,-1.1529e-09
3967,0,2e-08,588.24,-1.3838,0.35619,-1.0933e-10
3968,0,2e-08,588.53,-1.4012,0.22757,1.9878e-10
3969,0,2e-08,588.37,-1.4167,0.36761,1.2424e-10
3970,0,2e-08,588.5,-1.4315,0.37188,-6.1623e-10
3971,0,2e-08,588.54,-1.4499,0.20167,4.9696e-11
3972,0,2e-08,588.58,-1.465,0.15778,2.1369e-10
3973,0,2e-08,588.53,-1.465,0.20741,-1.1927e-10
3974,0,2e-08,589.46,-1.5309,0.38569,-1.6897e-09
3975,0,2e-08,588.47,-1.4952,0.25928,4.9696e-10
