,origId,iceLabel,d,T,Points:0,Points:1,Points:2
0,214,0,1e-05,599.84,1.109,0.023684999999999998,-7.4446e-07
1,214,0,1e-05,599.84,1.109,0.02332530090421649,0.004112123938061437
2,214,0,1e-05,599.84,1.109,0.02225687434363014,0.008100047531099993
3,214,0,1e-05,599.84,1.109,0.02051218391863443,0.011841855278727895
4,214,0,1e-05,599.84,1.109,0.0181442411649369,0.015223854245979556
5,214,0,1e-05,599.84,1.109,0.015224994824871808,0.018143284105609083
6,214,0,1e-05,599.84,1.109,0.011843144721272104,0.020511439458634425
7,214,0,1e-05,599.84,1.109,0.008101446658236935,0.022256365102998336
8,214,0,1e-05,599.84,1.109,0.004113590238021054,0.0233250423559718
9,214,0,1e-05,599.84,1.109,7.444600000014503e-07,0.023684999999999998
10,214,0,1e-05,599.84,1.109,-0.004112123938061436,0.02332530090421649
11,214,0,1e-05,599.84,1.109,-0.008100047531099993,0.02225687434363014
12,214,0,1e-05,599.84,1.109,-0.011841855278727892,0.02051218391863443
13,214,0,1e-05,599.84,1.109,-0.015223854245979558,0.0181442411649369
14,214,0,1e-05,599.84,1.109,-0.018143284105609083,0.015224994824871812
15,214,0,1e-05,599.84,1.109,-0.02051143945863443,0.0118431447212721
16,214,0,1e-05,599.84,1.109,-0.022256365102998336,0.008101446658236935
17,214,0,1e-05,599.84,1.109,-0.0233250423559718,0.00411359023802105
18,214,0,1e-05,599.84,1.109,-0.023684999999999998,7.444600000029005e-07
19,214,0,1e-05,599.84,1.109,-0.02332530090421649,-0.004112123938061441
20,214,0,1e-05,599.84,1.109,-0.02225687434363014,-0.008100047531099991
21,214,0,1e-05,599.84,1.109,-0.020512183918634425,-0.0118418552787279
22,214,0,1e-05,599.84,1.109,-0.0181442411649369,-0.015223854245979556
23,214,0,1e-05,599.84,1.109,-0.015224994824871812,-0.018143284105609083
24,214,0,1e-05,599.84,1.109,-0.011843144721272111,-0.020511439458634425
25,214,0,1e-05,599.84,1.109,-0.008101446658236928,-0.02225636510299834
26,214,0,1e-05,599.84,1.109,-0.004113590238021052,-0.0233250423559718
27,214,0,1e-05,599.84,1.109,-7.444600000043509e-07,-0.023684999999999998
28,214,0,1e-05,599.84,1.109,0.0041121239380614285,-0.02332530090421649
29,214,0,1e-05,599.84,1.109,0.0081000475311,-0.022256874343630138
30,214,0,1e-05,599.84,1.109,0.0118418552787279,-0.020512183918634425
31,214,0,1e-05,599.84,1.109,0.015223854245979556,-0.018144241164936903
32,214,0,1e-05,599.84,1.109,0.01814328410560908,-0.015224994824871814
33,214,0,1e-05,599.84,1.109,0.02051143945863442,-0.011843144721272111
34,214,0,1e-05,599.84,1.109,0.02225636510299834,-0.00810144665823693
35,214,0,1e-05,599.84,1.109,0.0233250423559718,-0.004113590238021053
36,214,0,1e-05,599.84,1.109,0.023684999999999998,-7.444600000058011e-07
37,219,0,1e-05,610.0,1.0818,0.018478,-2.7811e-07
38,219,0,1e-05,610.0,1.0818,0.01819732595345427,0.003208397142045349
39,219,0,1e-05,610.0,1.0818,0.01736373536610408,0.00631958687045694
40,219,0,1e-05,610.0,1.0818,0.01600255646612886,0.009238759149674952
41,219,0,1e-05,610.0,1.0818,0.014155147985614605,0.011877216407167797
42,219,0,1e-05,610.0,1.0818,0.01187764249640795,0.014154790454290347
43,219,0,1e-05,610.0,1.0818,0.00923924085032505,0.016002278356128857
44,219,0,1e-05,610.0,1.0818,0.006320109546286476,0.017363545127659953
45,219,0,1e-05,610.0,1.0818,0.0032089449118137305,0.01819722936686489
46,219,0,1e-05,610.0,1.0818,2.7811000000113147e-07,0.018478
47,219,0,1e-05,610.0,1.0818,-0.003208397142045348,0.01819732595345427
48,219,0,1e-05,610.0,1.0818,-0.00631958687045694,0.01736373536610408
49,219,0,1e-05,610.0,1.0818,-0.00923875914967495,0.01600255646612886
50,219,0,1e-05,610.0,1.0818,-0.011877216407167799,0.014155147985614605
51,219,0,1e-05,610.0,1.0818,-0.014154790454290345,0.011877642496407954
52,219,0,1e-05,610.0,1.0818,-0.016002278356128857,0.009239240850325046
53,219,0,1e-05,610.0,1.0818,-0.017363545127659953,0.006320109546286477
54,219,0,1e-05,610.0,1.0818,-0.01819722936686489,0.003208944911813728
55,219,0,1e-05,610.0,1.0818,-0.018478,2.781100000022629e-07
56,219,0,1e-05,610.0,1.0818,-0.01819732595345427,-0.0032083971420453516
57,219,0,1e-05,610.0,1.0818,-0.01736373536610408,-0.006319586870456939
58,219,0,1e-05,610.0,1.0818,-0.01600255646612886,-0.009238759149674956
59,219,0,1e-05,610.0,1.0818,-0.014155147985614605,-0.011877216407167797
60,219,0,1e-05,610.0,1.0818,-0.011877642496407954,-0.014154790454290345
61,219,0,1e-05,610.0,1.0818,-0.009239240850325056,-0.016002278356128854
62,219,0,1e-05,610.0,1.0818,-0.006320109546286471,-0.017363545127659957
