Area,Length,Points_0,Points_1,Points_2,Points_Magnitude,VertexCount,Volume,Block Number,vtkOriginalCellIds,Point ID,vtkOriginalPointIds
0,0,0.810933,0.0706268,0.0292546,0.814528,0,1.11818e-07,1,168502,187,229664
0,0,0.831277,0.0745235,0.0242142,0.834962,0,1.12726e-07,1,159272,188,202029
0,0,0.810933,0.0735632,0.0239021,0.814614,0,1.12726e-07,1,159272,189,202028
0,0,0.831277,0.072394,0.0299866,0.834962,0,1.12726e-07,1,173353,190,229853
0,0,0.810933,0.071461,0.0296001,0.814614,0,1.12726e-07,1,173353,191,229852
0,0,0.831277,0.0753902,0.0244957,0.835048,0,1.13816e-07,1,159461,192,202217
0,0,0.810933,0.0744202,0.0241806,0.8147,0,1.13816e-07,1,159461,193,202216
0,0,0.831277,0.0732358,0.0303353,0.835048,0,1.13816e-07,1,173542,194,230041
0,0,0.810933,0.0722936,0.029945,0.8147,0,1.12931e-07,1,176376,195,230040
0,0,0.831277,0.0762551,0.0247768,0.835135,0,1.14907e-07,1,159650,196,202405
0,0,0.810933,0.0752757,0.0244585,0.814786,0,1.13419e-07,1,159681,197,202404
0,0,0.831277,0.0740761,0.0306833,0.835135,0,1.14907e-07,1,173731,198,230229
0,0,0.810933,0.0731246,0.0302892,0.814786,0,1.12844e-07,1,175755,199,230228
0,0,0.810933,0.0761295,0.024736,0.814874,0,1.12463e-07,1,159807,200,202592
0,0,0.791001,0.0751606,0.0244212,0.794939,0,1.10968e-07,1,159838,201,202591
0,0,0.791001,0.074316,0.0241467,0.794852,0,1.10443e-07,1,159744,202,202403
0,0,0.810933,0.0739541,0.0306328,0.814874,0,1.12463e-07,1,173887,203,230416
0,0,0.791001,0.0730129,0.0302429,0.794939,0,1.10968e-07,1,173919,204,230415
0,0,0.791001,0.0721924,0.0299031,0.794852,0,1.10094e-07,1,178455,205,230227
0,0,0.831277,0.0771185,0.0250573,0.835223,0,1.15452e-07,1,159745,206,202593
0,0,0.831277,0.0749148,0.0310307,0.835223,0,1.15452e-07,1,173825,207,230417
0,0,0.810933,0.0769819,0.0250129,0.814963,0,1.12019e-07,1,160027,208,202780
0,0,0.791001,0.0760037,0.0246951,0.795028,0,1.12019e-07,1,160027,209,202779
0,0,0.810933,0.0747821,0.0309758,0.814963,0,1.12019e-07,1,174108,210,230604
0,0,0.791001,0.0738319,0.0305822,0.795028,0,1.12019e-07,1,174108,211,230603
0,0,0.810933,0.0778328,0.0252894,0.815052,0,1.13071e-07,1,160216,212,202968
0,0,0.791001,0.0768454,0.0249686,0.795117,0,1.13071e-07,1,160216,213,202967
0,0,0.810933,0.0756087,0.0313182,0.815052,0,1.13071e-07,1,174297,214,230792
0,0,0.791001,0.0746495,0.0309208,0.795117,0,1.13071e-07,1,174297,215,230791
0,0,0.810933,0.0786823,0.0255654,0.815142,0,1.14125e-07,1,160405,216,203156
0,0,0.791001,0.0776858,0.0252416,0.795208,0,1.14125e-07,1,160405,217,203155
0,0,0.810933,0.076434,0.03166,0.815142,0,1.14125e-07,1,174486,218,230980
0,0,0.791001,0.0754658,0.031259,0.795208,0,1.14125e-07,1,174486,219,230979
0,0,0.810933,0.0795306,0.025841,0.815233,0,1.15181e-07,1,160594,220,203344
0,0,0.791001,0.0785248,0.0255143,0.795299,0,1.15181e-07,1,160594,221,203343
0,0,0.810933,0.0772579,0.0320013,0.815233,0,1.15181e-07,1,174675,222,231168
0,0,0.791001,0.0762809,0.0315966,0.795299,0,1.14295e-07,1,177509,223,231167
0,0,0.810933,0.0803775,0.0261162,0.815325,0,1.15709e-07,1,160689,224,203532
0,0,0.791001,0.0793626,0.0257865,0.795391,0,1.15709e-07,1,160689,225,203531
0,0,0.810933,0.0780806,0.0323421,0.815325,0,1.16063e-07,1,179526,226,231356
0,0,0.791001,0.0770948,0.0319337,0.795391,0,1.14141e-07,1,183293,227,231355
0,0,0.831277,0.0690045,0.0351596,0.834877,0,1.12181e-07,1,187339,228,257489
0,0,0.831277,0.0698181,0.0355741,0.834962,0,1.12726e-07,1,187433,229,257677
0,0,0.810933,0.0689184,0.0351157,0.814614,0,1.12726e-07,1,187433,230,257676
0,0,0.810933,0.0681138,0.0347057,0.814528,0,1.12181e-07,1,187339,231,257488
0,0,0.831277,0.07063,0.0359878,0.835048,0,1.13816e-07,1,187622,232,257865
0,0,0.810933,0.0697213,0.0355248,0.8147,0,1.12342e-07,1,187653,233,257864
0,0,0.791001,0.0713705,0.0295626,0.794765,0,1.09395e-07,1,187716,234,230039
0,0,0.810933,0.0705227,0.0359331,0.814786,0,1.12413e-07,1,187811,235,258052
0,0,0.791001,0.0696237,0.0354751,0.794852,0,1.09919e-07,1,187810,236,258051
0,0,0.791001,0.068831,0.0350712,0.794765,0,1.09395e-07,1,187716,237,257863
0,0,0.831277,0.0714404,0.0364007,0.835135,0,1.14907e-07,1,187811,238,258053
0,0,0.810933,0.0713227,0.0363407,0.814874,0,1.12463e-07,1,187968,239,258240
0,0,0.791001,0.070415,0.0358782,0.794939,0,1.10968e-07,1,187999,240,258239
0,0,0.831277,0.0722492,0.0368128,0.835223,0,1.15452e-07,1,187906,241,258241
0,0,0.810933,0.0721212,0.0367476,0.814963,0,1.12019e-07,1,188188,242,258428
0,0,0.791001,0.0712048,0.0362807,0.795028,0,1.12019e-07,1,188188,243,258427
0,0,0.810933,0.0729184,0.0371538,0.815052,0,1.13071e-07,1,188377,244,258616
0,0,0.791001,0.0719934,0.0366825,0.795117,0,1.13071e-07,1,188377,245,258615
0,0,0.810933,0.0737143,0.0375593,0.815142,0,1.14125e-07,1,188566,246,258804
0,0,0.791001,0.0727807,0.0370836,0.795208,0,1.14125e-07,1,188566,247,258803
0,0,0.810933,0.074509,0.0379642,0.815233,0,1.15181e-07,1,188755,248,258992
0,0,0.791001,0.0735667,0.0374841,0.795299,0,1.13704e-07,1,188786,249,258991
0,0,0.771471,0.0761288,0.0315336,0.775859,0,1.11259e-07,1,188943,250,231354
0,0,0.771471,0.0753236,0.0312,0.775767,0,1.10749e-07,1,188849,251,231166
0,0,0.791001,0.0743516,0.037884,0.795391,0,1.13749e-07,1,188944,252,259179
0,0,0.771471,0.07342,0.0374093,0.775859,0,1.11259e-07,1,188943,253,259178
0,0,0.771471,0.0726435,0.0370137,0.775767,0,1.10749e-07,1,188849,254,258990
0,0,0.810933,0.0753024,0.0383685,0.815325,0,1.16239e-07,1,188944,255,259180
0,0,0.791001,0.0779075,0.0322703,0.795483,0,1.13776e-07,1,189101,256,231543
0,0,0.771471,0.0769328,0.0318666,0.775952,0,1.12279e-07,1,189132,257,231542
0,0,0.791001,0.0751354,0.0382834,0.795483,0,1.13776e-07,1,189101,258,259367
0,0,0.771471,0.0741954,0.0378045,0.775952,0,1.12279e-07,1,189132,259,259366
0,0,0.810933,0.0789022,0.0326824,0.815418,0,1.16769e-07,1,189039,260,231544
0,0,0.810933,0.0760947,0.0387722,0.815418,0,1.16769e-07,1,189039,261,259368
0,0,0.791001,0.0787191,0.0326065,0.795577,0,1.13302e-07,1,189321,262,231731
0,0,0.771471,0.0777358,0.0321992,0.776046,0,1.13302e-07,1,189321,263,231730
0,0,0.791001,0.0759181,0.0386822,0.795577,0,1.13302e-07,1,189321,264,259555
0,0,0.771471,0.0749698,0.038199,0.776046,0,1.13302e-07,1,189321,265,259554
0,0,0.791001,0.0795297,0.0329423,0.795671,0,1.14327e-07,1,189510,266,231919
0,0,0.771471,0.0785377,0.0325314,0.776141,0,1.14327e-07,1,189510,267,231918
0,0,0.791001,0.0766999,0.0390805,0.795671,0,1.14327e-07,1,189510,268,259743
0,0,0.771471,0.0757433,0.0385931,0.776141,0,1.14327e-07,1,189510,269,259742
0,0,0.791001,0.0803393,0.0332776,0.795767,0,1.15355e-07,1,189699,270,232107
0,0,0.771471,0.0793387,0.0328632,0.776236,0,1.1389e-07,1,189730,271,232106
0,0,0.791001,0.0774807,0.0394784,0.795767,0,1.15355e-07,1,189699,272,259931
0,0,0.771471,0.0765158,0.0389867,0.776236,0,1.1389e-07,1,189730,273,259930
0,0,0.771471,0.0801388,0.0331946,0.776332,0,1.13922e-07,1,189888,274,232294
0,0,0.752332,0.07915,0.032785,0.757195,0,1.11457e-07,1,189887,275,232293
0,0,0.752332,0.0783583,0.0324571,0.757098,0,1.1096e-07,1,189793,276,232105
0,0,0.771471,0.0772874,0.0393799,0.776332,0,1.13922e-07,1,189888,277,260118
0,0,0.752332,0.0763337,0.038894,0.757195,0,1.11457e-07,1,189887,278,260117
0,0,0.752332,0.0755702,0.0385049,0.757098,0,1.1096e-07,1,189793,279,259929
0,0,0.791001,0.0811479,0.0336126,0.795863,0,1.16388e-07,1,189888,280,232295
0,0,0.791001,0.0782605,0.0398757,0.795863,0,1.16388e-07,1,189888,281,260119
0,0,0.771471,0.0809381,0.0335256,0.776429,0,1.13937e-07,1,190045,282,232482
0,0,0.752332,0.0799408,0.0331126,0.757292,0,1.12453e-07,1,190076,283,232481
0,0,0.771471,0.0780582,0.0397726,0.776429,0,1.13937e-07,1,190045,284,260306
0,0,0.752332,0.0770964,0.0392826,0.757292,0,1.12453e-07,1,190076,285,260305
0,0,0.791001,0.0819557,0.0339471,0.79596,0,1.16904e-07,1,189983,286,232483
0,0,0.791001,0.0790396,0.0402727,0.79596,0,1.16904e-07,1,189983,287,260307
0,0,0.771471,0.0817365,0.0338564,0.776527,0,1.13452e-07,1,190265,288,232670
0,0,0.752332,0.0807309,0.0334398,0.75739,0,1.13452e-07,1,190265,289,232669
0,0,0.771471,0.0788282,0.040165,0.776527,0,1.13452e-07,1,190265,290,260494
0,0,0.752332,0.0778584,0.0396708,0.75739,0,1.13452e-07,1,190265,291,260493
0,0,0.771471,0.0825341,0.0341868,0.776626,0,1.14456e-07,1,190454,292,232858
0,0,0.752332,0.0815202,0.0337668,0.757489,0,1.14456e-07,1,190454,293,232857
0,0,0.771471,0.0795975,0.0405569,0.776626,0,1.14456e-07,1,190454,294,260682
0,0,0.752332,0.0786196,0.0400587,0.757489,0,1.14456e-07,1,190454,295,260681
