"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
2338,0,1e-05,581.24,1.0145,0.047956,2.3249e-07
2325,0,1e-05,570.99,0.98059,0.050845,3.8109e-07
2341,0,1e-05,587.05,1.0069,0.046703,6.3852e-08
2163,0,1e-05,515.87,0.96239,0.057247,-2.7551e-07
2272,0,1e-05,607.7,0.86694,0.052607,-2.2696e-08
2333,0,1e-05,601.92,1.0392,0.03186,-6.9667e-08
2320,0,1e-05,609.73,0.9667,0.037221,-7.1815e-08
2322,0,1e-05,556,0.78407,0.087621,1.3598e-07
2348,0,1e-05,605.55,1.057,0.023726,-9.8831e-08
2346,0,1e-05,610.02,1.0535,0.019856,1.9117e-08
2360,0,1e-05,599.78,0.9847,0.04337,-3.1952e-07
2355,0,1e-05,608.43,0.97151,0.03879,1.111e-07
2352,0,1e-05,612.92,1.0146,0.023021,1.0657e-07
2353,0,1e-05,626.8,0.7448,0.096878,1.3993e-08
2334,0,1e-05,683.76,0.67661,0.11898,-2.3485e-08
2343,0,1e-05,665.38,0.71478,0.10608,-2.9871e-07
2358,0,1e-05,585.73,0.88925,0.059216,-1.2669e-07
2351,0,1e-05,607.16,0.99248,0.036195,-1.4594e-07
2349,0,1e-05,673.95,0.70164,0.11099,2.2624e-07
2354,0,1e-05,612.92,0.96592,0.032639,2.0965e-07
2361,0,1e-05,578.45,0.85278,0.067664,-2.6919e-07
2336,0,1e-05,566.05,0.7671,0.092409,-1.2384e-07
2359,0,1e-05,543.38,0.83209,0.075087,-9.4688e-07
2356,0,1e-05,615.94,0.93728,0.031583,2.198e-07
2362,0,1e-05,596.39,0.85393,0.064012,-1.4851e-07
2368,0,1e-05,597.04,0.86682,0.061182,-5.6179e-07
2364,0,1e-05,602.94,0.84602,0.062767,-1.2273e-07
2365,0,1e-05,607.37,0.90173,0.048507,7.31e-08
2372,0,1e-05,584.32,0.79858,0.081638,7.0934e-08
2369,0,1e-05,601.61,0.81694,0.071882,-1.3116e-07
2363,0,1e-05,605.1,0.85894,0.057571,-4.1322e-07
2366,0,1e-05,692.23,0.63949,0.12784,-2.4868e-07
2370,0,1e-05,660.05,0.71957,0.098919,2.3031e-07
2284,0,1e-05,697.35,0.56728,0.15136,-5.4535e-08
2344,0,1e-05,616.89,0.76219,0.078887,1.6585e-07
2371,0,1e-05,683.7,0.67426,0.11617,-3.8601e-07
2375,0,1e-05,657.17,0.7247,0.10131,-1.0018e-07
2373,0,1e-05,612.57,0.77216,0.080599,1.8833e-07
2374,0,1e-05,692.71,0.63573,0.12946,1.5512e-07
2357,0,1e-05,693.95,0.62492,0.13213,2.7881e-07
2382,0,1e-05,669.03,0.7056,0.10164,6.6236e-08
2381,0,1e-05,664.34,0.7125,0.098058,-3.0918e-07
2379,0,1e-05,683.99,0.67138,0.11337,-1.2422e-07
2376,0,1e-05,658.45,0.71947,0.089295,3.0772e-08
2367,0,1e-05,694.51,0.61567,0.13065,-2.4063e-07
2386,0,1e-05,671.34,0.69844,0.097942,3.0925e-07
2384,0,1e-05,683.68,0.67088,0.11099,-2.0442e-07
2378,0,1e-05,668.57,0.70403,0.096419,-1.5455e-07
2380,0,1e-05,672.41,0.69895,0.090175,1.0056e-07
2388,0,1e-05,677.8,0.68357,0.10309,2.1176e-07
2383,0,1e-05,672.57,0.69633,0.093334,5.2141e-08
2393,0,1e-05,688.42,0.65239,0.11301,1.6259e-07
2390,0,1e-05,688.94,0.65219,0.1143,3.0972e-07
2385,0,1e-05,681.18,0.67187,0.095797,3.164e-07
2396,0,1e-05,688.12,0.65197,0.10485,5.1931e-07
2395,0,1e-05,686.11,0.65921,0.10413,-2.4614e-07
2397,0,1e-05,694.61,0.61279,0.12954,-4.6852e-08
2394,0,1e-05,688.65,0.65139,0.099554,1.6086e-07
2400,0,1e-05,690.44,0.63856,0.10907,9.7844e-07
2398,0,1e-05,690.69,0.63656,0.10782,-2.2766e-07
2389,0,1e-05,690.02,0.64807,0.094967,8.6529e-08
2401,0,1e-05,690.95,0.63488,0.11021,3.1785e-07
2387,0,1e-05,696.35,0.59113,0.1383,3.5144e-08
2404,0,1e-05,693.83,0.61284,0.12456,3.2657e-07
2405,0,1e-05,694.1,0.60873,0.12466,3.9457e-07
2402,0,1e-05,694.76,0.60618,0.12863,7.9409e-09
2399,0,1e-05,691.88,0.62988,0.095958,3.0475e-07
2403,0,1e-05,691.9,0.62897,0.097131,1.0604e-07
2412,0,1e-05,695.49,0.59368,0.13173,1.3962e-07
2408,0,1e-05,691.15,0.63487,0.10119,-3.3964e-07
2253,0,1e-05,694.06,0.59966,0.089361,1.508e-07
2407,0,1e-05,693.21,0.60768,0.11247,-4.1396e-07
2350,0,1e-05,697.29,0.5658,0.14783,-2.8323e-08
2391,0,1e-05,696.94,0.5748,0.14216,-5.3822e-07
2377,0,1e-05,693.71,0.60707,0.094058,-1.0132e-07
2409,0,1e-05,693.24,0.60668,0.10727,-1.045e-07
2411,0,1e-05,693.73,0.6008,0.1171,2.0447e-07
2416,0,1e-05,694.16,0.5948,0.12026,-1.6891e-07
2413,0,1e-05,694.82,0.58386,0.12517,1.7217e-06
2410,0,1e-05,693.39,0.60784,0.10013,3.4995e-08
2406,0,1e-05,695.94,0.57393,0.13437,3.6521e-07
2418,0,1e-05,694.22,0.5862,0.11405,-1.9119e-07
2417,0,1e-05,694.01,0.59064,0.11083,7.3048e-08
2420,0,1e-05,694.7,0.57823,0.12323,4.2794e-08
2414,0,1e-05,693.86,0.59732,0.10146,-5.092e-08
2421,0,1e-05,695.59,0.57674,0.13115,-7.6976e-07
2422,0,1e-05,694.09,0.5888,0.11045,-1.3572e-07
2419,0,1e-05,696.64,0.56379,0.13878,-2.5752e-07
2423,0,1e-05,694.53,0.57747,0.10298,-7.9616e-07
2424,0,1e-05,696.62,0.55285,0.13941,-1.2007e-07
2415,0,1e-05,697.35,0.54875,0.14467,-7.6695e-08
2425,0,1e-05,696.38,0.55075,0.13764,-1.457e-08
2426,0,1e-05,694.66,0.56608,0.10928,-1.3559e-07
2430,0,1e-05,694.83,0.55968,0.11883,-3.0307e-07
2312,0,1e-05,695.15,0.56798,0.089972,-5.5629e-08
2431,0,1e-05,694.86,0.55696,0.11865,3.4522e-07
2340,0,1e-05,592.01,0.99028,0.046675,4.3584e-07
2330,0,1e-05,521.96,0.95126,0.057619,9.9197e-08
2392,0,1e-05,695.66,0.46111,0.088461,-2.4932e-07
2427,0,1e-05,697.32,0.52567,0.14508,-3.9302e-07
2428,0,1e-05,694.9,0.54047,0.11594,6.6499e-07
2429,0,1e-05,694.98,0.54743,0.10523,-4.4522e-07
2432,0,1e-05,695.38,0.51756,0.099387,-4.2514e-07
2433,0,1e-05,697.04,0.52509,0.14368,2.5196e-08
2434,0,1e-05,696.46,0.53122,0.13927,-8.3816e-08
2435,0,1e-05,694.87,0.53151,0.11595,-2.588e-09
2436,0,1e-05,696.79,0.51465,0.14256,-5.1354e-07
2437,0,1e-05,696.71,0.51177,0.14262,4.8199e-07
2438,0,1e-05,694.87,0.54235,0.11509,2.8792e-07
2439,0,1e-05,695.18,0.53394,0.10196,-2.8944e-08
2440,0,1e-05,694.91,0.53173,0.10737,-1.9691e-07
2441,0,1e-05,694.88,0.53156,0.10886,-6.5898e-09
2442,0,1e-05,694.93,0.53426,0.12009,-2.6107e-07
2443,0,1e-05,694.83,0.52335,0.11601,-1.5595e-07
