origId,iceLabel,d,T,Points:0,Points:1,Points:2,cluster
5,1,1.048e-05,231.8,13.242,0.034697000000000006,9.352600000000001e-07,1
5,1,1.048e-05,231.8,13.242,0.034169712200069945,0.006025991871808565,1
5,1,1.048e-05,231.8,13.242,0.032604194985649426,0.011867951769891246,1
5,1,1.048e-05,231.8,13.242,0.030048015805108675,0.017349309958919142,1
5,1,1.048e-05,231.8,13.242,0.02657884286935935,0.022303518144019728,1
5,1,1.048e-05,231.8,13.242,0.02230208524256799,0.02658004521643902,1
5,1,1.048e-05,231.8,13.242,0.017347690041080863,0.03004895106510868,1
5,1,1.048e-05,231.8,13.242,0.011866194056050215,0.03260483474116791,1
5,1,1.048e-05,231.8,13.242,0.006024149769210403,0.034170037012459235,1
5,1,1.048e-05,231.8,13.242,-9.352599999978756e-07,0.034697000000000006,1
5,1,1.048e-05,231.8,13.242,-0.006025991871808564,0.034169712200069945,1
5,1,1.048e-05,231.8,13.242,-0.011867951769891246,0.032604194985649426,1
5,1,1.048e-05,231.8,13.242,-0.017349309958919142,0.030048015805108675,1
5,1,1.048e-05,231.8,13.242,-0.02230351814401973,0.02657884286935935,1
5,1,1.048e-05,231.8,13.242,-0.026580045216439016,0.022302085242568,1
5,1,1.048e-05,231.8,13.242,-0.03004895106510868,0.017347690041080856,1
5,1,1.048e-05,231.8,13.242,-0.03260483474116791,0.011866194056050218,1
5,1,1.048e-05,231.8,13.242,-0.034170037012459235,0.006024149769210399,1
5,1,1.048e-05,231.8,13.242,-0.034697000000000006,-9.35259999995751e-07,1
5,1,1.048e-05,231.8,13.242,-0.034169712200069945,-0.0060259918718085686,1
5,1,1.048e-05,231.8,13.242,-0.032604194985649426,-0.011867951769891244,1
5,1,1.048e-05,231.8,13.242,-0.030048015805108668,-0.01734930995891915,1
5,1,1.048e-05,231.8,13.242,-0.02657884286935935,-0.022303518144019728,1
5,1,1.048e-05,231.8,13.242,-0.022302085242568,-0.026580045216439016,1
5,1,1.048e-05,231.8,13.242,-0.017347690041080874,-0.03004895106510867,1
5,1,1.048e-05,231.8,13.242,-0.011866194056050206,-0.03260483474116792,1
5,1,1.048e-05,231.8,13.242,-0.006024149769210401,-0.034170037012459235,1
5,1,1.048e-05,231.8,13.242,9.352599999936264e-07,-0.034697000000000006,1
5,1,1.048e-05,231.8,13.242,0.006025991871808552,-0.034169712200069945,1
5,1,1.048e-05,231.8,13.242,0.011867951769891256,-0.03260419498564942,1
5,1,1.048e-05,231.8,13.242,0.01734930995891915,-0.030048015805108668,1
5,1,1.048e-05,231.8,13.242,0.022303518144019728,-0.02657884286935936,1
5,1,1.048e-05,231.8,13.242,0.026580045216439013,-0.022302085242568,1
5,1,1.048e-05,231.8,13.242,0.030048951065108662,-0.017347690041080874,1
5,1,1.048e-05,231.8,13.242,0.03260483474116792,-0.01186619405605021,1
5,1,1.048e-05,231.8,13.242,0.034170037012459235,-0.006024149769210402,1
5,1,1.048e-05,231.8,13.242,0.034697000000000006,9.352599999915018e-07,1
0,1,1.0479e-05,232.29,13.056,0.029118,-1.4538e-06,2
0,1,1.0479e-05,232.29,13.056,0.028675884601930168,0.005054855923794348,2
0,1,1.0479e-05,232.29,13.056,0.02736246696092845,0.009957576408224724,2
0,1,1.0479e-05,232.29,13.056,0.02521765460739529,0.014557740972267978,2
0,1,1.0479e-05,232.29,13.056,0.022306616579365363,0.018715575943441243,2
0,1,1.0479e-05,232.29,13.056,0.018717803294264063,0.02230474761011144,2
0,1,1.0479e-05,232.29,13.056,0.014560259027732026,0.025216200807395284,2
0,1,1.0479e-05,232.29,13.056,0.009960308658488924,0.02736147250315972,2
0,1,1.0479e-05,232.29,13.056,0.0050577193508170104,0.02867537970248878,2
0,1,1.0479e-05,232.29,13.056,1.4538000000017832e-06,0.029118,2
0,1,1.0479e-05,232.29,13.056,-0.005054855923794347,0.028675884601930168,2
0,1,1.0479e-05,232.29,13.056,-0.009957576408224724,0.02736246696092845,2
0,1,1.0479e-05,232.29,13.056,-0.014557740972267972,0.02521765460739529,2
0,1,1.0479e-05,232.29,13.056,-0.018715575943441247,0.022306616579365363,2
0,1,1.0479e-05,232.29,13.056,-0.02230474761011144,0.018717803294264063,2
0,1,1.0479e-05,232.29,13.056,-0.025216200807395287,0.014560259027732019,2
0,1,1.0479e-05,232.29,13.056,-0.02736147250315972,0.009960308658488926,2
0,1,1.0479e-05,232.29,13.056,-0.02867537970248878,0.0050577193508170035,2
0,1,1.0479e-05,232.29,13.056,-0.029118,1.453800000003566e-06,2
0,1,1.0479e-05,232.29,13.056,-0.028675884601930168,-0.005054855923794352,2
0,1,1.0479e-05,232.29,13.056,-0.02736246696092845,-0.009957576408224722,2
0,1,1.0479e-05,232.29,13.056,-0.025217654607395286,-0.014557740972267984,2
0,1,1.0479e-05,232.29,13.056,-0.022306616579365363,-0.018715575943441243,2
0,1,1.0479e-05,232.29,13.056,-0.018717803294264063,-0.02230474761011144,2
0,1,1.0479e-05,232.29,13.056,-0.014560259027732034,-0.02521620080739528,2
0,1,1.0479e-05,232.29,13.056,-0.009960308658488915,-0.02736147250315972,2
0,1,1.0479e-05,232.29,13.056,-0.005057719350817007,-0.02867537970248878,2
0,1,1.0479e-05,232.29,13.056,-1.4538000000053488e-06,-0.029118,2
0,1,1.0479e-05,232.29,13.056,0.005054855923794338,-0.028675884601930168,2
0,1,1.0479e-05,232.29,13.056,0.009957576408224731,-0.02736246696092845,2
0,1,1.0479e-05,232.29,13.056,0.014557740972267984,-0.025217654607395286,2
0,1,1.0479e-05,232.29,13.056,0.018715575943441243,-0.02230661657936537,2
0,1,1.0479e-05,232.29,13.056,0.02230474761011144,-0.01871780329426407,2
0,1,1.0479e-05,232.29,13.056,0.02521620080739528,-0.014560259027732034,2
0,1,1.0479e-05,232.29,13.056,0.02736147250315972,-0.009960308658488915,2
0,1,1.0479e-05,232.29,13.056,0.02867537970248878,-0.0050577193508170104,2
0,1,1.0479e-05,232.29,13.056,0.029118,-1.453800000007132e-06,2
13,1,1.0483e-05,232.69,13.056,0.013338,-5.2183000000000005e-08,2
13,1,1.0483e-05,232.69,13.056,0.013135374871159686,0.002316068003498541,2
13,1,1.0483e-05,232.69,13.056,0.012533638023679584,0.004561815635697739,2
13,1,1.0483e-05,232.69,13.056,0.011551072927176843,0.006668954808196353,2
13,1,1.0483e-05,232.69,13.056,0.010217534324906763,0.008573461163501885,2
13,1,1.0483e-05,232.69,13.056,0.008573541112496237,0.010217467239735092,2
13,1,1.0483e-05,232.69,13.056,0.006669045191803647,0.01155102074417684,2
13,1,1.0483e-05,232.69,13.056,0.004561913707657801,0.012533602328405306,2
13,1,1.0483e-05,232.69,13.056,0.002316170783944493,0.013135356748193976,2
13,1,1.0483e-05,232.69,13.056,5.218300000081672e-08,0.013338,2
13,1,1.0483e-05,232.69,13.056,-0.002316068003498541,0.013135374871159686,2
13,1,1.0483e-05,232.69,13.056,-0.004561815635697739,0.012533638023679584,2
13,1,1.0483e-05,232.69,13.056,-0.0066689548081963505,0.011551072927176843,2
13,1,1.0483e-05,232.69,13.056,-0.008573461163501885,0.010217534324906763,2
13,1,1.0483e-05,232.69,13.056,-0.01021746723973509,0.008573541112496239,2
13,1,1.0483e-05,232.69,13.056,-0.011551020744176842,0.0066690451918036435,2
13,1,1.0483e-05,232.69,13.056,-0.012533602328405306,0.004561913707657802,2
13,1,1.0483e-05,232.69,13.056,-0.013135356748193976,0.002316170783944492,2
13,1,1.0483e-05,232.69,13.056,-0.013338,5.218300000163344e-08,2
13,1,1.0483e-05,232.69,13.056,-0.013135374871159686,-0.002316068003498543,2
13,1,1.0483e-05,232.69,13.056,-0.012533638023679584,-0.004561815635697739,2
13,1,1.0483e-05,232.69,13.056,-0.011551072927176841,-0.0066689548081963574,2
13,1,1.0483e-05,232.69,13.056,-0.010217534324906763,-0.008573461163501885,2
13,1,1.0483e-05,232.69,13.056,-0.008573541112496239,-0.01021746723973509,2
13,1,1.0483e-05,232.69,13.056,-0.00666904519180365,-0.01155102074417684,2
13,1,1.0483e-05,232.69,13.056,-0.004561913707657798,-0.012533602328405306,2
13,1,1.0483e-05,232.69,13.056,-0.002316170783944492,-0.013135356748193976,2
13,1,1.0483e-05,232.69,13.056,-5.2183000002450153e-08,-0.013338,2
13,1,1.0483e-05,232.69,13.056,0.0023160680034985358,-0.013135374871159688,2
13,1,1.0483e-05,232.69,13.056,0.004561815635697742,-0.012533638023679584,2
13,1,1.0483e-05,232.69,13.056,0.0066689548081963574,-0.011551072927176841,2
13,1,1.0483e-05,232.69,13.056,0.008573461163501885,-0.010217534324906763,2
13,1,1.0483e-05,232.69,13.056,0.01021746723973509,-0.00857354111249624,2
13,1,1.0483e-05,232.69,13.056,0.01155102074417684,-0.00666904519180365,2
13,1,1.0483e-05,232.69,13.056,0.012533602328405306,-0.0045619137076578,2
13,1,1.0483e-05,232.69,13.056,0.013135356748193976,-0.002316170783944493,2
13,1,1.0483e-05,232.69,13.056,0.013338,-5.218300000326687e-08,2
10,1,1.0477e-05,232.79,13.058,3.7752999999999997e-06,8.478899999999999e-09,2
10,1,1.0477e-05,232.79,13.058,3.716472364413369e-06,6.63924051602977e-07,2
10,1,1.0477e-05,232.79,13.058,3.544721596659796e-06,1.2991962068597789e-06,2
10,1,1.0477e-05,232.79,13.058,3.2652662569073915e-06,1.8949929427961475e-06,2
10,1,1.0477e-05,232.79,13.058,2.8865974542433063e-06,2.433211277078353e-06,2
10,1,1.0477e-05,232.79,13.058,2.4202208486208302e-06,2.8974977179708483e-06,2
10,1,1.0477e-05,232.79,13.058,1.8803070572038528e-06,3.2737451569073912e-06,2
10,1,1.0477e-05,232.79,13.058,1.283261087335016e-06,3.550521505846284e-06,2
10,1,1.0477e-05,232.79,13.058,6.472238786889471e-07,3.719417055480609e-06,2
10,1,1.0477e-05,232.79,13.058,-8.478899999999767e-09,3.7752999999999997e-06,2
10,1,1.0477e-05,232.79,13.058,-6.63924051602977e-07,3.716472364413369e-06,2
10,1,1.0477e-05,232.79,13.058,-1.2991962068597789e-06,3.544721596659796e-06,2
10,1,1.0477e-05,232.79,13.058,-1.8949929427961467e-06,3.2652662569073915e-06,2
10,1,1.0477e-05,232.79,13.058,-2.433211277078353e-06,2.8865974542433063e-06,2
10,1,1.0477e-05,232.79,13.058,-2.8974977179708483e-06,2.4202208486208302e-06,2
10,1,1.0477e-05,232.79,13.058,-3.2737451569073912e-06,1.8803070572038517e-06,2
10,1,1.0477e-05,232.79,13.058,-3.550521505846284e-06,1.283261087335016e-06,2
10,1,1.0477e-05,232.79,13.058,-3.719417055480609e-06,6.472238786889466e-07,2
10,1,1.0477e-05,232.79,13.058,-3.7752999999999997e-06,-8.478899999999537e-09,2
10,1,1.0477e-05,232.79,13.058,-3.716472364413369e-06,-6.639240516029779e-07,2
10,1,1.0477e-05,232.79,13.058,-3.544721596659796e-06,-1.2991962068597785e-06,2
10,1,1.0477e-05,232.79,13.058,-3.2652662569073907e-06,-1.8949929427961484e-06,2
10,1,1.0477e-05,232.79,13.058,-2.8865974542433063e-06,-2.433211277078353e-06,2
10,1,1.0477e-05,232.79,13.058,-2.4202208486208302e-06,-2.8974977179708483e-06,2
10,1,1.0477e-05,232.79,13.058,-1.8803070572038536e-06,-3.2737451569073904e-06,2
10,1,1.0477e-05,232.79,13.058,-1.283261087335015e-06,-3.550521505846284e-06,2
10,1,1.0477e-05,232.79,13.058,-6.472238786889468e-07,-3.719417055480609e-06,2
10,1,1.0477e-05,232.79,13.058,8.478899999999306e-09,-3.7752999999999997e-06,2
10,1,1.0477e-05,232.79,13.058,6.639240516029761e-07,-3.716472364413369e-06,2
10,1,1.0477e-05,232.79,13.058,1.2991962068597795e-06,-3.544721596659796e-06,2
10,1,1.0477e-05,232.79,13.058,1.8949929427961484e-06,-3.2652662569073907e-06,2
10,1,1.0477e-05,232.79,13.058,2.433211277078353e-06,-2.8865974542433067e-06,2
10,1,1.0477e-05,232.79,13.058,2.8974977179708474e-06,-2.420220848620831e-06,2
10,1,1.0477e-05,232.79,13.058,3.27374515690739e-06,-1.8803070572038536e-06,2
10,1,1.0477e-05,232.79,13.058,3.550521505846284e-06,-1.283261087335015e-06,2
10,1,1.0477e-05,232.79,13.058,3.719417055480609e-06,-6.47223878688947e-07,2
10,1,1.0477e-05,232.79,13.058,3.7752999999999997e-06,8.478899999999074e-09,2
7,1,1.0476e-05,232.88,12.997,0.012105,1.5458e-07,2
7,1,1.0476e-05,232.88,12.997,0.011921071007677472,0.002102163422240652,2
7,1,1.0476e-05,232.88,12.997,0.011374926305139666,0.0041402990926425395,2
7,1,1.0476e-05,232.88,12.997,0.01048316022281063,0.006052633870206916,2
7,1,1.0476e-05,232.88,12.997,0.009272868621846522,0.007781062430405573,2
7,1,1.0476e-05,232.88,12.997,0.007780825600105541,0.009273067346063934,2
7,1,1.0476e-05,232.88,12.997,0.006052366129793084,0.01048331480281063,2
7,1,1.0476e-05,232.88,12.997,0.0041400085772719,0.011375032044087177,2
7,1,1.0476e-05,232.88,12.997,0.0021018589590757323,0.01192112469274808,2
7,1,1.0476e-05,232.88,12.997,-1.545799999992588e-07,0.012105,2
7,1,1.0476e-05,232.88,12.997,-0.0021021634222406515,0.011921071007677472,2
7,1,1.0476e-05,232.88,12.997,-0.0041402990926425395,0.011374926305139666,2
7,1,1.0476e-05,232.88,12.997,-0.006052633870206914,0.01048316022281063,2
7,1,1.0476e-05,232.88,12.997,-0.007781062430405577,0.009272868621846522,2
7,1,1.0476e-05,232.88,12.997,-0.00927306734606393,0.007780825600105542,2
7,1,1.0476e-05,232.88,12.997,-0.010483314802810631,0.006052366129793082,2
7,1,1.0476e-05,232.88,12.997,-0.011375032044087177,0.004140008577271901,2
7,1,1.0476e-05,232.88,12.997,-0.01192112469274808,0.0021018589590757306,2
7,1,1.0476e-05,232.88,12.997,-0.012105,-1.5457999999851756e-07,2
7,1,1.0476e-05,232.88,12.997,-0.011921071007677472,-0.0021021634222406537,2
7,1,1.0476e-05,232.88,12.997,-0.011374926305139666,-0.0041402990926425395,2
7,1,1.0476e-05,232.88,12.997,-0.010483160222810628,-0.006052633870206919,2
7,1,1.0476e-05,232.88,12.997,-0.009272868621846522,-0.007781062430405573,2
7,1,1.0476e-05,232.88,12.997,-0.007780825600105542,-0.00927306734606393,2
7,1,1.0476e-05,232.88,12.997,-0.0060523661297930895,-0.010483314802810628,2
7,1,1.0476e-05,232.88,12.997,-0.004140008577271897,-0.011375032044087177,2
7,1,1.0476e-05,232.88,12.997,-0.002101858959075731,-0.01192112469274808,2
7,1,1.0476e-05,232.88,12.997,1.5457999999777635e-07,-0.012105,2
7,1,1.0476e-05,232.88,12.997,0.002102163422240648,-0.011921071007677477,2
7,1,1.0476e-05,232.88,12.997,0.004140299092642544,-0.011374926305139664,2
7,1,1.0476e-05,232.88,12.997,0.006052633870206919,-0.010483160222810628,2
7,1,1.0476e-05,232.88,12.997,0.007781062430405573,-0.009272868621846524,2
7,1,1.0476e-05,232.88,12.997,0.00927306734606393,-0.007780825600105544,2
7,1,1.0476e-05,232.88,12.997,0.010483314802810628,-0.0060523661297930895,2
7,1,1.0476e-05,232.88,12.997,0.011375032044087177,-0.0041400085772718975,2
7,1,1.0476e-05,232.88,12.997,0.01192112469274808,-0.002101858959075732,2
7,1,1.0476e-05,232.88,12.997,0.012105,1.5457999999703512e-07,2
28,1,1.0456e-05,231.54,12.943,0.049773000000000005,1.0458e-07,2
28,1,1.0456e-05,231.54,12.943,0.04901681813055021,0.008643093738210934,2
28,1,1.0456e-05,231.54,12.943,0.04677128504591043,0.01702346686680279,2
28,1,1.0456e-05,231.54,12.943,0.04310463013256288,0.024886590568936728,2
28,1,1.0456e-05,231.54,12.943,0.038128262844632665,0.03199354780985598,2
28,1,1.0456e-05,231.54,12.943,0.03199338758400026,0.03812839729008912,2
28,1,1.0456e-05,231.54,12.943,0.02488640943106328,0.04310473471256286,2
28,1,1.0456e-05,231.54,12.943,0.017023270320694242,0.04677135658284362,2
28,1,1.0456e-05,231.54,12.943,0.008642887755821317,0.04901685445080306,2
28,1,1.0456e-05,231.54,12.943,-1.0457999999695227e-07,0.049773000000000005,2
28,1,1.0456e-05,231.54,12.943,-0.008643093738210933,0.04901681813055021,2
28,1,1.0456e-05,231.54,12.943,-0.01702346686680279,0.04677128504591043,2
28,1,1.0456e-05,231.54,12.943,-0.024886590568936717,0.04310463013256288,2
28,1,1.0456e-05,231.54,12.943,-0.03199354780985598,0.038128262844632665,2
28,1,1.0456e-05,231.54,12.943,-0.03812839729008912,0.03199338758400027,2
28,1,1.0456e-05,231.54,12.943,-0.04310473471256287,0.02488640943106327,2
28,1,1.0456e-05,231.54,12.943,-0.04677135658284362,0.017023270320694242,2
28,1,1.0456e-05,231.54,12.943,-0.04901685445080306,0.008642887755821312,2
28,1,1.0456e-05,231.54,12.943,-0.049773000000000005,-1.0457999999390457e-07,2
28,1,1.0456e-05,231.54,12.943,-0.04901681813055021,-0.008643093738210941,2
28,1,1.0456e-05,231.54,12.943,-0.04677128504591043,-0.01702346686680279,2
28,1,1.0456e-05,231.54,12.943,-0.04310463013256287,-0.024886590568936738,2
28,1,1.0456e-05,231.54,12.943,-0.038128262844632665,-0.03199354780985598,2
28,1,1.0456e-05,231.54,12.943,-0.03199338758400027,-0.03812839729008912,2
28,1,1.0456e-05,231.54,12.943,-0.02488640943106329,-0.043104734712562855,2
28,1,1.0456e-05,231.54,12.943,-0.017023270320694218,-0.04677135658284362,2
28,1,1.0456e-05,231.54,12.943,-0.008642887755821314,-0.04901685445080306,2
28,1,1.0456e-05,231.54,12.943,1.0457999999085684e-07,-0.049773000000000005,2
28,1,1.0456e-05,231.54,12.943,0.008643093738210917,-0.04901681813055021,2
28,1,1.0456e-05,231.54,12.943,0.017023466866802804,-0.04677128504591043,2
28,1,1.0456e-05,231.54,12.943,0.024886590568936738,-0.04310463013256287,2
28,1,1.0456e-05,231.54,12.943,0.03199354780985598,-0.03812826284463268,2
