origId,iceLabel,d,T,Points:0,Points:1,Points:2,cluster
5203,1,1e-05,243.83,4.4965,0.10142000000000001,3.3457e-14,2
5203,1,1e-05,243.83,4.4965,0.09987920231049233,0.017611398179013027,2
5203,1,1e-05,243.83,4.4965,0.0953036256000954,0.03468768293612076,2
5203,1,1e-05,243.83,4.4965,0.08783229645180106,0.050710000000028975,2
5203,1,1e-05,243.83,4.4965,0.07769222742110525,0.06519151937443445,2
5203,1,1e-05,243.83,4.4965,0.0651915193743832,0.07769222742114827,2
5203,1,1e-05,243.83,4.4965,0.050709999999971035,0.08783229645183449,2
5203,1,1e-05,243.83,4.4965,0.034687682936057895,0.09530362560011828,2
5203,1,1e-05,243.83,4.4965,0.017611398178947142,0.09987920231050396,2
5203,1,1e-05,243.83,4.4965,-3.3450789816081525e-14,0.10142000000000001,2
5203,1,1e-05,243.83,4.4965,-0.017611398179013023,0.09987920231049233,2
5203,1,1e-05,243.83,4.4965,-0.03468768293612076,0.0953036256000954,2
5203,1,1e-05,243.83,4.4965,-0.05071000000002896,0.08783229645180106,2
5203,1,1e-05,243.83,4.4965,-0.06519151937443446,0.07769222742110525,2
5203,1,1e-05,243.83,4.4965,-0.07769222742114826,0.06519151937438321,2
5203,1,1e-05,243.83,4.4965,-0.0878322964518345,0.05070999999997102,2
5203,1,1e-05,243.83,4.4965,-0.09530362560011828,0.0346876829360579,2
5203,1,1e-05,243.83,4.4965,-0.09987920231050396,0.017611398178947118,2
5203,1,1e-05,243.83,4.4965,-0.10142000000000001,-3.344457963216305e-14,2
5203,1,1e-05,243.83,4.4965,-0.09987920231049233,-0.01761139817901304,2
5203,1,1e-05,243.83,4.4965,-0.0953036256000954,-0.03468768293612076,2
5203,1,1e-05,243.83,4.4965,-0.08783229645180105,-0.05071000000002901,2
5203,1,1e-05,243.83,4.4965,-0.07769222742110525,-0.06519151937443445,2
5203,1,1e-05,243.83,4.4965,-0.06519151937438321,-0.07769222742114826,2
5203,1,1e-05,243.83,4.4965,-0.05070999999997107,-0.08783229645183448,2
5203,1,1e-05,243.83,4.4965,-0.03468768293605787,-0.09530362560011828,2
5203,1,1e-05,243.83,4.4965,-0.017611398178947132,-0.09987920231050396,2
5203,1,1e-05,243.83,4.4965,3.3438369448244566e-14,-0.10142000000000001,2
5203,1,1e-05,243.83,4.4965,0.017611398179012992,-0.09987920231049234,2
5203,1,1e-05,243.83,4.4965,0.03468768293612079,-0.09530362560009538,2
5203,1,1e-05,243.83,4.4965,0.05071000000002901,-0.08783229645180105,2
5203,1,1e-05,243.83,4.4965,0.06519151937443445,-0.07769222742110526,2
5203,1,1e-05,243.83,4.4965,0.07769222742114824,-0.06519151937438322,2
5203,1,1e-05,243.83,4.4965,0.08783229645183448,-0.05070999999997107,2
5203,1,1e-05,243.83,4.4965,0.09530362560011828,-0.034687682936057875,2
5203,1,1e-05,243.83,4.4965,0.09987920231050396,-0.017611398178947132,2
5203,1,1e-05,243.83,4.4965,0.10142000000000001,3.3432159264326096e-14,2
5374,1,1.0934e-05,311.19,4.4676,0.060815,9.268700000000001e-07,2
5374,1,1.0934e-05,311.19,4.4676,0.059890922550150986,0.010561326713576402,2
5374,1,1.0934e-05,311.19,4.4676,0.057147089724884775,0.02080082598924997,2
5374,1,1.0934e-05,311.19,4.4676,0.05266687149615064,0.030408302692966,2
5374,1,1.0934e-05,311.19,4.4676,0.04658639702772886,0.03909183850669988,2
5374,1,1.0934e-05,311.19,4.4676,0.0390904184594739,0.04658758858883244,2
5374,1,1.0934e-05,311.19,4.4676,0.030406697307034,0.05266779836615063,2
5374,1,1.0934e-05,311.19,4.4676,0.020799084043451124,0.05714772374130527,2
5374,1,1.0934e-05,311.19,4.4676,0.01055950113605234,0.059891244448723874,2
5374,1,1.0934e-05,311.19,4.4676,-9.268699999962764e-07,0.060815,2
5374,1,1.0934e-05,311.19,4.4676,-0.0105613267135764,0.059890922550150986,2
5374,1,1.0934e-05,311.19,4.4676,-0.02080082598924997,0.057147089724884775,2
5374,1,1.0934e-05,311.19,4.4676,-0.030408302692965995,0.05266687149615064,2
5374,1,1.0934e-05,311.19,4.4676,-0.03909183850669989,0.04658639702772886,2
5374,1,1.0934e-05,311.19,4.4676,-0.04658758858883243,0.03909041845947391,2
5374,1,1.0934e-05,311.19,4.4676,-0.05266779836615064,0.030406697307033995,2
5374,1,1.0934e-05,311.19,4.4676,-0.05714772374130527,0.020799084043451127,2
5374,1,1.0934e-05,311.19,4.4676,-0.059891244448723874,0.010559501136052332,2
5374,1,1.0934e-05,311.19,4.4676,-0.060815,-9.268699999925523e-07,2
5374,1,1.0934e-05,311.19,4.4676,-0.059890922550150986,-0.010561326713576407,2
5374,1,1.0934e-05,311.19,4.4676,-0.057147089724884775,-0.02080082598924997,2
5374,1,1.0934e-05,311.19,4.4676,-0.05266687149615063,-0.030408302692966013,2
5374,1,1.0934e-05,311.19,4.4676,-0.04658639702772886,-0.03909183850669988,2
5374,1,1.0934e-05,311.19,4.4676,-0.03909041845947391,-0.04658758858883243,2
5374,1,1.0934e-05,311.19,4.4676,-0.030406697307034027,-0.05266779836615063,2
5374,1,1.0934e-05,311.19,4.4676,-0.020799084043451103,-0.05714772374130527,2
5374,1,1.0934e-05,311.19,4.4676,-0.010559501136052337,-0.059891244448723874,2
5374,1,1.0934e-05,311.19,4.4676,9.268699999888287e-07,-0.060815,2
5374,1,1.0934e-05,311.19,4.4676,0.01056132671357638,-0.059890922550151014,2
