"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
3550,0,1e-05,538.83,0.97658,0.054249,-1.7023e-07
3612,0,1e-05,600.59,1.0791,0.026453,8.8133e-08
3613,0,1e-05,599.29,1.073,0.028482,-1.7743e-07
3574,0,1e-05,608.74,0.97358,0.038159,4.3563e-08
3609,0,1e-05,604.57,1.0419,0.027357,3.3925e-07
3611,0,1e-05,592.27,1.108,0.034644,1.884e-07
3616,0,1e-05,613.43,1.024,0.021757,4.5843e-08
3614,0,1e-05,611.65,1.0115,0.024944,4.9405e-08
3604,0,1e-05,616.06,0.97436,0.0274,7.5717e-08
3621,0,1e-05,613.92,0.98238,0.028678,2.3343e-08
3538,0,1e-05,466.91,0.79506,0.087423,-1.9653e-07
3622,0,1e-05,611.83,0.97036,0.034352,-3.0149e-07
3623,0,1e-05,616.54,0.93496,0.031716,-4.2815e-07
3541,0,1e-05,568.59,0.98523,0.050386,-8.0084e-07
3619,0,1e-05,606.89,0.90141,0.04913,-2.2174e-07
3628,0,1e-05,609.9,0.96024,0.038549,-1.8828e-07
3625,0,1e-05,608.14,0.95224,0.041103,-1.1357e-08
3523,0,1e-05,600.6,0.83334,0.067774,-7.6052e-08
3631,0,1e-05,608.59,0.89375,0.04863,2.4486e-07
3610,0,1e-05,584.68,0.97552,0.048833,-9.2867e-08
3618,0,1e-05,595.02,0.9792,0.045544,-3.5135e-07
3617,0,1e-05,586.92,0.96409,0.04895,2.4627e-08
3630,0,1e-05,605.54,0.85484,0.058488,2.3089e-08
3626,0,1e-05,606.31,0.84871,0.058516,-1.8057e-07
3629,0,1e-05,603.36,0.84333,0.063294,1.7463e-08
3632,0,1e-05,605.25,0.84414,0.061118,1.9678e-07
3637,0,1e-05,604.16,0.83605,0.064537,4.6003e-08
3615,0,1e-05,552.82,0.86605,0.066645,-6.2446e-08
3627,0,1e-05,574.72,0.87951,0.061863,-7.2507e-08
3641,0,1e-05,609,0.78746,0.073002,2.488e-07
3620,0,1e-05,576.87,0.8644,0.064777,-2.4065e-07
3642,0,1e-05,612.76,0.7726,0.07808,-1.3179e-07
3640,0,1e-05,606.22,0.80158,0.073144,-1.9633e-07
3648,0,1e-05,637.28,0.73976,0.089173,-2.8506e-07
3635,0,1e-05,593.34,0.78934,0.083256,-3.0491e-09
3652,0,1e-05,667.28,0.70756,0.090394,1.24e-07
3634,0,1e-05,605.11,0.7798,0.084356,4.029e-07
3654,0,1e-05,674.39,0.69369,0.091935,5.0697e-07
3643,0,1e-05,646.92,0.73343,0.095191,-7.9256e-08
3657,0,1e-05,673.33,0.69433,0.099914,2.0324e-07
3636,0,1e-05,652.79,0.72923,0.099726,-1.9216e-07
3608,0,1e-05,670.99,0.70617,0.10919,7.341e-08
3569,0,1e-05,688.26,0.66278,0.12401,-9.3944e-08
