,Points:0,Points:1,Points:2
399,0.21706,0.07315755341772963,-0.19566892303670005
400,0.21706,0.1060236777085587,-0.17999259659653138
401,0.21706,0.1356683262027828,-0.15884728618942576
402,0.21706,0.16119076125682089,-0.13287548137205968
403,0.21706,0.18181549659653135,-0.10286632229144145
404,0.21706,0.1969158600752368,-0.06973162206086829
405,0.21706,0.20603303478978918,-0.03447816177987914
406,0.21706,0.20889000000000002,0.0018228999999999487
407,0.21706,0.20889000000000002,-0.0018229
408,0.21706,0.20603303478978918,0.03447816177987913
409,0.21706,0.1969158600752368,0.06973162206086832
410,0.21706,0.18181549659653143,0.10286632229144134
411,0.21706,0.1611907612568209,0.13287548137205962
412,0.21706,0.1356683262027828,0.15884728618942573
413,0.21706,0.1060236777085587,0.17999259659653138
414,0.21706,0.0731575534177296,0.19566892303670005
415,0.21706,0.03806857388581105,0.2053999482636511
416,0.21706,0.0018229000000000127,0.20889000000000002
417,0.21706,-0.03447816177987912,0.20603303478978918
418,0.21706,-0.06973162206086832,0.1969158600752368
419,0.21706,-0.10286632229144131,0.18181549659653143
420,0.21706,-0.13287548137205962,0.1611907612568209
421,0.21706,-0.15884728618942573,0.13566832620278282
422,0.21706,-0.1799925965965314,0.10602367770855865
423,0.21706,-0.19566892303670005,0.0731575534177296
424,0.21706,-0.2053999482636511,0.03806857388581102
425,0.21706,-0.20889000000000002,0.0018229000000000255
426,0.21706,-0.20603303478978918,-0.034478161779879155
427,0.21706,-0.1969158600752368,-0.0697316220608683
428,0.21706,-0.1818154965965314,-0.10286632229144138
429,0.21706,-0.1611907612568209,-0.13287548137205962
430,0.21706,-0.13566832620278282,-0.15884728618942573
431,0.21706,-0.10602367770855876,-0.17999259659653136
432,0.21706,-0.07315755341772953,-0.19566892303670005
433,0.21706,-0.03806857388581103,-0.2053999482636511
434,0.21706,-0.0018229000000000383,-0.20889000000000002
435,0.21706,0.03447816177987905,-0.2060330347897892
436,0.21706,0.06973162206086837,-0.1969158600752368
437,0.21706,0.10286632229144138,-0.1818154965965314
438,0.21706,0.13287548137205962,-0.16119076125682094
439,0.21706,0.1588472861894257,-0.13566832620278285
440,0.21706,0.17999259659653133,-0.10602367770855876
441,0.21706,0.19566892303670005,-0.07315755341772955
442,0.21706,0.2053999482636511,-0.038068573885811044
443,0.21706,0.20889000000000002,-0.001822900000000051
444,0.22496,0.20881,0.0018222000000000002
445,0.22496,0.20532128519713447,0.03805399266617057
446,0.22496,0.19559398704113748,0.07312953402142897
447,0.22496,0.17992366456422865,0.10598307149077599
448,0.22496,0.158786452585303,0.13561636696289767
449,0.22496,0.13282459459439488,0.16112902775004462
450,0.22496,0.10282692850922402,0.18174586456422862
451,0.22496,0.06970491823423683,0.19684044525147357
452,0.22496,0.03446495929109289,0.20595412861582382
453,0.22496,-0.0018221999999999874,0.20881
454,0.22496,-0.038053992666170565,0.20532128519713447
455,0.22496,-0.07312953402142897,0.19559398704113748
456,0.22496,-0.10598307149077596,0.17992366456422865
457,0.22496,-0.1356163669628977,0.158786452585303
458,0.22496,-0.1611290277500446,0.1328245945943949
459,0.22496,-0.18174586456422864,0.10282692850922398
460,0.22496,-0.19684044525147357,0.06970491823423683
461,0.22496,-0.20595412861582382,0.03446495929109286
462,0.22496,-0.20881,-0.0018221999999999746
463,0.22496,-0.20532128519713447,-0.0380539926661706
464,0.22496,-0.19559398704113748,-0.07312953402142895
465,0.22496,-0.17992366456422862,-0.10598307149077603
466,0.22496,-0.158786452585303,-0.13561636696289767
467,0.22496,-0.1328245945943949,-0.1611290277500446
468,0.22496,-0.10282692850922409,-0.1817458645642286
469,0.22496,-0.06970491823423676,-0.19684044525147357
470,0.22496,-0.034464959291092875,-0.20595412861582382
471,0.22496,0.0018221999999999618,-0.20881
472,0.22496,0.038053992666170496,-0.2053212851971345
473,0.22496,0.07312953402142902,-0.19559398704113748
474,0.22496,0.10598307149077603,-0.17992366456422862
475,0.22496,0.13561636696289767,-0.158786452585303
476,0.22496,0.16112902775004456,-0.1328245945943949
477,0.22496,0.18174586456422856,-0.10282692850922409
478,0.22496,0.19684044525147357,-0.06970491823423677
479,0.22496,0.20595412861582382,-0.03446495929109288
480,0.22496,0.20881,0.001822199999999949
481,0.22496,0.20881,-0.0018222000000000002
482,0.22496,0.20595412861582382,0.034464959291092875
483,0.22496,0.19684044525147357,0.0697049182342368
484,0.22496,0.18174586456422864,0.10282692850922398
485,0.22496,0.16112902775004462,0.13282459459439486
486,0.22496,0.1356163669628977,0.158786452585303
487,0.22496,0.10598307149077603,0.17992366456422862
488,0.22496,0.073129534021429,0.19559398704113748
489,0.22496,0.038053992666170586,0.20532128519713447
490,0.22496,0.001822200000000013,0.20881
491,0.22496,-0.03446495929109287,0.20595412861582382
492,0.22496,-0.0697049182342368,0.19684044525147357
493,0.22496,-0.10282692850922395,0.18174586456422864
494,0.22496,-0.13282459459439488,0.16112902775004462
495,0.22496,-0.15878645258530297,0.13561636696289772
496,0.22496,-0.17992366456422865,0.10598307149077599
497,0.22496,-0.19559398704113748,0.073129534021429
498,0.22496,-0.20532128519713447,0.03805399266617056
499,0.22496,-0.20881,0.0018222000000000258
500,0.22496,-0.20595412861582382,-0.0344649592910929
501,0.22496,-0.19684044525147357,-0.06970491823423679
502,0.22496,-0.18174586456422862,-0.10282692850922402
503,0.22496,-0.16112902775004462,-0.13282459459439486
504,0.22496,-0.13561636696289772,-0.15878645258530297
505,0.22496,-0.1059830714907761,-0.1799236645642286
506,0.22496,-0.07312953402142892,-0.19559398704113748
507,0.22496,-0.03805399266617057,-0.20532128519713447
508,0.22496,-0.0018222000000000385,-0.20881
509,0.22496,0.0344649592910928,-0.20595412861582385
510,0.22496,0.06970491823423686,-0.19684044525147357
511,0.22496,0.10282692850922402,-0.18174586456422862
512,0.22496,0.13282459459439486,-0.16112902775004462
513,0.22496,0.15878645258530294,-0.13561636696289772
514,0.22496,0.17992366456422856,-0.1059830714907761
515,0.22496,0.19559398704113748,-0.07312953402142894
516,0.22496,0.20532128519713447,-0.03805399266617058
517,0.22496,0.20881,-0.0018222000000000513
518,0.23285,0.20881999999999998,0.0018224
519,0.23285,0.20533109854502904,0.03805592610949783
520,0.23285,0.19560331556331667,0.07313314216138637
