origId,d,T,d_nm,Points:0,Points:1,Points:2,iceLabel
3693,2e-08,500,20.0,-2.0353,0.9821799999999999,3.0404000000000004e-09,0
3739,2e-08,500,20.0,-2.0662,0.9908600000000001,2.1748e-09,0
3775,2e-08,500,20.0,-2.0232,0.94327,-4.4776e-09,0
3777,2e-08,500,20.0,-2.0197,0.90641,2.5556e-09,0
3779,2e-08,500,20.0,-1.9797,0.7107600000000001,1.5433e-09,0
3784,2e-08,500,20.0,-2.0007,0.72438,2.5051e-09,0
3785,2e-08,500,20.0,-2.0279,0.83342,2.7157999999999998e-14,0
3786,2e-08,500,20.0,-2.0536,0.92019,-2.8145999999999998e-09,0
3787,2e-08,500,20.0,-2.0263,0.79275,2.095e-09,0
3788,2e-08,500,20.0,-2.0557,0.92432,-8.0624e-09,0
3789,2e-08,500,20.0,-2.0082,0.69414,5.6051e-10,0
3790,2e-08,500,20.0,-1.9797,0.52558,-5.9463e-10,0
3791,2e-08,500,20.0,-2.0161,0.69402,1.9554e-09,0
3792,2e-08,500,20.0,-2.0122,0.63676,-2.291e-09,0
3793,2e-08,500,20.0,-1.9487,0.050917000000000004,-3.0899e-11,0
3794,2e-08,500,20.0,-2.0885,0.96875,-1.7557e-09,0
3795,2e-08,500,20.0,-2.0653,0.86045,-2.1153000000000003e-09,0
3796,2e-08,500,20.0,-2.0281,0.6452100000000001,-1.5015e-09,0
3797,2e-08,500,20.0,-2.0832,0.89961,-5.7345e-09,0
3798,2e-08,500,20.0,-1.973,0.054694000000000007,-1.2037000000000002e-10,0
3799,2e-08,500,20.0,-2.0,0.36146,-2.6175999999999997e-09,0
3800,2e-08,500,20.0,-2.0655,0.76836,-3.7543000000000006e-09,0
3801,2e-08,500,20.0,-2.0487,0.63805,5.4288e-09,0
3802,2e-08,500,20.0,-1.9988,0.21919,-3.1461e-10,0
3803,2e-08,500,20.0,-2.103,0.88936,-2.429e-09,0
3804,2e-08,500,20.0,-2.0165,0.35807,8.513500000000001e-10,0
3805,2e-08,500,20.0,-2.0877,0.77874,-9.293999999999999e-10,0
3806,2e-08,500,20.0,-2.092,0.78735,3.449e-09,0
3807,2e-08,500,20.0,-2.1047,0.83383,-2.6726999999999998e-11,0
3808,2e-08,500,20.0,-2.0284,0.23881,4.1964999999999994e-10,0
3809,2e-08,500,20.0,-2.0606,0.51315,3.6391e-10,0
3810,2e-08,500,20.0,-2.1227,0.89143,-2.5989e-09,0
3811,2e-08,500,20.0,-2.1238,0.8808799999999999,4.6031e-09,0
3812,2e-08,500,20.0,-2.0813,0.58846,6.4777e-10,0
3813,2e-08,500,20.0,-2.1116,0.76952,3.0664e-10,0
3814,2e-08,500,20.0,-2.0936,0.5928899999999999,-1.8275e-09,0
3815,2e-08,500,20.0,-2.1131,0.72027,-3.5315e-09,0
3816,2e-08,500,20.0,-2.145,0.8818600000000001,6.1119e-09,0
3817,2e-08,500,20.0,-2.1591,0.94432,-2.988e-09,0
3818,2e-08,500,20.0,-2.2656,1.034,6.7211999999999995e-09,0
3819,2e-08,500,20.0,-2.1363,0.8009,-1.3691e-09,0
3820,2e-08,500,20.0,-2.0881,0.36987,-7.5753e-11,0
3821,2e-08,500,20.0,-2.0984,0.47447,2.852e-11,0
3822,2e-08,500,20.0,-2.1409,0.7822600000000001,-3.9389e-09,0
3823,2e-08,500,20.0,-2.0864,0.25356,1.1590999999999999e-09,0
3824,2e-08,500,20.0,-2.1263,0.6200100000000001,-1.5284e-09,0
3825,2e-08,500,20.0,-2.1356,0.66677,-2.0371e-09,0
3826,2e-08,500,20.0,-2.1582,0.7711399999999999,-3.3544999999999996e-10,0
3827,2e-08,500,20.0,-2.1643,0.83221,9.7166e-09,0
3828,2e-08,500,20.0,-2.1626,0.7844399999999999,-1.3952000000000001e-09,0
3829,2e-08,500,20.0,-2.1796,0.8477299999999999,5.6798e-09,0
3830,2e-08,500,20.0,-2.1938,0.9339,-3.5246e-09,0
3831,2e-08,500,20.0,-2.1853,0.85513,-4.9143e-10,0
3832,2e-08,500,20.0,-2.1282,0.29714,1.855e-09,0
3833,2e-08,500,20.0,-2.164,0.66419,4.407899999999999e-09,0
3834,2e-08,500,20.0,-2.2349,1.0197,-4.922900000000001e-10,0
3835,2e-08,500,20.0,-2.207,0.91,4.486699999999999e-09,0
3836,2e-08,500,20.0,-2.1454,0.24316999999999997,1.6147999999999998e-09,0
3837,2e-08,500,20.0,-2.1484,0.29013,-5.225800000000001e-10,0
3838,2e-08,500,20.0,-2.1966,0.78655,-7.2492e-10,0
3839,2e-08,500,20.0,-2.221,0.93034,4.6251e-10,0
3840,2e-08,500,20.0,-2.1979,0.71307,1.7874999999999999e-09,0
3841,2e-08,500,20.0,-2.191,0.57614,3.3933000000000003e-09,0
3842,2e-08,500,20.0,-2.2177,0.8353700000000001,7.8581e-10,0
3843,2e-08,500,20.0,-2.2264,0.8859999999999999,5.7452e-10,0
3844,2e-08,500,20.0,-2.2126,0.72614,-3.2534999999999996e-09,0
3845,2e-08,500,20.0,-2.2139,0.70587,3.8268e-09,0
3846,2e-08,500,20.0,-2.2822,1.0266,-5.009e-10,0
3847,2e-08,500,20.0,-2.247,0.9031799999999999,-5.7218e-09,0
3848,2e-08,500,20.0,-2.2046,0.39876999999999996,-1.2152000000000001e-09,0
3849,2e-08,500,20.0,-2.2025,0.27291,5.0819e-10,0
3850,2e-08,500,20.0,-2.2052,0.36684,1.4488e-09,0
3851,2e-08,500,20.0,-2.2494,0.85336,-9.7772e-10,0
3852,2e-08,500,20.0,-2.2787,1.0145,1.0734e-09,0
3853,2e-08,500,20.0,-2.2295,0.47293999999999997,1.0274000000000002e-09,0
3854,2e-08,500,20.0,-2.2573,0.81916,-1.0617e-09,0
3855,2e-08,500,20.0,-2.2674,0.84046,3.5429000000000005e-11,0
3856,2e-08,500,20.0,-2.2403,0.50975,-5.1649e-10,0
3857,2e-08,500,20.0,-2.2698,0.8076300000000001,5.5762e-09,0
3858,2e-08,500,20.0,-2.2529,0.59345,-4.9417e-12,0
3859,2e-08,500,20.0,-2.2827,0.91545,9.3249e-10,0
3860,2e-08,500,20.0,-2.2682,0.69117,-2.4219e-10,0
3861,2e-08,500,20.0,-2.2624,0.52142,1.6066e-09,0
3862,2e-08,500,20.0,-2.2813,0.7972899999999999,9.993400000000002e-10,0
3863,2e-08,500,20.0,-2.3017,0.9798,2.8176999999999995e-09,0
