origId,d,T,d_nm,Points:0,Points:1,Points:2,iceLabel
3712,2e-08,500,20.0,-2.1963,1.0246,3.1581999999999997e-09,0
3762,2e-08,500,20.0,-2.1902,1.0176,1.5807000000000001e-09,0
3769,2e-08,500,20.0,-1.9963,0.89584,-4.2036000000000004e-10,0
3774,2e-08,500,20.0,-2.0267,0.95939,-2.4887e-10,0
3775,2e-08,500,20.0,-2.0161,0.90012,-4.7157e-09,0
3777,2e-08,500,20.0,-2.0127,0.85551,5.3664e-09,0
3781,2e-08,500,20.0,-2.0254,0.8718899999999999,5.0838e-09,0
3784,2e-08,500,20.0,-2.0499,0.9103700000000001,-4.7197e-09,0
3786,2e-08,500,20.0,-2.0361,0.82906,-2.8879e-09,0
3788,2e-08,500,20.0,-2.0093,0.6937,2.4531999999999998e-09,0
3790,2e-08,500,20.0,-2.0515,0.8296,-1.4042000000000002e-09,0
3791,2e-08,500,20.0,-2.0893,0.9774799999999999,-3.4453e-09,0
3792,2e-08,500,20.0,-2.0124,0.6211399999999999,2.3743000000000004e-09,0
3793,2e-08,500,20.0,-2.0563,0.83073,-4.2063e-09,0
3794,2e-08,500,20.0,-1.9994,0.51925,1.3318e-11,0
3795,2e-08,500,20.0,-2.0469,0.75783,2.3296999999999997e-10,0
3796,2e-08,500,20.0,-2.0052,0.4594,1.732e-09,0
3797,2e-08,500,20.0,-2.0639,0.7913,-5.5622e-09,0
3798,2e-08,500,20.0,-2.0781,0.85765,1.3833000000000002e-09,0
3799,2e-08,500,20.0,-2.1216,0.9930700000000001,3.1175000000000005e-09,0
3800,2e-08,500,20.0,-2.0918,0.9019299999999999,4.1658e-10,0
3801,2e-08,500,20.0,-2.0737,0.79468,3.3438000000000004e-10,0
3802,2e-08,500,20.0,-2.0167,0.3705,-1.5967999999999999e-10,0
3803,2e-08,500,20.0,-2.1018,0.8807799999999999,5.0709e-10,0
3804,2e-08,500,20.0,-2.0167,0.28922,-1.4313e-09,0
3805,2e-08,500,20.0,-2.0519,0.56072,-6.7479e-10,0
