temperature,pressure
358.712,146.63
508.328,331.423
412.134,209.207
499.257,319.625
457.306,265.38
319.063,100.914
486.512,303.262
500.378,321.402
509.006,333.08
506.404,329.599
501.959,324.093
490.377,309.127
509.509,334.256
509.509,334.256
586.736,572.126
586.768,574.483
591.519,594.377
591.231,593.365
593.161,598.024
591.769,594.962
591.139,592.968
590.791,591.782
591.307,593.06
590.543,590.915
590.35,590.219
590.864,589.502
590.645,589.362
589.913,588.685
589.713,587.976
589.323,586.546
589.542,587.365
589.197,585.611
588.989,585.282
588.547,582.142
588.94,585.229
588.148,580.781
587.765,580.783
587.346,578.013
586.983,576.828
587.813,581.231
586.903,577.76
588.11,582.254
587.762,581.025
587.636,580.578
587.096,578.708
586.647,577.13
586.382,576.007
587.073,578.603
585.974,574.02
587.086,578.644
585.955,573.787
586.003,574.225
586.219,575.486
586.579,576.861
586.897,577.978
586.453,576.419
586.454,576.419
586.304,575.223
586.259,575.44
586.587,576.884
586.363,576.007
586.428,575.792
586.788,577.582
586.527,576.669
586.456,576.393
586.67,577.162
586.464,576.323
586.481,576.398
586.603,576.928
586.504,576.573
586.528,576.664
586.515,576.605
586.744,576.739
586.842,576.655
586.561,576.78
586.54,576.701
586.58,576.841
586.567,576.798
586.586,576.861
586.586,576.859
586.666,576.755
586.566,576.796
586.566,576.784
586.563,576.785
586.566,576.791
595.676,602.254
596.36,604.508
595.96,606.144
593.75,601.014
594.411,602.53
594.411,602.53
593.986,601.906
593.684,601.428
593.449,600.816
594.212,602.75
592.906,599.211
592.385,597.36
595.078,604.936
592.416,597.532
593.578,601.531
593.231,600.443
592.822,599.015
595.517,606.416
594.74,604.665
593.05,599.868
592.675,598.525
594.5,604.415
597.889,608.757
593.05,599.868
595.616,606.723
595.7,606.974
593.149,600.22
593.323,600.838
596.633,608.087
594.114,603.49
594.114,603.49
593.522,601.528
595.235,606.234
595.8,607.242
593.709,602.177
593.516,601.511
595.243,606.236
592.913,599.381
595.815,607.224
593.148,600.212
593.449,601.261
597.661,607.612
593.405,601.098
594.103,603.387
593.012,599.717
595.762,607.015
595.086,605.596
593.022,599.731
594.615,604.638
592.291,597.149
593.105,600.0
592.876,599.178
594.013,602.791
595.271,605.268
592.742,598.699
593.564,601.414
593.533,601.1
593.331,600.391
595.347,603.822
591.354,593.789
592.62,598.051
579.834,542.755
517.539,385.603
541.491,421.295
544.822,431.725
547.497,440.779
548.196,441.567
553.251,458.494
591.497,586.947
558.928,476.058
560.612,482.981
566.915,504.254
568.884,511.382
569.196,512.64
573.546,527.08
572.064,522.772
573.345,527.008
578.791,544.535
575.013,532.41
572.106,522.956
579.986,548.942
577.053,540.535
594.781,599.099
585.376,568.845
581.86,558.069
581.507,556.934
585.877,572.077
585.59,571.197
585.366,570.668
584.851,569.055
594.099,596.617
588.367,580.051
585.055,569.958
586.157,574.049
586.953,576.927
588.288,581.31
587.865,580.446
589.715,586.922
591.694,592.494
588.257,581.91
588.758,583.75
591.215,592.069
589.625,586.95
593.246,596.375
590.223,589.197
590.029,588.514
590.161,589.043
593.18,597.924
590.644,590.81
595.487,601.637
593.06,598.343
595.531,601.775
328.953,111.201
429.696,231.542
492.081,311.908
503.012,326.026
509.22,334.12
493.756,314.743
510.879,337.546
510.829,337.876
511.435,338.847
511.892,340.135
509.882,337.087
509.882,337.087
511.857,340.348
512.432,341.747
480.228,300.776
514.514,345.947
514.403,346.624
402.422,199.877
516.258,351.053
515.644,350.891
517.165,353.505
517.472,355.453
520.354,361.888
516.622,356.477
521.598,365.219
522.562,367.729
525.512,375.891
475.218,306.276
437.906,254.188
479.65,313.879
530.897,390.852
530.892,390.753
531.638,392.799
532.031,394.076
531.945,393.493
533.207,397.508
474.045,311.034
533.154,397.921
510.468,365.785
517.911,379.465
296.428,73.8915
257.334,29.8238
297.736,75.5804
300.45,77.3602
315.32,95.558
274.33,49.5006
342.969,127.687
248.533,20.0332
325.551,108.435
248.598,20.0998
377.762,167.838
242.996,13.8328
308.807,89.8547
396.11,188.276
353.378,140.349
419.721,215.548
499.804,316.51
494.705,309.288
405.39,199.376
494.705,309.288
419.721,215.548
258.279,31.4754
461.308,265.535
487.882,299.919
374.848,164.356
489.562,302.304
332.365,116.839
500.445,317.47
479.232,288.539
500.703,317.47
380.686,171.318
310.652,92.1961
426.072,223.237
496.86,312.45
334.715,119.7
405.39,199.376
451.103,253.311
492.545,306.566
483.519,294.414
405.39,199.376
501.544,319.142
483.519,294.414
501.544,319.142
500.505,317.659
244.961,16.1123
483.519,294.414
361.437,149.954
497.789,313.826
485.479,297.117
237.969,8.09334
237.969,8.09334
337.096,122.578
498.631,315.077
268.357,44.1773
474.721,283.101
501.08,318.536
493.858,308.452
457.088,260.843
414.715,210.485
438.67,238.552
477.125,286.293
417.838,214.204
496.153,311.763
392.499,185.237
479.421,289.354
420.969,217.936
395.487,188.732
420.969,217.936
490.609,304.242
465.663,271.761
481.603,292.28
447.979,249.99
424.108,221.682
465.663,271.761
447.979,249.99
424.108,221.682
468.386,275.267
237.55,7.50289
427.254,225.441
503.774,322.625
471.027,278.691
471.027,278.691
499.62,316.793
451.037,253.78
485.613,297.698
451.037,253.78
495.799,311.526
502.644,321.089
503.819,322.763
487.435,300.18
473.578,282.02
504.268,323.404
457.046,261.289
504.077,323.16
356.976,145.891
410.708,206.483
237.291,7.24782
504.675,324.042
241.181,12.3414
497.774,314.319
504.675,324.042
459.983,264.987
234.371,4.02543
462.865,268.636
501.949,320.179
503.664,322.615
443.021,244.442
502.399,320.835
465.681,272.226
240.827,12.2624
504.888,324.402
449.266,252.084
395.445,189.275
495.887,311.842
500.741,318.546
449.266,252.084
471.081,279.172
495.887,311.842
505.287,324.993
486.648,299.376
496.919,313.287
370.192,160.943
505.408,325.182
426.451,224.96
505.518,325.352
429.649,228.753
299.529,82.2515
478.466,288.816
458.4,263.42
502.304,320.793
404.571,199.774
264.858,42.597
378.518,170.373
239.8,12.288
407.677,203.363
352.561,141.446
436.07,236.419
381.368,173.602
436.07,236.419
502.727,321.406
480.707,291.777
436.07,236.419
499.484,316.9
297.273,91.8545
482.829,294.595
492.934,307.977
480.707,291.777
492.934,307.977
495.397,311.376
390.152,183.574
503.455,322.464
504.745,324.288
500.819,318.793
469.752,277.83
504.745,324.288
445.673,248.039
362.847,152.987
289.377,71.1203
496.473,312.867
451.97,255.774
426.879,225.803
311.485,95.8831
497.454,314.232
474.902,284.494
340.909,128.621
504.306,323.71
502.38,321.021
502.38,321.021
426.879,225.803
455.06,259.607
505.245,325.04
430.143,229.674
270.273,49.4337
433.412,233.572
506.173,326.404
238.965,12.656
494.251,310.027
273.929,52.6347
376.636,168.473
506.267,326.569
379.522,171.723
505.274,325.162
466.797,274.405
296.598,79.2444
505.274,325.162
411.952,208.599
382.449,175.028
504.134,323.563
443.185,245.36
497.467,314.456
277.032,57.2095
388.43,181.798
489.237,303.487
388.43,181.798
504.627,324.287
232.203,4.1345
474.677,284.568
449.592,253.209
499.166,316.814
477.084,287.709
506.147,326.478
452.735,257.098
479.372,290.713
493.551,309.335
503.428,322.664
238.693,13.128
505.212,325.166
360.987,150.978
500.569,318.777
479.372,290.713
479.372,290.713
505.984,326.281
494.767,310.997
505.375,325.415
504.343,323.996
461.808,268.475
505.524,325.646
506.562,327.152
404.056,199.66
496.905,313.931
467.459,275.676
506.607,327.263
467.459,275.676
503.098,322.364
506.234,326.705
410.537,207.159
505.036,325.032
505.23,325.327
503.474,322.908
503.474,322.908
447.982,251.614
380.859,173.267
506.443,327.077
451.141,255.527
505.571,325.856
420.425,218.73
479.736,291.637
506.303,326.92
506.786,327.678
481.835,294.408
501.941,320.953
504.678,324.675
393.127,187.195
504.919,325.038
505.14,325.375
502.877,322.293
295.285,77.2313
506.543,327.351
326.23,111.856
399.477,194.476
503.284,322.879
503.284,322.879
499.216,317.458
499.216,317.458
503.656,323.417
440.272,242.548
499.938,318.463
443.504,246.514
506.532,327.455
409.216,205.754
409.216,205.754
493.196,309.63
446.69,250.45
507.066,328.326
501.213,320.25
506.02,326.762
446.69,250.45
504.866,325.212
506.939,328.126
504.866,325.212
495.476,312.739
507.18,328.601
378.932,170.919
219.612,1.29834
226.537,3.82909
286.695,59.5655
295.221,67.7898
334.023,105.744
304.481,76.7883
228.14,7.43336
298.243,71.1667
317.386,90.0249
305.77,78.2376
295.222,67.7898
343.109,114.666
336.34,108.437
363.131,134.225
329.844,103.011
363.131,134.225
353.927,125.942
363.131,134.225
366.738,138.561
351.161,124.359
360.131,133.417
366.738,138.561
328.049,100.671
366.738,138.561
330.031,103.011
282.062,55.2778
366.738,138.561
343.357,116.924
326.538,98.3832
356.926,131.332
367.302,140.642
368.425,141.021
280.82,54.0496
368.425,141.021
370.479,143.054
363.807,136.428
283.347,56.6031
354.003,127.787
356.926,131.332
315.346,89.3539
372.18,145.544
360.131,133.417
262.34,36.3249
345.857,119.931
330.48,103.011
378.369,152.584
302.6,76.0489
360.711,132.357
311.07,84.2776
376.059,150.247
370.144,145.631
327.803,102.321
248.347,23.1569
366.714,141.414
378.369,152.584
378.445,154.264
378.369,152.584
378.369,152.584
359.927,135.003
348.422,123.043
378.445,154.264
275.492,48.8184
386.792,162.922
284.008,57.3139
316.872,91.1792
239.651,15.3996
336.302,110.48
391.193,168.403
258.514,32.3855
391.193,168.403
366.163,142.724
372.7,150.933
386.392,164.197
395.71,174.084
400.336,179.956
275.495,48.8184
359.371,136.584
392.787,170.99
369.396,146.769
321.728,97.0786
397.24,176.64
390.505,169.403
401.78,182.453
296.068,69.9196
320.06,95.0383
395.71,174.084
372.7,150.933
359.371,136.584
397.24,176.64
380.957,159.154
333.691,109.513
390.505,169.403
362.282,140.24
388.552,168.831
230.321,7.65729
365.26,144.003
287.561,61.3576
405.055,186.002
384.719,163.932
398.961,180.239
414.719,198.532
409.854,192.204
414.714,198.532
248.735,22.8306
409.854,192.204
371.418,151.836
403.282,185.837
415.787,200.658
407.648,191.525
424.531,211.433
327.069,103.682
412.041,197.277
396.393,178.947
412.041,197.277
424.531,211.433
374.594,155.891
424.531,211.433
259.744,33.2538
425.253,213.135
416.448,203.068
416.448,203.068
404.402,189.374
429.439,217.93
429.439,217.93
420.848,208.864
377.829,160.028
264.88,38.3439
434.311,224.402
335.068,113.649
420.848,208.864
434.311,224.402
239.611,14.5358
384.465,168.499
352.198,132.627
349.64,129.428
373.071,156.421
429.561,220.374
272.521,46.1318
302.485,77.7042
439.119,230.814
320.898,98.3362
320.898,98.3362
443.833,237.128
401.243,187.631
241.924,16.2914
443.833,237.128
315.929,92.1828
337.239,116.349
408.723,197.264
420.562,210.505
408.723,197.264
443.675,237.662
420.562,210.505
357.525,139.271
354.826,135.909
376.185,160.319
452.875,249.331
376.185,160.319
278.544,55.4784
357.525,139.271
341.8,122.002
448.036,243.527
349.663,129.428
452.258,249.232
412.47,202.068
292.559,67.3914
412.47,202.068
322.705,100.536
260.518,33.8265
333.567,111.033
457.153,255.162
457.153,255.162
304.94,80.723
363.126,146.225
398.246,185.946
461.237,260.777
294.472,69.7115
460.211,260.088
423.624,216.295
419.93,211.593
460.211,260.088
419.93,211.593
450.055,247.637
405.283,194.764
408.812,199.168
465.113,266.158
307.588,83.9718
389.114,176.392
453.819,252.688
389.114,176.392
252.161,25.3832
468.764,271.287
468.764,271.287
472.182,276.142
408.812,199.168
472.182,276.142
295.485,70.9388
295.485,70.9388
310.449,87.4764
354.462,137.607
392.434,180.5
371.986,157.18
457.449,257.574
326.447,105.173
375.043,160.952
430.906,225.537
309.331,85.6904
354.462,137.607
275.499,49.6698
357.196,140.967
415.851,207.933
473.827,279.107
395.775,184.631
310.713,87.4764
297.634,73.5456
473.827,279.107
339.476,121.181
481.003,288.894
399.13,188.78
399.13,188.78
286.348,61.2957
444.849,243.254
405.857,197.103
481.892,290.613
344.394,127.229
485.728,295.825
384.443,172.526
256.559,29.3704
387.63,176.443
426.263,220.919
344.394,127.229
485.728,295.825
448.177,247.511
344.394,127.229
354.409,137.607
232.491,7.11395
368.673,155.033
484.182,293.908
429.675,225.192
346.95,130.374
476.062,282.987
390.834,180.376
486.282,296.938
489.619,301.566
318.709,97.5974
436.384,233.64
466.819,271.074
469.674,274.887
277.894,52.1433
319.169,97.5974
454.616,255.806
439.676,237.811
491.286,304.027
491.286,304.027
397.27,188.259
397.27,188.259
249.074,21.4462
377.682,166.02
249.074,21.4462
483.225,292.944
442.924,241.936
485.293,295.846
422.526,217.762
380.73,169.722
491.547,304.542
279.473,53.5961
246.375,18.6456
463.677,267.655
279.64,54.3914
425.805,221.83
406.928,200.035
410.137,203.935
432.293,229.88
328.717,110.023
432.293,229.88
497.42,313.009
262.945,35.8486
293.716,69.348
455.411,257.914
330.939,112.787
366.187,153.915
484.125,294.633
366.187,153.915
496.647,311.779
496.546,311.779
455.411,257.914
234.606,7.63282
393.023,184.57
416.534,211.691
281.807,57.1032
314.669,76.7771
316.326,78.6346
317.247,79.9286
316.33,78.6346
304.18,69.2473
316.334,78.6346
316.327,78.6346
280.676,50.3072
315.408,78.489
318.981,81.8507
319.791,82.4845
319.791,82.4845
319.791,82.4845
320.764,83.8276
321.606,84.4907
321.606,84.4907
301.831,68.919
323.492,86.5702
318.785,82.2593
323.492,86.5702
296.542,64.8493
323.493,86.5702
314.566,79.8884
325.441,88.7409
325.441,88.7409
325.441,88.7409
324.528,88.0083
323.495,86.5702
327.471,91.0212
279.136,50.648
325.442,88.7409
324.292,88.427
324.292,88.427
304.276,71.7297
304.313,71.7297
327.471,91.0212
316.205,81.7204
329.576,93.4279
329.576,93.4279
317.838,83.6343
322.646,87.6697
328.583,92.6091
329.7,93.4279
330.736,95.1071
324.55,89.8874
273.582,45.971
306.86,74.73
308.209,76.3288
286.471,57.262
280.394,52.1224
332.975,97.7528
280.469,52.1224
334.062,98.6763
323.192,89.9841
323.192,89.9841
328.578,94.6982
332.667,98.2601
309.603,78.0039
325.106,92.3258
341.543,107.752
334.977,101.075
338.942,104.563
312.522,81.5881
330.709,97.3013
338.942,104.563
338.942,104.563
318.499,86.371
338.942,104.563
338.942,104.563
341.543,107.752
332.928,100.036
344.255,111.102
321.958,90.7556
264.702,38.7185
344.255,111.102
315.625,85.4665
290.605,62.2638
345.891,111.102
347.087,114.607
323.813,93.0814
347.087,114.607
331.483,100.019
331.322,100.019
276.749,49.708
337.618,105.884
345.209,113.762
245.35,21.9033
277.306,50.3442
335.778,105.647
353.117,122.052
292.392,64.4396
284.476,57.0141
335.781,105.647
351.57,120.597
327.707,97.9679
293.315,65.551
320.645,91.744
329.747,100.509
356.322,125.977
354.688,124.424
354.689,124.424
356.322,125.977
312.756,84.5365
356.322,125.977
331.854,103.102
354.004,124.586
331.854,103.102
348.109,118.887
359.661,130.034
345.261,132.794
506.941,328.216
461.651,269.281
503.921,324.134
507.213,328.705
505.92,326.84
507.143,328.617
503.921,324.134
507.263,328.815
499.769,318.655
490.527,306.561
506.243,327.359
438.769,241.079
505.342,326.249
507.434,329.2
506.524,327.822
502.108,321.939
505.565,326.59
478.557,291.24
480.511,293.823
480.511,293.823
507.431,329.221
507.535,329.448
506.989,328.623
420.032,218.567
507.454,329.34
332.71,117.928
507.675,329.782
507.669,329.75
507.684,329.784
500.01,319.531
507.369,329.318
507.456,329.483
500.601,320.364
507.835,330.132
507.845,330.196
491.072,307.989
507.829,330.138
446.066,250.681
401.556,196.562
448.532,253.846
508.398,331.493
507.185,329.802
508.597,331.926
499.257,319.624
459.227,267.98
486.512,303.261
487.557,304.8
508.831,332.503
459.227,267.98
508.071,331.588
488.544,306.281
506.404,329.598
509.234,333.509
506.404,329.598
509.432,333.938
509.432,333.938
594.589,601.417
593.69,598.617
591.824,595.392
591.877,595.439
591.147,593.058
592.754,596.626
592.337,595.199
586.047,570.504
591.815,592.596
591.815,592.596
590.109,589.38
590.645,589.361
589.903,588.644
589.669,587.807
589.554,586.973
589.197,585.61
588.475,577.425
589.094,585.777
589.026,585.525
588.15,580.634
588.623,584.095
588.303,582.975
588.414,583.352
588.365,583.16
587.877,581.458
588.097,582.2
587.495,580.106
587.943,581.656
587.849,581.32
587.36,579.609
586.583,576.9
586.695,577.262
586.195,575.441
587.086,578.643
587.086,578.643
587.077,578.606
586.747,577.452
587.088,578.639
586.249,574.984
586.212,575.239
586.663,577.151
586.745,577.434
586.676,577.193
586.696,577.262
586.731,577.381
586.568,576.813
586.429,576.263
586.62,576.99
586.482,576.49
586.633,577.034
586.64,577.055
586.673,577.166
586.617,576.971
586.59,576.881
586.625,576.998
586.54,576.704
586.537,576.694
586.553,576.749
586.54,576.701
586.597,576.9
586.545,576.724
586.578,576.833
586.58,576.84
586.565,576.792
586.557,576.757
586.573,576.817
586.56,576.776
586.562,576.782
596.238,604.085
594.785,602.048
593.5,600.062
594.189,601.698
592.92,598.793
592.92,598.793
593.439,600.509
592.67,598.207
592.107,596.307
593.799,601.856
592.636,598.238
591.646,594.689
591.81,595.291
596.09,606.558
592.743,598.689
593.231,600.443
595.301,605.704
592.709,598.619
592.609,598.266
594.155,603.436
594.234,603.72
595.7,606.974
596.602,608.034
594.002,603.101
593.481,601.398
594.367,604.18
592.686,598.56
595.17,606.081
593.066,599.915
594.447,604.419
592.947,599.493
592.84,599.116
595.228,606.141
592.828,599.078
595.241,606.209
593.482,601.382
594.16,603.605
595.199,606.021
593.84,602.538
593.84,602.538
592.873,599.226
592.499,597.897
594.305,603.844
597.661,607.612
595.638,606.561
595.543,606.223
592.93,599.397
593.54,601.442
592.825,599.021
592.55,598.054
592.12,596.524
592.582,598.147
594.587,603.83
592.776,598.776
594.6,602.947
593.903,601.492
593.477,600.576
591.509,594.347
591.612,594.714
482.009,330.313
373.311,164.621
405.506,211.169
578.417,537.49
546.331,436.386
547.148,438.535
549.846,447.56
561.92,486.152
546.544,443.34
553.421,458.032
552.889,457.194
555.799,467.067
558.928,476.057
559.103,477.972
559.485,479.358
590.608,583.601
570.222,515.54
569.196,512.639
581.074,552.934
574.853,532.214
581.074,552.934
582.471,558.678
577.95,543.99
580.345,552.377
580.859,554.474
581.689,557.515
585.561,570.135
585.877,572.077
585.165,570.031
589.884,583.918
590.369,585.556
585.461,571.322
589.884,583.918
585.909,573.04
587.305,577.627
587.583,578.469
589.014,583.806
587.429,578.7
591.928,591.447
588.942,584.022
590.292,588.839
590.565,589.627
591.217,591.421
594.099,596.617
590.625,590.099
591.543,592.643
589.433,586.278
590.202,588.872
592.342,594.892
590.494,590.219
592.049,595.205
592.652,596.825
591.537,593.777
591.33,593.341
592.699,597.644
593.843,600.353
509.963,335.224
510.126,335.724
494.545,316.215
495.374,317.743
509.882,337.087
511.323,339.058
505.946,331.938
396.27,191.389
497.088,321.011
477.66,296.173
512.975,342.753
512.432,341.747
513.048,343.258
513.048,343.258
478.929,298.43
514.191,345.775
515.141,348.475
517.141,353.367
516.735,352.514
505.359,338.119
506.576,340.75
518.034,355.957
515.523,353.829
492.169,323.482
520.6,362.407
516.622,356.477
522.338,367.127
497.393,333.86
525.419,375.398
503.144,345.468
526.473,378.268
519.579,369.587
395.743,194.821
527.826,384.062
525.293,381.766
498.029,344.26
532.058,394.341
534.461,401.225
536.793,407.779
437.405,257.361
533.71,401.756
530.383,398.085
459.372,292.736
539.716,416.178
248.943,20.7474
252.566,24.5767
228.901,3.51146
257.249,29.7322
236.566,8.01713
264.445,37.9833
236.497,7.64882
252.552,24.6046
236.46,7.46867
248.464,19.9754
371.947,160.87
350.732,137.158
396.11,188.272
399.199,191.972
258.28,31.4753
419.721,215.545
374.848,164.352
476.91,285.392
377.762,167.834
464.155,269.253
464.155,269.253
402.293,195.669
500.445,317.4
489.562,302.296
315.555,97.0315
500.445,317.4
380.686,171.315
377.762,167.834
466.926,272.871
402.293,195.669
448.048,249.499
380.686,171.315
332.372,116.839
312.857,94.5905
244.961,16.1123
501.024,318.267
496.86,312.412
497.789,313.785
496.86,312.412
500.505,317.59
358.733,146.755
497.789,313.785
485.479,297.136
364.157,153.166
474.721,283.132
502.016,319.783
299.374,80.3684
495.058,310.175
501.599,319.261
499.392,316.171
230.08,2.42126
457.088,260.86
389.527,181.754
318.545,102.017
502.826,321.051
392.499,185.241
344.391,131.266
242.28,12.9658
366.894,156.373
320.621,104.547
322.925,107.093
462.868,268.197
302.731,84.5584
420.969,217.918
503.489,322.106
241.684,12.5461
503.774,322.564
259.674,34.3555
498.876,315.712
501.771,319.751
427.254,225.425
485.613,297.725
351.877,140.009
430.407,229.202
471.027,278.699
485.613,297.725
378.021,169.278
252.721,26.2143
433.563,232.992
380.857,172.54
502.644,321.072
495.799,311.549
473.578,282.024
252.775,26.508
503.019,321.636
496.833,313.007
410.708,206.499
476.033,285.241
496.833,313.007
476.033,285.241
410.719,206.499
436.72,236.797
383.717,175.826
490.714,304.688
504.482,323.699
459.983,264.965
501.452,319.464
462.865,268.616
492.175,306.699
480.622,291.31
274.308,52.8072
504.851,324.286
465.681,272.206
389.521,182.481
234.33,3.93607
505.01,324.538
504.714,324.12
364.816,154.834
482.745,294.143
235.497,5.18974
446.154,248.257
315.493,99.9049
500.106,317.649
494.757,310.274
494.757,310.274
503.172,321.972
500.741,318.556
504.42,323.745
505.287,324.985
319.406,104.424
496.919,313.29
398.455,192.732
501.835,320.124
504.814,324.339
455.398,259.667
476.11,285.707
321.819,106.711
432.857,232.588
498.71,315.807
504.985,324.597
404.571,199.775
498.71,315.807
355.074,144.269
480.707,291.764
255.492,31.9948
499.484,316.898
332.207,118.536
308.015,91.8535
495.397,311.365
482.829,294.584
464.227,270.767
505.794,325.793
464.227,270.767
442.485,244.172
464.227,270.767
390.152,183.567
500.819,318.788
334.077,120.998
286.715,68.0682
495.397,311.365
420.389,218.159
505.742,325.73
469.752,277.831
496.473,312.857
360.216,150.037
501.392,319.604
503.768,322.92
501.392,319.604
448.838,251.928
505.901,325.985
430.143,229.67
498.347,315.467
504.306,323.709
502.803,321.621
498.347,315.467
317.122,102.18
479.612,290.668
373.793,165.277
319.077,104.354
500.56,318.574
494.251,310.025
506.046,326.256
463.977,270.822
473.703,301.241
233.982,6.12383
408.738,204.87
411.952,208.595
501.711,320.203
501.711,320.203
415.194,212.366
502.205,320.907
385.419,178.39
504.393,323.935
498.356,315.69
233.454,6.05207
505.552,325.585
474.677,284.57
489.237,303.493
498.356,315.69
506.147,326.475
503.428,322.664
506.076,326.355
477.084,287.709
455.826,260.94
505.034,324.894
494.767,311.0
493.551,309.338
493.551,309.338
397.698,192.362
504.066,323.593
506.336,326.809
336.211,123.318
483.578,296.27
506.572,327.183
251.6,28.2373
438.259,239.735
407.282,203.388
372.083,163.388
488.949,303.449
343.358,131.219
252.339,29.0659
503.098,322.364
472.711,282.448
490.496,305.535
490.496,305.535
499.465,317.475
447.982,251.618
345.829,133.954
500.172,318.461
313.847,98.274
315.874,100.417
500.816,319.363
451.141,255.53
451.141,255.53
504.129,323.861
506.213,326.767
506.566,327.31
479.736,291.635
506.303,326.922
501.404,320.19
353.529,142.473
506.387,327.071
495.591,312.459
356.213,145.418
502.431,321.653
505.993,326.533
496.619,313.871
505.14,325.374
324.056,109.47
497.561,315.17
497.561,315.17
506.228,326.925
505.344,325.687
506.684,327.62
328.45,114.291
506.95,328.067
506.532,327.455
505.868,326.515
506.532,327.455
500.603,319.387
506.532,327.455
370.077,160.949
504.599,324.807
475.971,287.226
412.505,209.597
449.822,254.345
501.771,321.047
505.112,325.585
502.28,321.77
482.303,295.57
506.417,327.423
419.118,217.387
455.894,261.967
219.332,1.29823
222.998,2.96191
220.244,1.64274
241.636,18.5326
295.221,67.7899
230.335,9.01454
266.713,40.6334
257.602,32.035
350.969,122.368
361.302,132.451
280.82,54.0497
361.302,132.451
343.109,114.666
363.131,134.226
306.999,79.6996
363.131,134.226
262.34,36.3249
360.427,132.356
366.738,138.56
366.738,138.56
356.98,129.621
366.738,138.56
361.302,132.451
370.479,143.051
351.161,124.361
253.758,28.6027
363.807,136.427
312.432,85.9048
368.425,141.018
370.479,143.051
228.149,7.02219
345.857,119.933
345.857,119.933
292.39,65.6814
348.422,123.045
378.369,152.574
274.542,47.9198
290.681,63.816
374.358,147.717
327.803,102.322
292.39,65.6814
378.369,152.574
356.926,131.335
237.323,13.6263
378.369,152.574
281.436,54.6553
292.39,65.6814
378.445,154.259
374.624,149.548
366.714,141.415
374.624,149.548
376.059,150.239
338.532,113.148
293.274,66.6763
351.057,126.267
382.517,157.634
351.057,126.267
337.444,110.481
340.769,115.911
304.949,78.7908
378.445,154.259
357.542,131.335
384.191,160.221
388.435,165.507
329.87,110.481
363.008,138.802
304.255,77.3923
246.173,21.001
382.521,157.634
386.792,162.908
386.792,162.908
302.6,76.0486
359.371,136.581
369.396,146.768
391.193,168.391
327.865,102.322
395.71,174.078
369.396,146.768
380.957,159.154
386.392,164.195
380.957,159.154
386.392,164.195
372.7,150.93
401.78,182.462
395.71,174.078
304.669,77.3923
362.282,140.235
397.24,176.642
388.552,168.831
230.817,7.89624
400.336,179.958
400.336,179.958
401.78,182.462
362.282,140.235
401.78,182.462
285.374,58.8329
243.365,17.0812
285.413,58.8329
337.916,114.747
379.515,159.594
350.459,127.919
406.397,188.428
306.173,80.2445
353.049,131.168
323.451,99.1986
304.531,80.2445
325.23,101.399
297.424,71.0898
340.121,117.501
383.018,164.083
398.961,180.246
337.914,114.747
306.776,80.2445
296.087,69.9193
414.714,198.563
327.069,103.683
414.714,198.563
368.307,147.861
342.397,120.348
297.054,71.0898
390.186,173.322
390.186,173.322
420.521,206.928
330.935,108.5
424.531,211.486
328.969,106.05
271.717,45.2351
361.227,141.496
393.838,178.043
317.525,94.1631
429.439,217.993
429.439,217.993
251.99,25.4876
353.311,131.168
317.525,94.1631
425.253,213.186
397.527,182.814
319.181,96.2136
420.848,208.887
367.021,148.814
434.311,224.473
434.311,224.473
312.904,88.4334
412.491,199.942
425.226,214.663
412.491,199.942
272.115,45.6765
327.078,103.683
439.192,231.708
387.856,172.815
429.561,220.392
443.833,237.19
337.239,116.347
387.856,172.815
281.439,55.4782
339.483,119.13
281.437,55.4782
443.675,237.693
438.042,231.617
448.428,243.357
391.287,177.171
341.8,121.998
448.428,243.357
281.439,55.4782
241.901,16.0181
412.47,202.07
248.9,22.6382
376.185,160.322
379.352,164.275
382.567,168.277
379.352,164.275
306.238,82.3182
398.246,185.961
457.153,255.161
255.978,29.2419
260.622,33.965
419.93,211.607
282.727,56.9956
346.652,127.988
460.211,260.033
366.022,149.799
465.289,266.096
465.113,266.096
436.263,230.983
234.773,9.60987
368.977,153.451
408.812,199.204
274.706,48.5847
468.764,271.191
468.764,271.191
351.79,134.315
294.696,69.7116
467.422,269.989
457.449,257.521
371.986,157.164
427.286,220.969
392.434,180.509
239.455,13.2914
472.182,276.016
472.182,276.016
308.991,85.6915
475.303,276.016
447.328,245.405
317.317,95.3994
415.851,207.982
470.727,274.609
324.596,102.816
395.775,184.641
464.273,266.75
395.775,184.641
475.361,280.554
475.361,280.554
478.301,284.79
473.827,278.974
337.199,118.287
450.838,249.992
478.301,284.79
402.493,192.945
357.196,140.96
275.7,49.6697
473.827,278.974
330.496,110.149
381.278,168.615
454.249,254.462
481.003,288.717
481.003,288.717
454.249,254.462
337.121,118.287
381.278,168.615
422.82,216.668
460.757,263.031
481.892,290.471
316.91,95.3994
387.63,176.424
387.63,176.424
261.874,34.9337
444.849,243.306
448.177,247.563
409.217,201.263
368.673,155.032
368.673,155.032
486.282,296.809
466.819,271.075
390.834,180.357
454.616,255.853
433.049,229.477
371.649,158.668
415.904,209.546
489.619,301.406
371.649,158.668
436.384,233.676
436.384,233.676
454.616,255.853
397.27,188.242
278.387,52.8478
419.225,213.662
492.787,306.11
303.879,81.2059
397.27,188.242
483.222,292.898
397.27,188.242
