X1,Y1,X2,Y2
16.0,0.14772618743754953,16.0,0.14772703931754946
16.0,0.10964605788238968,16.0,0.10964736303827004
7.8535,-0.28902,7.8535,-0.21798
10.172,0.20879,10.172,0.21331
10.458,0.28493,10.458,0.21106
5.2562,0.15391,5.2562,0.12361
8.5492,-0.24718,8.5492,-0.25201
16.0,0.08529073774972099,16.0,0.10964605788238968
13.375,0.6272634803385005,13.375,0.6272634200686911
14.077,0.72219,14.077,0.47935
4.0283,-0.07807535551278227,4.0283,-0.07807595299278229
12.125,0.0026727,12.125,0.0026321076347216857
15.986,-0.3496578374829671,15.986,-0.3496576760729671
8.9223,-0.24897,8.9223,-0.23462
15.986,0.34965783748296714,15.986,0.3794008404368392
15.986,0.349657676072967,15.986,0.34965783748296714
6.0222,6.722999999986906e-10,6.0222,2.4372194222477487e-06
5.516,-0.1402,5.516,-0.14364000000000002
15.986,-0.30929034015693924,15.986,-0.2595256210581739
16.0,-0.17057999999999998,16.0,-0.16798865443623204
6.7409,0.20243,6.7409,0.27721
9.0946,0.23462,9.0946,0.24897
9.2544,0.3138,9.2544,0.24221
8.8536,-0.25201,8.8536,-0.24897
13.175999999999998,-0.001751029203010508,13.175999999999998,-0.00197956461332047
16.0,0.14772703931754946,16.0,0.16029247589354054
16.0,-0.16798865443623204,16.0,-0.16798835858141284
8.8536,0.25201,8.8536,0.24718
13.375,0.5985278772375522,13.375,0.5985277585292008
11.46,-0.4366100000000001,11.46,-0.48382
10.212,-0.21566,10.212,-0.21106
15.515999999999998,0.7319,15.515999999999998,0.67984
10.795,-0.29336,10.795,-0.29015
14.311,-0.62845,14.311,-0.65868
14.932,0.79825,14.932,0.65868
6.8482,0.16975,6.8482,0.18917
9.4379,-0.30633,9.4379,-0.29303
5.2562,-0.15391,5.2562,-0.1402
12.76,-0.5021899999999999,12.76,-0.42682
15.902,-0.4249600000000001,15.902,-0.40375
5.0137,-0.11154,5.0137,-0.12361
15.515999999999998,-0.7319,15.515999999999998,-0.69693
7.1697,0.20057,7.1697,0.1361
4.0283,-0.05795033185991414,4.0283,-0.0690615866722073
15.744000000000002,-0.5963,15.744000000000002,-0.4249600000000001
15.986,-0.2595253737637067,15.986,-0.17057999999999998
11.179,-0.53614,11.179,-0.4366100000000001
13.375,0.5985277585292008,13.375,0.38224
