cluster,nodeCluster,temperature,ice_particles,ice_mass,ice_length
1,22,230.124,266,0.00013958849201635515,3.869
2,23,243.662,51566,0.03074515243104493,12.996
all,all,243.592,51832,0.030884740923061055,12.996
