cluster,temperature,ice_particles,ice_mass,ice_length
1,229.674,3191,0.00171386661148788,7.399
2,307.596,1140,0.0006297083120780755,1.008
3,319.246,190,9.600820875644661e-05,0.336
4,241.374,44955,0.027198853704090992,9.73
5,259.917,836,0.0004881840412574428,0.466
6,271.455,1444,0.0008406038948224958,0.879
all,243.536,51756,0.0309672247724931,12.835
