cluster,temperature,ice_particles,ice_mass,ice_length
1,233.805,2799,0.001509103497705253,10.927
2,278.341,1064,0.0006122380672755961,0.473
3,303.639,433,0.0002523420259543928,0.365
4,298.437,380,0.0002030699904485326,0.338
5,310.76,114,5.689345783188338e-05,0.195
6,246.994,28270,0.017009871417360586,7.018
7,255.163,532,0.00030787687784870855,0.325
8,273.323,1026,0.0006107871598781219,0.66
all,249.28,34618,0.020562182494303662,10.927
