cluster,temperature,ice_particles,ice_mass,ice_length
1,230.102,1943,0.0010511963661841179,8.158
2,273.584,3002,0.0017110123880129265,2.119
3,317.54,76,4.186002394206266e-05,0.14
4,342.76,114,5.746725328506996e-05,0.178
5,335.52,38,1.870897805648234e-05,0.135
6,346.4,38,1.8333040683396903e-05,0.128
7,334.88,38,1.8465143752913836e-05,0.143
8,240.258,46355,0.028334733912239903,9.607
all,242.373,51604,0.031251777106157286,13.182
