cluster,nodeCluster,temperature,ice_particles,ice_mass,ice_length
1,24,230.175,1492,0.000784471198702169,7.567
2,25,244.409,50074,0.030159205817239965,13.201
all,all,243.997,51566,0.03094367701594202,13.201
