origId,iceLabel,d,T,Points:0,Points:1,Points:2,cluster,nodeCluster
3021,1,1.007e-06,243.68,28.294,0.5949125155171447,-0.104899127646816,1,47
3021,1,1.007e-06,243.68,28.294,0.60409,-1.681253769793849e-16,1,47
3027,1,6.019e-07,222.17,28.011,0.94696,-6.717000000000001e-10,1,47
3027,1,6.019e-07,222.17,28.011,0.93257354990908,0.16443787766198098,1,47
3027,1,6.019e-07,222.17,28.011,0.8898513244091588,0.3238793942924837,1,47
3027,1,6.019e-07,222.17,28.011,0.8200914167035621,0.4734799994182907,1,47
3027,1,6.019e-07,222.17,28.011,0.7254134462877079,0.6086941543542131,1,47
3027,1,6.019e-07,222.17,28.011,0.6086941553833174,0.7254134454241871,1,47
3027,1,6.019e-07,222.17,28.011,0.4734800005817094,0.8200914160318621,1,47
3027,1,6.019e-07,222.17,28.011,0.3238793955548669,0.8898513239496889,1,47
3027,1,6.019e-07,222.17,28.011,0.16443787898497178,0.9325735496758012,1,47
3027,1,6.019e-07,222.17,28.011,6.717000579845767e-10,0.94696,1,47
3027,1,6.019e-07,222.17,28.011,-0.16443787766198095,0.93257354990908,1,47
3027,1,6.019e-07,222.17,28.011,-0.3238793942924837,0.8898513244091588,1,47
3027,1,6.019e-07,222.17,28.011,-0.4734799994182906,0.8200914167035621,1,47
3027,1,6.019e-07,222.17,28.011,-0.6086941543542133,0.7254134462877079,1,47
3027,1,6.019e-07,222.17,28.011,-0.7254134454241871,0.6086941553833175,1,47
3027,1,6.019e-07,222.17,28.011,-0.8200914160318621,0.4734800005817092,1,47
3027,1,6.019e-07,222.17,28.011,-0.8898513239496889,0.3238793955548669,1,47
3027,1,6.019e-07,222.17,28.011,-0.9325735496758012,0.16443787898497167,1,47
3027,1,6.019e-07,222.17,28.011,-0.94696,6.717001159691534e-10,1,47
3027,1,6.019e-07,222.17,28.011,-0.93257354990908,-0.16443787766198112,1,47
3027,1,6.019e-07,222.17,28.011,-0.8898513244091588,-0.32387939429248364,1,47
3027,1,6.019e-07,222.17,28.011,-0.820091416703562,-0.4734799994182909,1,47
3027,1,6.019e-07,222.17,28.011,-0.7254134462877079,-0.6086941543542131,1,47
3027,1,6.019e-07,222.17,28.011,-0.6086941553833175,-0.7254134454241871,1,47
3027,1,6.019e-07,222.17,28.011,-0.4734800005817097,-0.8200914160318619,1,47
3027,1,6.019e-07,222.17,28.011,-0.3238793955548666,-0.8898513239496891,1,47
3027,1,6.019e-07,222.17,28.011,-0.1644378789849717,-0.9325735496758012,1,47
3027,1,6.019e-07,222.17,28.011,-6.717001739537302e-10,-0.94696,1,47
3027,1,6.019e-07,222.17,28.011,0.16443787766198065,-0.9325735499090799,1,47
3027,1,6.019e-07,222.17,28.011,0.323879394292484,-0.8898513244091587,1,47
3027,1,6.019e-07,222.17,28.011,0.4734799994182909,-0.820091416703562,1,47
3027,1,6.019e-07,222.17,28.011,0.6086941543542131,-0.725413446287708,1,47
3027,1,6.019e-07,222.17,28.011,0.7254134454241868,-0.6086941553833176,1,47
3027,1,6.019e-07,222.17,28.011,0.8200914160318618,-0.4734800005817097,1,47
3027,1,6.019e-07,222.17,28.011,0.8898513239496891,-0.3238793955548667,1,47
3027,1,6.019e-07,222.17,28.011,0.9325735496758012,-0.16443787898497175,1,47
3027,1,6.019e-07,222.17,28.011,0.94696,-6.717002319383066e-10,1,47
3048,1,9.1514e-07,222.14,27.448,0.93499,-8.467100000000002e-10,1,47
3048,1,9.1514e-07,222.14,27.448,0.920785401135914,0.16235930880295665,1,47
3048,1,9.1514e-07,222.14,27.448,0.8786032037982084,0.3197854130124198,1,47
3048,1,9.1514e-07,222.14,27.448,0.8097250927077674,0.4674949992667276,1,47
3048,1,9.1514e-07,222.14,27.448,0.7162438944160681,0.6009999865321999,1,47
3048,1,9.1514e-07,222.14,27.448,0.6009999878294351,0.7162438933275584,1,47
3048,1,9.1514e-07,222.14,27.448,0.4674950007332725,0.8097250918610572,1,47
3048,1,9.1514e-07,222.14,27.448,0.31978541460371424,0.8786032032190245,1,47
3048,1,9.1514e-07,222.14,27.448,0.16235931047064986,0.9207854008418548,1,47
3048,1,9.1514e-07,222.14,27.448,8.467100572516256e-10,0.93499,1,47
3048,1,9.1514e-07,222.14,27.448,-0.1623593088029566,0.920785401135914,1,47
3048,1,9.1514e-07,222.14,27.448,-0.3197854130124198,0.8786032037982084,1,47
3048,1,9.1514e-07,222.14,27.448,-0.4674949992667274,0.8097250927077674,1,47
3048,1,9.1514e-07,222.14,27.448,-0.6009999865322,0.7162438944160681,1,47
3048,1,9.1514e-07,222.14,27.448,-0.7162438933275583,0.6009999878294351,1,47
3048,1,9.1514e-07,222.14,27.448,-0.8097250918610573,0.4674950007332723,1,47
