"origId","d","T","d_nm","Points:0","Points:1","Points:2"
3656,2e-08,695.5,20,-1.9648,0.96181,3.4457e-09
3683,2e-08,695.5,20,-1.9972,0.97553,7.2407e-09
3696,2e-08,695.55,20,-2.0413,0.98476,2.8273e-09
3706,2e-08,695.59,20,-2.1737,1.0197,4.2053e-09
3710,2e-08,695.55,20,-2.0765,0.99617,1.0546e-08
3711,2e-08,695.17,20,-1.8383,0.84579,-1.965e-10
3719,2e-08,695.37,20,-1.8943,0.93429,2.5212e-09
3731,2e-08,695.17,20,-1.8434,0.8197,-5.8247e-10
3734,2e-08,695.13,20,-1.8396,0.7643,-3.4753e-09
3738,2e-08,695.31,20,-1.9017,0.91245,-2.3953e-09
3742,2e-08,695.04,20,-1.8298,0.637,-4.1573e-09
3745,2e-08,695.08,20,-1.8559,0.68818,5.9517e-10
3747,2e-08,695.26,20,-1.9132,0.84609,-1.2893e-10
3748,2e-08,695.02,20,-1.8383,0.60122,-4.0785e-09
3749,2e-08,695.13,20,-1.8735,0.71192,-1.3671e-09
3750,2e-08,695.13,20,-1.8867,0.71909,6.2333e-10
3751,2e-08,695.22,20,-1.9077,0.79122,-1.3137e-09
3752,2e-08,695.33,20,-1.9543,0.91657,7.4671e-09
3754,2e-08,695.39,20,-1.9693,0.9436,-4.1526e-09
3755,2e-08,695.18,20,-1.9087,0.74262,3.7224e-09
3756,2e-08,694.92,20,-1.839,0.45195,-1.4661e-10
3757,2e-08,694.9,20,-1.8295,0.39512,-1.15e-10
3758,2e-08,695.04,20,-1.8731,0.55787,-8.0792e-11
3759,2e-08,695.37,20,-1.9807,0.92931,6.0249e-10
3760,2e-08,695.24,20,-1.9368,0.77191,1.8454e-09
3761,2e-08,695.02,20,-1.8704,0.51343,1.7526e-09
3762,2e-08,694.87,20,-1.8457,0.31798,-1.2443e-09
3763,2e-08,694.9,20,-1.8563,0.3942,2.7894e-10
3764,2e-08,695.02,20,-1.8898,0.52129,1.3657e-09
3765,2e-08,695,20,-1.8809,0.47282,2.3868e-09
3766,2e-08,694.98,20,-1.8838,0.4418,4.4682e-10
3767,2e-08,695.24,20,-1.962,0.76452,1.4862e-09
3768,2e-08,695.03,20,-1.9035,0.49052,3.6743e-10
3769,2e-08,695.34,20,-1.9998,0.88953,1.1099e-09
3770,2e-08,695.39,20,-2.0189,0.93895,3.5755e-09
3771,2e-08,695.47,20,-2.0446,0.97519,4.033e-09
3772,2e-08,695.27,20,-1.9841,0.77787,-1.6085e-09
3773,2e-08,695.19,20,-1.9656,0.70249,-4.1159e-09
3774,2e-08,695.29,20,-1.9926,0.79764,5.386e-10
3775,2e-08,695.34,20,-2.0115,0.86468,-2.0499e-09
3776,2e-08,695.33,20,-2.0121,0.84921,-2.5159e-09
3777,2e-08,695.15,20,-1.9622,0.61612,-1.4798e-09
3778,2e-08,695.33,20,-2.0204,0.84949,-8.2942e-10
3779,2e-08,695.24,20,-1.9921,0.71191,-1.3571e-09
3780,2e-08,695.23,20,-1.9944,0.70114,-3.8595e-10
3781,2e-08,695.17,20,-1.9801,0.60278,9.5045e-10
3782,2e-08,695.32,20,-2.0242,0.81156,-3.5172e-09
3783,2e-08,695.08,20,-1.9606,0.4604,5.3632e-10
3784,2e-08,695.08,20,-1.9624,0.44983,-1.2635e-10
3785,2e-08,695.21,20,-1.9998,0.65449,2.1303e-09
3786,2e-08,694.99,20,-1.9436,0.18498,-3.9173e-10
3787,2e-08,695.42,20,-2.0772,0.95204,5.9693e-09
3788,2e-08,695.43,20,-2.0809,0.96148,-1.9567e-09
