"origId","d","T","d_nm","Points:0","Points:1","Points:2"
3736,2e-08,695.21,20,-1.8611,0.83618,-1.8644e-09
3739,2e-08,695.5,20,-2.1108,0.99381,-2.1411e-09
3742,2e-08,695.16,20,-1.8595,0.77552,-1.9317e-09
3744,2e-08,695.05,20,-1.8375,0.67762,1.4058e-09
3745,2e-08,695.27,20,-1.9008,0.86144,-8.3771e-11
3746,2e-08,695.31,20,-1.9239,0.91918,8.5234e-09
3747,2e-08,695.27,20,-1.9024,0.85592,-9.6752e-10
3749,2e-08,695.14,20,-1.871,0.72481,1.3533e-11
3750,2e-08,695.04,20,-1.8466,0.64364,5.2111e-10
3751,2e-08,695.33,20,-1.9354,0.90689,-3.0356e-09
3754,2e-08,694.96,20,-1.8334,0.54378,-1.9501e-09
3756,2e-08,695.1,20,-1.8761,0.66488,1.9099e-10
3757,2e-08,695.1,20,-1.8773,0.66013,1.627e-09
3758,2e-08,694.93,20,-1.8394,0.49689,1.4863e-09
3759,2e-08,695.04,20,-1.8632,0.5631,1.5396e-09
3760,2e-08,695.34,20,-1.9662,0.92813,7.8648e-09
3762,2e-08,695.27,20,-1.9437,0.81926,-1.303e-09
3763,2e-08,695.14,20,-1.9049,0.67442,2.7979e-09
3764,2e-08,694.91,20,-1.8575,0.45328,6.0427e-10
3765,2e-08,695.03,20,-1.8818,0.53279,3.226e-09
3766,2e-08,695.4,20,-1.9993,0.95301,4.3278e-09
3767,2e-08,695.28,20,-1.9629,0.83898,-1.1017e-09
3768,2e-08,695.14,20,-1.924,0.67237,2.1034e-09
3769,2e-08,694.95,20,-1.8714,0.38808,-8.1971e-10
3770,2e-08,695.22,20,-1.9455,0.7201,7.4197e-10
3771,2e-08,695.12,20,-1.9224,0.61947,-1.091e-10
3772,2e-08,694.82,20,-1.8513,0.19736,6.8613e-10
3773,2e-08,694.93,20,-1.8796,0.35378,3.6016e-10
3774,2e-08,695.39,20,-2.0146,0.92921,5.1567e-09
3775,2e-08,695.34,20,-2.0048,0.86912,-9.1132e-10
3776,2e-08,695.22,20,-1.9717,0.72145,-1.9822e-09
3777,2e-08,695.25,20,-1.9776,0.7376,-6.5933e-10
3778,2e-08,695.12,20,-1.9401,0.56854,-1.9272e-09
3779,2e-08,694.97,20,-1.9051,0.29414,4.4042e-10
3780,2e-08,694.88,20,-1.89,0.09921,-2.9625e-10
3781,2e-08,695.1,20,-1.9403,0.51217,7.8181e-11
3782,2e-08,695.22,20,-1.985,0.69652,-2.3533e-09
3783,2e-08,695.12,20,-1.9606,0.55448,2.7704e-10
3784,2e-08,694.99,20,-1.9297,0.33347,1.2247e-09
3785,2e-08,695.07,20,-1.9558,0.45842,-8.4456e-10
3786,2e-08,695.3,20,-2.0168,0.77898,3.8578e-09
3787,2e-08,694.94,20,-1.9261,0.1776,1.0175e-12
3788,2e-08,695.19,20,-1.9918,0.62292,-4.9172e-09
3789,2e-08,694.94,20,-1.9354,0.1729,-1.7019e-10
3790,2e-08,695.11,20,-1.9791,0.47586,5.0516e-11
3791,2e-08,695.31,20,-2.04,0.80119,-3.8482e-09
3792,2e-08,695.38,20,-2.0552,0.85692,-4.8156e-09
3793,2e-08,695.4,20,-2.0713,0.91307,7.4632e-10
3794,2e-08,695.3,20,-2.0476,0.77612,-2.5248e-09
3795,2e-08,695.21,20,-2.019,0.60033,-7.1094e-10
3796,2e-08,695.02,20,-1.9783,0.26662,-1.9198e-10
3797,2e-08,695.22,20,-2.0271,0.61473,-4.5745e-09
3798,2e-08,695.1,20,-1.9991,0.42348,-2.4024e-09
3799,2e-08,695.43,20,-2.0972,0.9321,-1.5618e-09
3800,2e-08,695.22,20,-2.0395,0.61834,3.1285e-10
3801,2e-08,695.44,20,-2.1082,0.948,1.647e-09
3802,2e-08,695.3,20,-2.066,0.73014,9.1044e-10
3803,2e-08,695.35,20,-2.0853,0.82105,1.1379e-09
3804,2e-08,695.18,20,-2.0417,0.52656,1.0444e-10
3805,2e-08,695.17,20,-2.0423,0.49495,-6.8223e-10
3806,2e-08,695.4,20,-2.1071,0.88193,-6.0891e-09
3807,2e-08,695.21,20,-2.0585,0.55408,-1.3854e-09
3808,2e-08,695.1,20,-2.028,0.27587,5.6953e-10
3809,2e-08,695.48,20,-2.145,0.9863,2.2051e-09
3810,2e-08,695.18,20,-2.058,0.4214,-5.4111e-10
3811,2e-08,695.09,20,-2.0368,0.096835,4.3358e-10
3812,2e-08,695.09,20,-2.0384,0.16204,7.6867e-12
3813,2e-08,695.44,20,-2.1393,0.90058,5.462e-09
3814,2e-08,695.44,20,-2.1403,0.89652,4.2202e-09
3815,2e-08,695.35,20,-2.1208,0.76536,-7.9302e-10
3816,2e-08,695.18,20,-2.0812,0.41736,-7.1261e-10
3817,2e-08,695.29,20,-2.1088,0.66332,-5.0188e-09
3818,2e-08,695.53,20,-2.1921,1.0117,-2.3636e-10
3819,2e-08,695.39,20,-2.1387,0.81014,-1.2687e-09
3820,2e-08,695.62,20,-2.2974,1.042,-2.1542e-09
3821,2e-08,695.38,20,-2.1391,0.79285,-1.5148e-09
3822,2e-08,695.47,20,-2.1718,0.94518,-1.7409e-09
3823,2e-08,695.41,20,-2.1607,0.85501,3.9573e-09
3824,2e-08,695.23,20,-2.1173,0.49244,-1.059e-10
3825,2e-08,695.32,20,-2.1381,0.66664,5.6888e-10
3826,2e-08,695.2,20,-2.1176,0.43521,2.2216e-09
3827,2e-08,695.48,20,-2.1939,0.98131,2.7173e-10
3828,2e-08,695.45,20,-2.1869,0.9151,-1.7377e-09
3829,2e-08,695.33,20,-2.1571,0.68478,3.1071e-09
3830,2e-08,695.42,20,-2.1793,0.84769,-3.3511e-09
3831,2e-08,695.23,20,-2.1353,0.37572,-1.1769e-09
3832,2e-08,695.32,20,-2.1637,0.6681,5.087e-09
3833,2e-08,695.48,20,-2.2055,0.93732,5.6558e-09
3834,2e-08,695.35,20,-2.1712,0.68551,3.851e-09
3835,2e-08,695.47,20,-2.2068,0.9131,-2.5169e-09
3836,2e-08,695.19,20,-2.1391,0.24906,4.3024e-10
3837,2e-08,695.2,20,-2.1451,0.29504,-1.1638e-09
3838,2e-08,695.39,20,-2.2004,0.78539,2.1486e-09
3839,2e-08,695.47,20,-2.2226,0.92819,1.4036e-09
3840,2e-08,695.36,20,-2.1936,0.70382,2.433e-09
3841,2e-08,695.31,20,-2.1849,0.5767,1.1031e-09
3842,2e-08,695.43,20,-2.2198,0.83617,5.1317e-10
3843,2e-08,695.45,20,-2.2242,0.8848,-3.7146e-09
3844,2e-08,695.38,20,-2.2161,0.7332,-3.3517e-09
3845,2e-08,695.38,20,-2.2118,0.71351,6.1075e-10
3846,2e-08,695.53,20,-2.2592,1.015,-2.4723e-09
3847,2e-08,695.47,20,-2.2466,0.90854,-1.409e-09
3848,2e-08,695.24,20,-2.1964,0.40124,2.1705e-10
3849,2e-08,695.23,20,-2.1952,0.27675,-5.5744e-10
3850,2e-08,695.24,20,-2.2074,0.36353,-1.1574e-09
3851,2e-08,695.45,20,-2.2486,0.8617,-2.0565e-09
3852,2e-08,695.52,20,-2.2701,1.0056,1.7297e-09
3853,2e-08,695.29,20,-2.22,0.45832,-1.5912e-09
3854,2e-08,695.43,20,-2.2545,0.82179,-1.4777e-09
3855,2e-08,695.44,20,-2.2617,0.84829,3.4282e-10
3856,2e-08,695.3,20,-2.2365,0.51046,5.8931e-10
3857,2e-08,695.43,20,-2.2623,0.80713,1.0031e-09
3858,2e-08,695.35,20,-2.2475,0.59789,-1.2211e-10
3859,2e-08,695.49,20,-2.2867,0.92043,5.5014e-10
3860,2e-08,695.38,20,-2.2651,0.69095,1.5764e-09
3861,2e-08,695.33,20,-2.2558,0.53141,3.867e-09
3862,2e-08,695.42,20,-2.2787,0.80007,1.237e-09
3863,2e-08,695.51,20,-2.301,0.97457,-6.9556e-10
3864,2e-08,695.46,20,-2.2929,0.84689,6.3887e-10
3865,2e-08,695.49,20,-2.3029,0.94656,-5.8347e-09
3866,2e-08,695.48,20,-2.3003,0.91025,2.7615e-09
3867,2e-08,695.34,20,-2.2753,0.55074,-4.4619e-09
3868,2e-08,695.48,20,-2.3051,0.89807,-2.975e-09
3869,2e-08,695.57,20,-2.3315,1.033,5.4347e-09
3870,2e-08,695.3,20,-2.28,0.43617,1.3085e-09
3871,2e-08,695.31,20,-2.2847,0.4703,2.3882e-09
3872,2e-08,695.48,20,-2.3181,0.90163,-2.823e-10
3873,2e-08,695.3,20,-2.287,0.35224,-1.1266e-09
3874,2e-08,695.51,20,-2.3281,0.9727,4.2436e-09
3875,2e-08,695.46,20,-2.3221,0.85029,2.512e-10
3876,2e-08,695.45,20,-2.3264,0.82954,2.0114e-09
3877,2e-08,695.27,20,-2.2962,0.22213,2.1843e-10
3878,2e-08,695.35,20,-2.3139,0.56673,5.2862e-10
3879,2e-08,695.45,20,-2.3392,0.84154,-4.1655e-09
3880,2e-08,695.32,20,-2.3136,0.41809,-2.3152e-09
3881,2e-08,695.52,20,-2.356,0.99994,7.8902e-09
3882,2e-08,695.31,20,-2.3199,0.37056,1.3579e-09
3883,2e-08,695.35,20,-2.3313,0.48796,3.1538e-09
3884,2e-08,695.38,20,-2.3365,0.61045,1.2138e-10
3885,2e-08,695.56,20,-2.5175,1.0538,0
3886,2e-08,695.49,20,-2.368,0.92165,4.1309e-09
3887,2e-08,695.3,20,-2.336,0.25435,5.6741e-10
3888,2e-08,695.44,20,-2.3657,0.79607,2.7139e-09
3889,2e-08,695.44,20,-2.3676,0.77239,-5.3819e-09
3890,2e-08,695.51,20,-2.3788,0.96918,-2.5926e-09
3891,2e-08,695.53,20,-2.388,1.0161,-6.0314e-09
3892,2e-08,695.33,20,-2.3602,0.41472,6.9928e-10
3893,2e-08,695.39,20,-2.3717,0.61086,8.4607e-10
3894,2e-08,695.49,20,-2.3925,0.90169,4.5687e-09
3895,2e-08,695.48,20,-2.3968,0.90293,-2.0696e-09
3896,2e-08,695.38,20,-2.3834,0.56226,-1.7777e-09
3897,2e-08,695.46,20,-2.3968,0.84782,5.9493e-11
3898,2e-08,695.36,20,-2.3834,0.46208,1.9683e-09
3899,2e-08,695.45,20,-2.406,0.81112,2.648e-10
3900,2e-08,695.56,20,-2.4193,1.037,-4.9772e-09
3901,2e-08,695.51,20,-2.4195,0.98437,7.1446e-09
3902,2e-08,695.34,20,-2.3949,0.36665,-2.0207e-09
3903,2e-08,695.41,20,-2.408,0.65856,2.2168e-09
3904,2e-08,695.52,20,-2.4289,0.99287,-4.9677e-09
3905,2e-08,695.33,20,-2.4034,0.22543,-9.1684e-10
3906,2e-08,695.48,20,-2.4298,0.91795,-4.0538e-09
3907,2e-08,695.37,20,-2.417,0.47411,1.5633e-09
3908,2e-08,695.46,20,-2.4339,0.83321,6.943e-09
3909,2e-08,695.43,20,-2.4336,0.7248,3.9172e-09
3910,2e-08,695.39,20,-2.4315,0.55516,-6.134e-10
3911,2e-08,695.43,20,-2.4379,0.74827,-5.0879e-09
3912,2e-08,695.55,20,-2.4552,1.038,-4.5328e-10
3913,2e-08,695.35,20,-2.4395,0.25044,3.0266e-10
3914,2e-08,695.46,20,-2.4533,0.83657,-3.7084e-09
3915,2e-08,695.46,20,-2.4573,0.81481,3.502e-09
3916,2e-08,695.4,20,-2.4509,0.58426,6.5201e-10
3917,2e-08,695.52,20,-2.4722,1.0268,-2.1723e-09
3918,2e-08,695.46,20,-2.4655,0.80927,1.2633e-09
3919,2e-08,695.39,20,-2.4636,0.52296,-1.6881e-09
3920,2e-08,695.39,20,-2.4703,0.52115,5.103e-10
3921,2e-08,695.44,20,-2.4734,0.73919,-1.9424e-09
3922,2e-08,695.47,20,-2.48,0.90004,-8.8796e-10
3923,2e-08,695.47,20,-2.4823,0.86593,-3.5466e-09
3924,2e-08,695.48,20,-2.4836,0.91019,-3.2952e-09
3925,2e-08,695.5,20,-2.495,0.98749,-3.6577e-09
3926,2e-08,695.45,20,-2.4919,0.77663,-1.1266e-09
3927,2e-08,695.45,20,-2.494,0.79397,5.0127e-09
3928,2e-08,695.44,20,-2.4962,0.74016,-1.3099e-09
3929,2e-08,695.49,20,-2.5032,0.96088,9.4248e-09
3930,2e-08,695.41,20,-2.4977,0.60786,6.8031e-10
3931,2e-08,695.4,20,-2.5031,0.51621,-2.2801e-09
3932,2e-08,695.41,20,-2.5048,0.5486,2.1318e-09
3933,2e-08,695.49,20,-2.5206,0.97076,-4.7607e-11
3934,2e-08,695.46,20,-2.5221,0.85862,-1.4296e-11
3935,2e-08,695.48,20,-2.5264,0.93951,-1.6188e-09
3936,2e-08,695.5,20,-2.5298,1.0131,-3.8276e-09
3937,2e-08,695.44,20,-2.5293,0.7514,-3.8606e-09
3938,2e-08,695.39,20,-2.5297,0.41433,2.0681e-10
3939,2e-08,695.43,20,-2.5352,0.68749,-3.3456e-09
3940,2e-08,695.4,20,-2.5366,0.50879,-6.1127e-10
3941,2e-08,695.43,20,-2.5421,0.67883,-1.8345e-10
3942,2e-08,695.41,20,-2.5393,0.53943,1.6528e-09
3943,2e-08,695.37,20,-2.5447,0.051601,-4.8426e-11
3944,2e-08,695.41,20,-2.5481,0.5406,5.1399e-10
3945,2e-08,695.41,20,-2.5532,0.5041,-3.4997e-09
3946,2e-08,695.39,20,-2.5529,0.17943,5.2234e-10
3947,2e-08,695.39,20,-2.5579,0.15642,2.5767e-11
3948,2e-08,695.45,20,-2.5682,0.82309,5.4509e-10
3949,2e-08,695.45,20,-2.5692,0.76116,-4.6563e-09
3950,2e-08,695.48,20,-2.5751,0.96784,3.6078e-09
3951,2e-08,695.42,20,-2.5743,0.58736,-2.097e-09
3952,2e-08,695.45,20,-2.577,0.7715,3.7143e-09
3953,2e-08,695.47,20,-2.5871,0.92366,2.5063e-09
3954,2e-08,695.47,20,-2.5861,0.93378,8.0824e-10
3955,2e-08,695.41,20,-2.5906,0.32162,1.3325e-09
3956,2e-08,695.44,20,-2.5927,0.71694,-2.607e-09
3957,2e-08,695.41,20,-2.594,0.4997,-1.6822e-09
3958,2e-08,695.42,20,-2.5967,0.52725,1.7721e-09
3959,2e-08,695.45,20,-2.6057,0.7805,9.3592e-10
3960,2e-08,695.46,20,-2.6091,0.85239,-2.2127e-09
3961,2e-08,695.46,20,-2.6098,0.84804,-3.9648e-09
3962,2e-08,695.42,20,-2.6112,0.54988,-4.7121e-09
3963,2e-08,695.47,20,-2.6171,1.0371,-2.6996e-09
3964,2e-08,695.44,20,-2.618,0.68426,1.3314e-09
3965,2e-08,695.44,20,-2.624,0.70738,-3.3558e-10
3966,2e-08,695.42,20,-2.6264,0.32802,1.2343e-09
3967,2e-08,695.45,20,-2.6297,0.83636,2.6158e-10
3968,2e-08,695.46,20,-2.632,0.97217,-6.5157e-10
3969,2e-08,695.44,20,-2.6355,0.75479,9.7507e-10
3970,2e-08,695.43,20,-2.6415,0.61191,-3.7112e-09
3971,2e-08,695.43,20,-2.6423,0.58716,1.4603e-09
3972,2e-08,695.42,20,-2.6492,0.17237,-9.7489e-11
3973,2e-08,695.44,20,-2.655,0.57595,-3.0072e-09
3974,2e-08,695.44,20,-2.6533,0.72323,-1.455e-09
3975,2e-08,695.45,20,-2.657,0.94659,-1.3294e-09
3976,2e-08,695.47,20,-2.6678,1.047,2.8155e-09
3977,2e-08,695.44,20,-2.6671,0.16013,-5.4718e-12
3978,2e-08,695.45,20,-2.6712,0.96948,-5.6711e-09
3979,2e-08,695.45,20,-2.6732,0.98972,-4.4261e-09
3980,2e-08,695.43,20,-2.6733,0.52713,-4.9701e-10
3981,2e-08,695.44,20,-2.6815,0.62869,1.2345e-09
3982,2e-08,695.44,20,-2.6828,0.77332,-2.529e-10
3983,2e-08,695.44,20,-2.6878,0.64476,2.3135e-09
3984,2e-08,695.44,20,-2.689,0.23969,1.359e-09
3985,2e-08,695.45,20,-2.6928,1.0206,-3.3045e-09
3986,2e-08,695.44,20,-2.6933,0.45007,-1.8307e-10
3987,2e-08,695.45,20,-2.6997,0.98964,1.9028e-09
3988,2e-08,695.44,20,-2.7054,0.57912,2.2075e-10
3989,2e-08,695.44,20,-2.7086,0.44012,2.5939e-09
3990,2e-08,695.44,20,-2.7094,0.41114,4.2975e-09
3991,2e-08,695.44,20,-2.7122,0.72577,6.7195e-09
2947,2e-08,241.61,20,-1.4474,1.3331,-5.6594e-09
3573,2e-08,691.13,20,-1.0456,0.58418,3.8078e-10
3574,2e-08,687.81,20,-0.90248,0.4991,1.368e-09
3580,2e-08,687.64,20,-0.89293,0.47597,-1.3336e-09
