"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
3960,0,2e-08,590.95,-1.06,0.20388,1.3436e-09
3961,0,2e-08,590.87,-1.0667,0.33149,1.8724e-10
3962,0,2e-08,590.59,-1.0821,0.3138,-4.2534e-10
3963,0,2e-08,590.19,-1.0994,0.26445,-6.3333e-10
3964,0,2e-08,590.2,-1.1203,0.15517,-6.5831e-10
3965,0,2e-08,589.95,-1.1319,0.20972,3.7708e-10
3966,0,2e-08,589.12,-1.1366,0.33986,-7.2432e-10
3967,0,2e-08,588.71,-1.1502,0.36649,1.3322e-09
3968,0,2e-08,589.11,-1.1724,0.28111,7.3587e-11
3969,0,2e-08,589.01,-1.1902,0.27429,1.1147e-09
3970,0,2e-08,589.1,-1.2096,0.21381,1.5383e-10
3971,0,2e-08,589.03,-1.2235,0.21284,-4.7241e-10
3972,0,2e-08,588.86,-1.2401,0.22465,-5.5635e-10
3973,0,2e-08,588.7,-1.2546,0.24116,-4.186e-10
3974,0,2e-08,588.75,-1.2722,0.2206,9.062e-10
3975,0,2e-08,589.02,-1.2895,0.086447,3.418e-10
3976,0,2e-08,588.39,-1.3049,0.37718,2.5273e-07
3977,0,2e-08,588.78,-1.3181,0.15941,-3.3954e-10
3978,0,2e-08,588.21,-1.3338,0.30572,-1.4412e-09
3979,0,2e-08,588.08,-1.3472,0.36178,-1.8785e-09
3980,0,2e-08,588.13,-1.3649,0.34354,-1.0486e-09
3981,0,2e-08,588.26,-1.3824,0.30645,-1.6101e-09
3982,0,2e-08,588.51,-1.3983,0.19915,0
3983,0,2e-08,588.39,-1.4158,0.25251,2.1866e-10
3984,0,2e-08,588.26,-1.4302,0.34687,-2.1684e-19
3985,0,2e-08,588.28,-1.4454,0.35224,1.301e-18
3986,0,2e-08,588.37,-1.462,0.27305,-2.3854e-09
3987,0,2e-08,588.37,-1.4811,0.28188,-7.7029e-10
3988,0,2e-08,588.51,-1.4956,0.12474,1.0933e-09
3989,0,2e-08,588.36,-1.5115,0.32559,2.3655e-09
3990,0,2e-08,588.46,-1.5109,0.37146,9.3428e-10
3991,0,2e-08,588.43,-1.5281,0.21979,7.4544e-11
3992,0,2e-08,588.39,-1.5428,0.31598,-4.2242e-10
3993,0,2e-08,588.44,-1.5597,0.20887,6.4605e-10
3994,0,2e-08,588.41,-1.5771,0.35947,6.858e-10
3995,0,2e-08,588.47,-1.5937,0.081911,4.9696e-11
3996,0,2e-08,588.43,-1.6093,0.25494,-1.1828e-09
3997,0,2e-08,588.42,-1.625,0.31944,1.6698e-09
3998,0,2e-08,588.74,-1.6405,0.3828,-2.9967e-09
3999,0,2e-08,588.44,-1.6401,0.20351,-8.9453e-10
4000,0,2e-08,588.44,-1.658,0.23926,-2.1684e-19
4001,0,2e-08,588.44,-1.673,0.29586,-2.5027e-11
3291,0,2e-08,597.51,-0.84234,0.4484,-9.5154e-07
3890,0,2e-08,590.47,-0.31724,0.33082,-4.1676e-06
3895,0,2e-08,596.74,-0.48727,0.43984,-2.1991e-06
3898,0,2e-08,594.68,-0.41289,0.40024,2.8343e-05
3899,0,2e-08,590.6,-0.33585,0.3176,2.4444e-09
3900,0,2e-08,590.29,-0.33852,0.29217,-1.0581e-09
3902,0,2e-08,589.62,-0.33947,0.20904,2.284e-09
3903,0,2e-08,594.85,-0.45125,0.39833,5.2392e-06
3904,0,2e-08,591.51,-0.38821,0.28187,-7.8382e-10
3905,0,2e-08,591.2,-0.38875,0.24345,-1.1892e-09
3906,0,2e-08,595.24,-0.47626,0.4067,5.828e-07
3907,0,2e-08,592.19,-0.4291,0.30144,1.7293e-09
3908,0,2e-08,592.87,-0.44842,0.32702,2.125e-09
3909,0,2e-08,591.28,-0.4285,0.17837,1.6903e-09
3910,0,2e-08,592.05,-0.45,0.22966,-8.7368e-10
3911,0,2e-08,592.44,-0.46809,0.26167,2.7128e-09
3912,0,2e-08,594.82,-0.54428,0.40365,3.9219e-06
3913,0,2e-08,592.67,-0.49064,0.26605,1.8505e-09
3914,0,2e-08,593.48,-0.51431,0.33036,1.4164e-09
3916,0,2e-08,592.57,-0.51928,0.20749,1.4102e-09
3917,0,2e-08,594.23,-0.55735,0.37753,-4.4443e-10
3918,0,2e-08,593.01,-0.54619,0.24269,8.8223e-10
3919,0,2e-08,593.42,-0.56332,0.28676,2.5504e-09
3921,0,2e-08,594.65,-0.60683,0.39832,-9.3755e-07
3920,0,2e-08,592.33,-0.55717,0.053401,-2.4295e-10
3922,0,2e-08,593.91,-0.60327,0.33313,1.7564e-09
3923,0,2e-08,594.67,-0.62619,0.39924,-6.2319e-08
3924,0,2e-08,593.94,-0.6246,0.33828,-5.2472e-10
3925,0,2e-08,594.67,-0.67151,0.41071,-6.2967e-07
3926,0,2e-08,593.22,-0.63774,0.21636,1.8204e-09
3927,0,2e-08,593.63,-0.65431,0.29549,1.3836e-09
3928,0,2e-08,594.22,-0.67419,0.38148,-3.35e-09
3929,0,2e-08,593.6,-0.67682,0.28936,1.1787e-09
3915,0,2e-08,596.27,-0.79028,0.44324,1.7799e-07
3932,0,2e-08,593.88,-0.71437,0.34823,3.1486e-10
3930,0,2e-08,596.18,-0.80157,0.43998,-4.7985e-07
3931,0,2e-08,598.23,-0.90078,0.44724,-1.0494e-06
3934,0,2e-08,594.93,-0.755,0.4238,-5.0521e-06
3933,0,2e-08,592.94,-0.716,0.10865,1.2918e-09
3935,0,2e-08,593.06,-0.74005,0.17195,-6.1102e-10
3936,0,2e-08,593.82,-0.75971,0.36568,1.2754e-09
3937,0,2e-08,593.38,-0.76598,0.27625,6.4402e-10
3938,0,2e-08,593.4,-0.77907,0.28952,-1.052e-10
3939,0,2e-08,593.55,-0.79094,0.32751,4.0723e-10
3941,0,2e-08,593.15,-0.81139,0.25602,-1.2659e-09
3942,0,2e-08,593.7,-0.82829,0.38072,4.5179e-10
3943,0,2e-08,592.97,-0.83573,0.23936,2.1391e-09
3944,0,2e-08,595.2,-0.86189,0.43279,1.6476e-06
3945,0,2e-08,593.56,-0.86225,0.37453,2.02e-09
3946,0,2e-08,593.93,-0.87102,0.40985,-1.0009e-06
3947,0,2e-08,593.86,-0.88905,0.40307,9.0372e-10
3948,0,2e-08,593.5,-0.89805,0.38182,7.9434e-10
3949,0,2e-08,594.26,-0.91821,0.41431,-3.7666e-07
3940,0,2e-08,595.9,-0.95278,0.42909,-2.2784e-06
3951,0,2e-08,592.97,-0.93316,0.336,-2.1989e-09
3950,0,2e-08,592.17,-0.92594,0.15892,6.6475e-10
3952,0,2e-08,591.92,-0.95151,0.141,-3.8235e-10
3953,0,2e-08,592.03,-0.96339,0.22682,7.4604e-10
3954,0,2e-08,592.38,-0.97343,0.32255,1.1594e-09
3955,0,2e-08,592.19,-0.98535,0.31995,1.3092e-09
3956,0,2e-08,592.19,-0.99717,0.34433,-2.3155e-09
3957,0,2e-08,591.26,-1.0202,0.038761,3.5047e-11
3958,0,2e-08,591.41,-1.0269,0.27641,1.1402e-09
3959,0,2e-08,592,-1.0358,0.38463,5.0503e-10
3874,0,2e-08,551.91,0.1503,0.21826,-1.4718e-06
3878,0,2e-08,553.89,0.15449,0.084823,2.9801e-10
3876,0,2e-08,553.51,0.14125,0.18229,3.2794e-07
3879,0,2e-08,556.35,0.12022,0.13386,-6.8459e-10
3881,0,2e-08,559.75,0.085433,0.097383,3.1259e-10
3875,0,2e-08,559.59,0.049682,0.25331,-1.4672e-06
3880,0,2e-08,562.21,0.049015,0.18246,1.6346e-10
3882,0,2e-08,565.04,0.035024,0.13461,1.7316e-12
3885,0,2e-08,572.55,-0.038455,0.1661,1.0117e-09
3883,0,2e-08,575.37,-0.06878,0.23736,-7.3432e-10
3887,0,2e-08,578.15,-0.09591,0.21715,-1.3246e-09
3888,0,2e-08,578.06,-0.10106,0.19865,1.2057e-09
3886,0,2e-08,579.14,-0.10615,0.236,5.9631e-19
3877,0,2e-08,584.12,-0.14421,0.32515,-5.1175e-07
3870,0,2e-08,584.34,-0.14128,0.33019,-4.4672e-06
3873,0,2e-08,587.43,-0.18394,0.34555,4.0004e-07
3889,0,2e-08,582.58,-0.1594,0.26224,2.6263e-10
3893,0,2e-08,584,-0.19107,0.18933,2.8002e-11
3896,0,2e-08,584.78,-0.21636,0.097737,7.9483e-10
3884,0,2e-08,590.41,-0.24675,0.36825,2.7423e-06
3892,0,2e-08,588.53,-0.246,0.32637,-8.6538e-06
3897,0,2e-08,585.28,-0.23103,0.068474,-1.0108e-10
3891,0,2e-08,589.9,-0.25985,0.34788,-7.0322e-07
3894,0,2e-08,588.55,-0.26844,0.31335,-1.0573e-09
3901,0,2e-08,588.5,-0.31309,0.15052,-5.6394e-10
3843,0,2e-08,314.91,0.46118,0.28221,1.0182e-06
3865,0,2e-08,526.77,0.48091,0.2102,2.4728e-07
3863,0,2e-08,499.19,0.44857,0.25624,1.0646e-06
3867,0,2e-08,530.36,0.43242,0.1994,-2.8258e-08
3868,0,2e-08,533.07,0.38986,0.20467,-1.8908e-06
3869,0,2e-08,535.05,0.37472,0.18554,-1.3379e-08
3871,0,2e-08,544.96,0.23934,0.21744,-6.3455e-06
3872,0,2e-08,550.54,0.15971,0.24795,-5.132e-07
3842,0,2e-08,414.83,1.159,0.26466,1.2073e-06
3847,0,2e-08,506.59,1.1928,0.22954,1.8625e-06
3846,0,2e-08,471.98,1.1719,0.25159,2.5444e-06
3853,0,2e-08,508.2,1.1318,0.1112,-5.3727e-10
3852,0,2e-08,508.4,1.1238,0.15496,4.1037e-10
3851,0,2e-08,508.58,1.1027,0.16177,4.2622e-07
3849,0,2e-08,508.58,1.0872,0.22322,7.0725e-07
3854,0,2e-08,509.19,1.0321,0.15344,-9.1825e-10
3850,0,2e-08,507.23,0.98837,0.23712,4.028e-07
