"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
3954,0,2e-08,592.6,-1.0458,0.40893,1.9062e-09
3956,0,2e-08,591.16,-1.0545,0.31945,5.7489e-10
3957,0,2e-08,590.89,-1.0706,0.30525,6.4294e-10
3958,0,2e-08,590.48,-1.0875,0.2364,-2.1267e-11
3959,0,2e-08,590.48,-1.0921,0.3697,2.107e-09
3960,0,2e-08,589.72,-1.109,0.36003,-1.415e-09
3961,0,2e-08,590.02,-1.1323,0.20473,-1.2167e-10
3962,0,2e-08,589.11,-1.1373,0.36887,-7.2432e-10
3963,0,2e-08,588.85,-1.1549,0.352,-7.0746e-10
3964,0,2e-08,589.42,-1.176,0.2436,-4.123e-10
3965,0,2e-08,589.65,-1.195,0.13272,-9.1205e-10
3966,0,2e-08,588.63,-1.205,0.2999,-2.5735e-10
3967,0,2e-08,587.96,-1.2202,0.37818,-1.634e-09
3968,0,2e-08,589.36,-1.2448,0.050279,4.1014e-10
3969,0,2e-08,588.51,-1.2555,0.28573,-1.1385e-09
3970,0,2e-08,588.61,-1.2717,0.26237,1.5879e-09
3971,0,2e-08,588.9,-1.2903,0.18175,4.8242e-10
3972,0,2e-08,588.48,-1.3042,0.2637,1.4414e-09
3973,0,2e-08,588.08,-1.3186,0.33865,2.6637e-09
3974,0,2e-08,588.16,-1.3327,0.37005,2.1684e-19
3975,0,2e-08,588.19,-1.3504,0.33402,2.127e-09
3976,0,2e-08,588.56,-1.3672,0.22097,-9.6907e-10
3977,0,2e-08,588.69,-1.3859,0.14054,2.4848e-10
3978,0,2e-08,588.53,-1.4014,0.21672,1.3553e-19
3979,0,2e-08,588.45,-1.4162,0.26171,-2.286e-09
3980,0,2e-08,588.53,-1.432,0.20964,9.7578e-19
3981,0,2e-08,588.37,-1.4485,0.3148,-1.4014e-09
3982,0,2e-08,588.4,-1.4478,0.36971,0
3983,0,2e-08,588.38,-1.4628,0.32824,-1.5406e-09
3984,0,2e-08,588.45,-1.4796,0.27195,-8.3986e-10
3985,0,2e-08,588.41,-1.4968,0.35535,-1.0536e-09
3986,0,2e-08,588.56,-1.5123,0.13481,9.4422e-10
3987,0,2e-08,588.48,-1.5301,0.25005,4.6217e-10
3988,0,2e-08,588.45,-1.5428,0.34312,1.0436e-10
3989,0,2e-08,588.46,-1.5616,0.32593,1.4909e-10
3990,0,2e-08,588.48,-1.5764,0.2687,9.4422e-10
3991,0,2e-08,588.49,-1.594,0.252,-1.4909e-09
3992,0,2e-08,588.49,-1.6095,0.3327,2.4351e-09
3993,0,2e-08,588.52,-1.6235,0.075326,3.8763e-10
3994,0,2e-08,588.52,-1.6414,0.072578,5.9635e-11
3995,0,2e-08,588.51,-1.6587,0.28925,7.4544e-10
3996,0,2e-08,588.51,-1.6749,0.23511,-1.0834e-09
3406,0,2e-08,597.99,-0.87368,0.4667,-6.6751e-10
