origId,iceLabel,d,T,Points:0,Points:1,Points:2,cluster,nodeCluster
3702,1,3.8053e-08,242.57,6.1228,0.34734,1.156e-12,10,79
3702,1,3.8053e-08,242.57,6.1228,0.3420631249310596,0.06031495803197001,10,79
3702,1,3.8053e-08,242.57,6.1228,0.3263928349033821,0.11879727658382405,10,79
3702,1,3.8053e-08,242.57,6.1228,0.30080526374990896,0.17367000000100108,10,79
3702,1,3.8053e-08,242.57,6.1228,0.26607787687220275,0.22326584834940807,10,79
3702,1,3.8053e-08,242.57,6.1228,0.22326584834763705,0.2660778768736889,10,79
3702,1,3.8053e-08,242.57,6.1228,0.1736699999989989,0.3008052637510649,10,79
3702,1,3.8053e-08,242.57,6.1228,0.11879727658165153,0.3263928349041727,10,79
3702,1,3.8053e-08,242.57,6.1228,0.06031495802969317,0.3420631249314611,10,79
3702,1,3.8053e-08,242.57,6.1228,-1.1559787315590392e-12,0.34734,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.06031495803197001,0.3420631249310596,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.11879727658382405,0.3263928349033821,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.17367000000100102,0.30080526374990896,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.2232658483494081,0.26607787687220275,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.26607787687368883,0.22326584834763707,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.3008052637510649,0.17366999999899885,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.3263928349041727,0.11879727658165155,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.3420631249314611,0.060314958029693125,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.34734,-1.1559574631180784e-12,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.3420631249310596,-0.06031495803197006,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.3263928349033821,-0.11879727658382402,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.3008052637499089,-0.17367000000100113,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.26607787687220275,-0.22326584834940807,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.22326584834763707,-0.26607787687368883,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.17366999999899904,-0.3008052637510648,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.11879727658165146,-0.3263928349041728,10,79
3702,1,3.8053e-08,242.57,6.1228,-0.06031495802969314,-0.3420631249314611,10,79
3702,1,3.8053e-08,242.57,6.1228,1.1559361946771174e-12,-0.34734,10,79
3702,1,3.8053e-08,242.57,6.1228,0.06031495803196989,-0.3420631249310596,10,79
3702,1,3.8053e-08,242.57,6.1228,0.11879727658382415,-0.326392834903382,10,79
3702,1,3.8053e-08,242.57,6.1228,0.17367000000100113,-0.3008052637499089,10,79
3702,1,3.8053e-08,242.57,6.1228,0.22326584834940807,-0.2660778768722028,10,79
3702,1,3.8053e-08,242.57,6.1228,0.2660778768736888,-0.2232658483476371,10,79
3702,1,3.8053e-08,242.57,6.1228,0.3008052637510648,-0.17366999999899904,10,79
3702,1,3.8053e-08,242.57,6.1228,0.3263928349041728,-0.11879727658165146,10,79
3702,1,3.8053e-08,242.57,6.1228,0.3420631249314611,-0.06031495802969316,10,79
3702,1,3.8053e-08,242.57,6.1228,0.34734,1.1559149262361567e-12,10,79
3721,1,1.0428e-07,230.44,5.6858,0.38235,8.485900000000002e-10,10,79
