"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2308,2323,0,1.0664,0.052018,-8.9345e-08
2227,2336,0,0.89218,0.065429,1.369e-07
2305,2341,0,0.97708,0.049293,-1.4012e-08
2283,2338,0,0.99812,0.043979,-2.3089e-07
2347,2290,0,0.8975,0.050301,8.5966e-08
1770,2327,0,0.77196,0.091995,7.0128e-09
2722,2345,0,0.97536,0.046822,-3.9457e-08
2674,2351,0,1.036,0.037977,2.4e-07
1839,2306,0,0.78228,0.088834,1.4962e-08
2595,2353,0,1.0632,0.02797,3.2862e-07
2724,2349,0,0.96023,0.047689,5.056e-08
2581,2358,0,1.0216,0.025871,-7.534e-08
2640,2355,0,1.0017,0.032985,2.7848e-08
2369,2354,0,0.90403,0.056185,-4.5492e-07
1601,2337,0,0.74078,0.099167,1.1891e-07
2583,2352,0,1.0002,0.025027,1.1167e-07
2680,2356,0,0.98514,0.037874,-4.9101e-07
2744,2363,0,0.9224,0.051828,-3.8211e-07
2585,2360,0,0.9809,0.026686,2.8353e-07
2329,2365,0,0.88778,0.053776,-1.1689e-07
2737,2368,0,0.91994,0.048007,1.8329e-08
2382,2359,0,0.9087,0.038547,-4.7761e-07
2328,2366,0,0.88744,0.052499,-3.3002e-07
972,2357,0,0.6658,0.1208,1.7924e-07
2177,2371,0,0.84782,0.063376,1.6406e-06
1939,2374,0,0.80329,0.07981,-1.1149e-07
2041,2370,0,0.82136,0.071593,-1.1735e-07
2105,2347,0,0.83991,0.057183,-5.8532e-08
1630,2375,0,0.74845,0.09388,-1.342e-07
1697,2381,0,0.76217,0.089427,1.2323e-07
1391,2377,0,0.71628,0.10525,1.9885e-07
2037,2373,0,0.82199,0.065469,-2.8214e-07
1214,2382,0,0.69554,0.10966,1.1291e-07
726,2367,0,0.63499,0.12788,2.9225e-07
1691,2379,0,0.75926,0.084466,9.5677e-08
1578,2369,0,0.74318,0.08216,1.4491e-07
1793,2378,0,0.7764,0.077765,-4.9914e-08
659,2361,0,0.62841,0.13387,-3.571e-08
1625,2383,0,0.74613,0.089889,-1.6316e-07
761,2372,0,0.63945,0.12679,9.0672e-07
865,2376,0,0.65335,0.12254,-3.9649e-07
