"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2308,509,0,1.0606,0.05141,-1.0608e-07
2309,507,0,1.0541,0.050698,1.7145e-07
2298,634,0,1.0337,0.047836,1.8277e-07
2279,632,0,1.0393,0.044369,3.496e-07
2331,617,0,0.98794,0.054573,-2.278e-07
2305,605,0,0.97753,0.049451,-6.9607e-08
1907,585,0,0.79858,0.08524,-2.0274e-07
2740,640,0,0.95079,0.052922,-1.1107e-08
2731,651,0,0.96558,0.049463,5.2342e-08
2751,652,0,0.92443,0.054962,6.0899e-08
2616,649,0,1.0482,0.031185,2.4996e-07
938,633,0,0.66117,0.12372,-5.456e-09
2371,655,0,0.89999,0.060994,1.7964e-07
1602,646,0,0.74316,0.099523,-1.6889e-07
939,623,0,0.66085,0.12461,-1.6637e-07
2351,653,0,0.8964,0.059416,-6.9773e-08
2709,654,0,0.99424,0.042973,6.7708e-08
1872,647,0,0.79077,0.08528,3.4318e-07
2702,656,0,0.95924,0.041399,-3.4285e-07
2309,657,0,0.88343,0.060522,-2.2348e-07
2331,660,0,0.89013,0.058481,1.3856e-06
2211,662,0,0.85626,0.066933,1.4554e-08
2705,659,0,0.93587,0.041856,-2.8586e-08
2729,664,0,0.92378,0.046043,6.6648e-08
2706,667,0,0.92705,0.04239,2.4663e-07
2287,665,0,0.87278,0.062074,9.6619e-08
2628,658,0,0.94146,0.03239,2.4137e-07
1733,666,0,0.76841,0.089718,7.2778e-08
1835,669,0,0.78727,0.083846,3.5694e-07
1042,670,0,0.67312,0.11844,3.4409e-08
1078,675,0,0.67766,0.11793,-1.4748e-07
973,678,0,0.66331,0.12245,-3.9316e-07
1692,677,0,0.7622,0.085008,-1.6442e-07
1109,680,0,0.68318,0.1137,1.5138e-07
1590,681,0,0.74319,0.090562,-5.8819e-07
1586,683,0,0.74178,0.088185,-9.5153e-08
864,671,0,0.6515,0.12204,-9.7986e-07
1688,663,0,0.76075,0.081304,3.0436e-08
1582,674,0,0.74038,0.0853,-5.3305e-09
1104,686,0,0.67979,0.11003,-3.1013e-08
1272,688,0,0.7016,0.099145,1.0581e-07
1380,684,0,0.71334,0.09825,-8.2345e-09
1405,682,0,0.7172,0.09049,6.357e-08
