"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2296,2664,0,1.0541,0.047836,-1.6448e-07
2392,2625,0,0.92153,0.061963,5.8562e-07
2282,2763,0,1.0069,0.044667,-5.1251e-08
2283,2768,0,0.99636,0.043207,-6.1421e-08
1464,2719,0,0.72107,0.10625,-2.967e-07
624,2096,0,0.62274,0.13618,1.0713e-09
2654,2771,0,1.0496,0.035372,-2.4466e-08
1569,2770,0,0.73508,0.10213,-3.6425e-07
2725,2776,0,0.95109,0.046737,-5.2526e-07
2633,2775,0,1.0698,0.034494,7.8144e-08
1534,2752,0,0.73191,0.10301,3.106e-08
2634,2773,0,1.0532,0.034886,-8.6293e-08
1701,2764,0,0.76279,0.09363,6.8592e-08
2740,2777,0,0.94919,0.050877,-2.4194e-07
2561,2724,0,1.0278,0.022782,-2.1036e-07
2742,2778,0,0.93301,0.052632,6.689e-09
2758,2774,0,0.91697,0.05704,3.2507e-07
2211,2781,0,0.8579,0.066075,3.5565e-07
2662,2780,0,0.97432,0.035483,-2.6456e-08
2726,2786,0,0.94115,0.047278,5.9002e-07
2716,2782,0,0.93502,0.043932,1.2994e-07
2114,2790,0,0.83736,0.07395,3.502e-07
2286,2784,0,0.87523,0.059997,-3.6857e-07
2287,2785,0,0.87572,0.062056,-6.7806e-07
2265,2789,0,0.87203,0.061706,6.5071e-08
1699,2783,0,0.76283,0.09122,3.0243e-07
2178,2791,0,0.84787,0.065604,-9.0131e-07
2668,2779,0,0.92807,0.036871,4.4368e-08
2308,2793,0,0.88371,0.056736,-1.2056e-07
2286,2794,0,0.87627,0.05822,-1.6221e-07
2284,2787,0,0.87235,0.055121,8.6827e-08
1215,2788,0,0.69291,0.11102,1.5443e-07
2034,2748,0,0.82501,0.059544,-2.2698e-08
2325,2795,0,0.88532,0.045595,1.8358e-08
1359,2798,0,0.71167,0.10912,6.8197e-08
1767,2802,0,0.77573,0.087666,1.8979e-07
1835,2800,0,0.78287,0.084381,-3.6088e-08
2141,2799,0,0.84462,0.059941,7.5343e-07
1161,2714,0,0.6898,0.096993,4.9205e-07
2072,2797,0,0.82787,0.064674,-9.1641e-08
2072,2796,0,0.83094,0.063198,5.7544e-07
1727,2804,0,0.76468,0.0845,-3.7632e-07
1657,2801,0,0.75411,0.086335,-1.5908e-07
1455,2808,0,0.72488,0.099068,-5.3797e-08
1762,2803,0,0.77011,0.083253,3.1437e-08
1280,2806,0,0.704,0.10473,-8.8749e-08
1211,2805,0,0.69344,0.10801,7.2787e-07
1486,2809,0,0.72841,0.095165,-1.1257e-07
1208,2812,0,0.69512,0.10534,5.0461e-08
1107,2811,0,0.68024,0.11218,2.3977e-07
342,2767,0,0.59289,0.1411,-4.119e-08
862,2815,0,0.65479,0.11901,-4.2937e-07
1175,2819,0,0.68897,0.10834,2.4627e-08
620,2816,0,0.62473,0.13022,-2.0258e-07
1121,2813,0,0.68533,0.093419,-1.5875e-07
1027,2824,0,0.6744,0.10501,4.7673e-07
874,2810,0,0.65749,0.096173,-2.7828e-07
923,2820,0,0.66227,0.10828,1.2989e-07
690,2772,0,0.63358,0.12787,9.2859e-07
655,2821,0,0.62756,0.12837,-4.8023e-08
906,2728,0,0.66173,0.092389,1.4793e-07
949,2814,0,0.66363,0.099777,-3.0725e-08
642,2817,0,0.6279,0.11104,-3.3023e-07
879,2823,0,0.65831,0.10102,4.2662e-08
746,2829,0,0.6402,0.10879,9.7814e-08
653,2828,0,0.62819,0.12605,-1.5036e-06
781,2822,0,0.64317,0.10766,-9.694e-07
841,2807,0,0.65282,0.097093,-4.1102e-07
876,2818,0,0.65836,0.09784,4.0769e-08
641,2832,0,0.62873,0.11053,2.227e-08
573,2833,0,0.62037,0.11371,-7.1604e-07
701,2830,0,0.63582,0.097146,6.2222e-08
633,2831,0,0.62686,0.10016,8.4126e-08
267,2826,0,0.58353,0.13624,-3.9394e-07
399,2834,0,0.59823,0.11909,-5.2912e-07
434,2838,0,0.60534,0.11783,4.7706e-07
198,2836,0,0.57515,0.13838,-8.6285e-08
494,2837,0,0.612,0.10254,6.7921e-08
491,2835,0,0.61169,0.098064,-3.8924e-07
418,2825,0,0.6021,0.094519,9.0324e-08
385,2842,0,0.60139,0.097482,-2.3708e-07
289,2844,0,0.58863,0.1132,2.2473e-07
240,2729,0,0.58405,0.089285,-2.5467e-08
189,2853,0,0.57542,0.1235,-2.71e-08
253,2849,0,0.58288,0.11085,-2.1035e-09
282,2846,0,0.58863,0.1009,-8.0581e-08
124,2855,0,0.5674,0.13219,-9.6974e-08
185,2851,0,0.57338,0.11574,3.862e-08
184,2854,0,0.5729,0.11427,1.1176e-07
65,2845,0,0.55555,0.1384,1.2295e-06
117,2852,0,0.56801,0.11995,-5.1051e-07
247,2847,0,0.58192,0.10114,-2.2612e-07
210,2843,0,0.58054,0.097811,3.4654e-08
55,2857,0,0.55774,0.11959,1.2518e-06
13,2861,0,0.549,0.12818,1.12e-06
