"cellId","origId","iceLabel","Points:0","Points:1","Points:2"
2329,1048,0,1.0062,0.052948,1.4904e-07
2333,1052,0,0.97246,0.053037,1.7993e-07
2291,1000,0,0.87274,0.071157,-9.9325e-07
1149,1002,0,0.6874,0.11626,1.1079e-07
799,981,0,0.64571,0.12925,-8.9068e-08
2732,1058,0,0.96058,0.049822,5.531e-08
904,1010,0,0.65897,0.12504,4.5807e-08
2738,983,0,0.91433,0.048824,-5.3565e-07
1906,1019,0,0.79831,0.083317,2.1019e-07
2311,1074,0,0.88448,0.064113,1.168e-07
2636,1055,0,1.0394,0.032585,-8.0534e-07
2657,1072,0,1.0202,0.036059,-7.4215e-07
2543,1070,0,1.0145,0.020378,-1.5692e-07
2715,1068,0,0.94358,0.04341,2.4667e-07
2701,1079,0,0.96741,0.0425,3.6284e-07
2616,1073,0,1.043,0.032153,3.2776e-07
2707,1076,0,0.91929,0.042036,9.2698e-08
2730,1080,0,0.91646,0.046815,6.9118e-07
2147,1082,0,0.84646,0.071384,-5.1578e-07
2331,1086,0,0.89091,0.058546,1.1917e-07
2663,1083,0,0.96756,0.036044,6.5954e-08
659,1005,0,0.62904,0.13357,1.9254e-07
2716,1088,0,0.93217,0.044994,9.3803e-08
2737,1085,0,0.91854,0.048766,-3.1843e-07
2386,1087,0,0.90923,0.04966,-7.7328e-08
2730,1081,0,0.91219,0.045939,-7.0599e-08
2180,1091,0,0.84927,0.069326,-2.8547e-07
2327,1084,0,0.89087,0.048974,-3.2233e-07
2364,1077,0,0.90401,0.043738,-8.5293e-08
2005,1089,0,0.8182,0.070911,4.8252e-07
970,1059,0,0.66346,0.11948,1.936e-07
1769,1096,0,0.77211,0.090401,2.8408e-07
2327,1093,0,0.88538,0.050548,-7.0238e-07
2261,1090,0,0.86799,0.054171,-1.3712e-07
1970,1101,0,0.81239,0.0731,6.1328e-07
2140,1095,0,0.84135,0.059628,-7.7859e-07
2140,1092,0,0.84328,0.058844,1.6325e-07
1696,1102,0,0.75771,0.089457,1.2999e-07
2001,1098,0,0.81888,0.065531,-2.3756e-08
1929,1078,0,0.80438,0.065944,3.7558e-07
1659,1106,0,0.75608,0.08742,2.6964e-07
1932,1097,0,0.80382,0.069808,-2.3641e-07
1557,1103,0,0.73546,0.0938,3.6139e-07
625,966,0,0.63028,0.088876,1.0051e-07
1312,1105,0,0.70559,0.10155,3.6646e-08
1107,1104,0,0.68151,0.11194,9.2869e-08
1481,1107,0,0.7265,0.09235,3.0031e-07
1070,1112,0,0.67729,0.11168,4.755e-08
829,1111,0,0.64828,0.12206,7.6772e-08
1138,1115,0,0.68596,0.1074,-7.848e-08
1474,1094,0,0.72654,0.088145,-2.8765e-07
555,1067,0,0.62024,0.089305,1.5154e-07
1099,1120,0,0.68211,0.10527,-2.6674e-07
1191,1108,0,0.69247,0.092376,1.6666e-07
1264,1110,0,0.70258,0.092597,2.0129e-07
979,1063,0,0.6697,0.094024,3.3021e-08
920,1119,0,0.65966,0.10603,-5.244e-07
1051,1060,0,0.67693,0.095078,2.0396e-07
818,1123,0,0.64966,0.10907,4.5107e-07
787,1130,0,0.64525,0.11539,-2.7611e-07
547,1125,0,0.61771,0.12795,4.2176e-07
952,1121,0,0.66482,0.10205,-1.2177e-07
583,1124,0,0.61821,0.12838,-1.0189e-06
660,1099,0,0.63246,0.089013,3.1418e-09
874,1113,0,0.65755,0.095746,5.0646e-07
839,1118,0,0.65173,0.094067,-1.8677e-07
617,1128,0,0.62415,0.12629,9.3695e-07
741,1127,0,0.64135,0.10291,1.9964e-07
844,1117,0,0.65209,0.099029,-1.0609e-07
610,1131,0,0.62551,0.11543,-4.7077e-08
630,1114,0,0.62767,0.09528,-2.2363e-08
632,1126,0,0.6275,0.098242,-1.9315e-07
470,1140,0,0.60623,0.11906,1.689e-07
200,1132,0,0.57378,0.14285,8.6766e-07
496,1137,0,0.61214,0.10501,-1.0703e-08
528,1129,0,0.61678,0.1003,-9.8941e-07
198,1135,0,0.57251,0.1386,-9.5937e-08
426,1134,0,0.60245,0.10567,1.2415e-07
423,1133,0,0.60562,0.10134,1.1102e-07
328,1145,0,0.59279,0.1184,6.6064e-07
265,1144,0,0.58148,0.13189,2.208e-07
293,1146,0,0.58723,0.11999,-2.0693e-07
353,1138,0,0.59665,0.1024,2.7243e-07
350,1141,0,0.5954,0.097541,1.5716e-09
279,1139,0,0.58869,0.095392,-1.2056e-07
187,1149,0,0.57529,0.11891,-1.9984e-07
125,1153,0,0.5661,0.13531,-7.4757e-07
157,1150,0,0.56861,0.12949,-6.5114e-08
281,1143,0,0.58562,0.099602,5.7576e-08
214,1148,0,0.57803,0.10425,9.1323e-07
112,1152,0,0.56783,0.11119,-2.185e-06
175,1147,0,0.5737,0.097725,-1.5669e-07
2691,1075,0,1.0509,0.041608,-6.8465e-07
142,1151,0,0.57148,0.10145,1.0831e-07
39,1156,0,0.55307,0.13415,-1.1975e-07
54,1160,0,0.55778,0.11727,3.9524e-07
16,1155,0,0.55118,0.13337,1.427e-07
2695,1069,0,1.0208,0.041552,9.158e-09
77,1157,0,0.56053,0.11126,5.7748e-07
103,1136,0,0.56757,0.094046,-5.2206e-08
107,1142,0,0.56799,0.10131,8.0738e-08
2,1154,0,0.54329,0.13853,-3.9351e-07
2661,1100,0,0.5403,0.090665,-4.1736e-07
2719,1109,0,0.54912,0.090035,-1.1033e-07
2552,1116,0,0.5211,0.15379,3.4833e-07
2312,1122,0,0.49147,0.093622,4.7734e-07
